#	HDIC Project
#	Integrated Database of Hanzi Dictionaries in Early Japan
#
#	SYP: Songben Yupian database
#
#	Version: 1.0.36
#	Date: 20 October 2015
#	Last update : 27 March 2019
#
#	Copyright (c) 2014-2017 HDIC project, IKEDA Shoju (Chair)
#	LI Yuan (Person in Charge)
#	Department of Linguistic Sciences, Hokkaido University Graduate School of Letters
#	North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#	Contact: hdic_info@let.hokudai.ac.jp
#
#	Feel free to copy and distribute.
#	Send bug reports and feature requests via email.
#
#	TSV Format information:
#
#	SYID	: Book, leaf, recto-verso, line and number (Zecuntang edition)
#	SY_vol_radical	: Volume and radical number
#	SY_radical	: Radical of Chinese character
#	Entry		: Headword
#	Entry_original	: Original headword (option)
#	UCShex		: Numeric character reference in hexadecimal format
#	SY_def		: Definition of pronunciation, meaning and variant(s)
#	KSY_diff	: Differences of SYID with Kunaicho Shoryobu edition
#	SY_remarks	: Editor's notes
#
#   References
#   ----------
#   臧克和著, 中古漢字流變, 華東師範大學出版社, 2008. Zang Kehe, Zhong gu Han zi liu bian, Shanghai : Hua dong shi fan da xue chu ban she, 2008.
#
#   Primary Sources
#   ---------------
#   Songben Yupian 宋本玉篇. 
#       宮内廳書陵部藏本(南宋版) 大廣益會玉篇 (box 515, no.106, photographic images).
#       澤存堂本：〔梁〕顧野王著, 大廣益會玉篇, 北京：中華書局, 1987.
#
#	This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422.
#
SYID	SY_vol_radical	SY_radical	Entry	Entry_original	UCShex	SY_def	KSY_diff
a068b102	v7#79	骨	骭		&#x9AAD;	遐諫切。脛也。《爾雅》曰：骭瘍𤔡微。亦作䯎。	
a068b103	v7#79	骨	骸		&#x9AB8;	何皆切。骨也。《左氏傳》曰：析骸而爨。	
a068b104	v7#79	骨	骾		&#x9ABE;	柯杏切。食骨留嗌中也。	
a069a011	v7#79	骨	髓		&#x9AD3;	先委切。骨中脂也。	
a069a012	v7#79	骨	𩪦		&#xD866;&#xDEA6;	同上。出《説文》。	
a069a013	v7#79	骨	䯜		&#x4BDC;	丑歴切。骨閒黄汁也。	
a069a014	v7#79	骨	體		&#x9AD4;	他禮切。形體也。	
a069a015	v7#79	骨	髍		&#x9ACD;	亡何切。㾫病。	
a069a016	v7#79	骨	骼		&#x9ABC;	柯頟切。《說文》曰：禽獸骨曰骼。	
a069a021	v7#79	骨	𩨱		&#xD866;&#xDE31;	前賜切。《周禮》：蜡氏掌除𩨱死人骨也。作骴同。	
a069a022	v7#79	骨	髊		&#x9ACA;	前賜切。腐骨也。《聲類》云：此亦𩨱字。	
a069a023	v7#79	骨	䯤		&#x4BE4;	公外切。五綵束髪。《說文》曰：骨擿可會髪者。《詩》曰：䯤弁如星。	
a069a031	v7#79	骨	䯠		&#x4BE0;	於老切。𦝫骨。	
a069a032	v7#79	骨	𩩲		&#xD866;&#xDE72;	胡葛切。𩩲𩨗肩骨。	
a069a033	v7#79	骨	𩨗		&#xD866;&#xDE17;	羽俱切。𩩲𩨗缺盆骨。	
a069a034	v7#79	骨	䯊		&#x4BCA;	口亞切。𦝫骨。	
a069a041	v7#79	骨	髂		&#x9AC2;	（並同上。）	
a069a042	v7#79	骨	𩩱		&#xD866;&#xDE71;	並同上。	
a069a043	v7#79	骨	𩩘		&#xD866;&#xDE58;	乙吕初。肩骨也。	
a069a044	v7#79	骨	䯈		&#x4BC8;	五丸切。骼䯈也。	
a069a045	v7#79	骨	骶		&#x9AB6;	丁計切。背謂之骶。又臀也。	
a069a046	v7#79	骨	𩪋		&#xD866;&#xDE8B;	五高切。蟹鈐也。	
a069a047	v7#79	骨	骲		&#x9AB2;	蒲交平剥二切。骨骲也。又蒲校切。骲擊也。	
a069a051	v7#79	骨	髎		&#x9ACE;	力條切。髋也。	
a069a052	v7#79	骨	𩪙		&#xD866;&#xDE99;	於力切。𦙄𩪙。亦作臆。	
a069a053	v7#79	骨	䯦		&#x4BE6;	亡八切。䯦骱小骨。	
a069a054	v7#79	骨	骱		&#x9AB1;	古八切。䯦骱。	
a069a061	v7#79	骨	䯓		&#x4BD3;	口圭切。六畜頭中骨也。	
a069a062	v7#79	骨	𩪧		&#xD866;&#xDEA7;	蒲益切。弓弭。	
a069a063	v7#79	骨	䯞		&#x4BDE;	口瓜切。䯞𩨾髂上骨。	
a069a064	v7#79	骨	𩨾		&#xD866;&#xDE3E;	五瓜切。䯞𩨾。	
a069a065	v7#79	骨	骺		&#x9ABA;	下溝切。䯏骺也。	
a069a066	v7#79	骨	䯋		&#x4BCB;	蒲葛切。肩髆也。	
a069a071	v7#79	骨	髇		&#x9AC7;	呼交切。髇箭。	
a069a072	v7#79	骨	骽		&#x9ABD;	他罪切。骽股也。	
a069a073	v7#79	骨	𩪡		&#xD866;&#xDEA1;	徒昆切。與臋同。	
a069a074	v7#79	骨	𩪉		&#xD866;&#xDE89;	虚玉切。《聲類》云：亦作頊。𩪉顱也、謂髑髏也。	
a069a075	v7#79	骨	髗		&#x9AD7;	力胡切。頭髗也。	
a069a081	v7#79	骨	𩩌		&#xD866;&#xDE4C;	公本切。《世本》：顓頊生𩩌𩩌生高密是𤔡禹也。	
a069a082	v7#79	骨	骰		&#x9AB0;	孤魯切。或股字。脛本也。俗又音投。	
a069a083	v7#79	骨	尳		&#x5C33;	胡骨切。膝病。《聲類》云：骨差也。	
a069a084	v7#79	骨	𩩃		&#xD866;&#xDE43;	居岸切。《左氏傳》云：拉公𩩃而殺之、以手拉折其𩩃。	
a069a091	v7#79	骨	𩪠		&#xD866;&#xDEA0;	於仍切。凶也、親也、受也。亦作膺。	
a069a092	v7#79	骨	䯌		&#x4BCC;	口高切。骨。	
a069a093	v7#79	骨	䯑		&#x4BD1;	苦光切。䯑䯖股骨也。	
a069a094	v7#79	骨	䯖		&#x4BD6;	魯唐切。股骨也。	
a069a101	v7#79	骨	髐		&#x9AD0;	火交切。髐箭也。	
a069a102	v7#79	骨	𩩋		&#xD866;&#xDE4B;	戸經切。骨也。	
a069a103	v7#79	骨	𩪍		&#xD866;&#xDE8D;	去俱切。身也。	
a069a104	v7#79	骨	𩩗		&#xD866;&#xDE57;	式車切。骨。	
a069a105	v7#79	骨	𩨠		&#xD866;&#xDE20;	五加切。髂也。	
a069a106	v7#79	骨	髈		&#x9AC8;	蒲朗切。股也。又音旁。脅也。	
a069b011	v7#79	骨	䯟		&#x4BDF;	徒對切。𩪁䯟愚皃。	#
a069b012	v7#79	骨	𩪁		&#xD866;&#xDE81;	口會切。𩪁䯟。	a069b011
a069b013	v7#79	骨	𩩝		&#xD866;&#xDE5D;	苦紅切。又口江切。	a069b012
a069b014	v7#79	骨	𩩛		&#xD866;&#xDE5B;	巨綺切。小骨也。	a069b013
a069b015	v7#79	骨	𩨜		&#xD866;&#xDE1C;	百罵切。刀𩨜也。	a069b014
a069b016	v7#79	骨	𩪌		&#xD866;&#xDE8C;	府貢切。灼。	a069b015
a069b017	v7#79	骨	𩪃		&#xD866;&#xDE83;	胡代切。骨。	a069b016
a069b021	v7#79	骨	骻		&#x9ABB;	口化切。又口瓦切。𦝫骻。	
a069b022	v7#79	骨	骮		&#x9AAE;	與力切。小骨也。	
a069b023	v7#79	骨	𩪛		&#xD866;&#xDE9B;	匹角切。骨箭也。	
a069b024	v7#79	骨	𩨳		&#xD866;&#xDE33;	都骨切。鳥鳴豫知吉凶。	
a069b025	v7#79	骨	𩩠		&#xD866;&#xDE60;	七没切。小骨也。	
a069b031	v7#79	骨	髉		&#x9AC9;	北角切。骨耑也。	#
a069b032	v7#79	骨	𩩟		&#xD866;&#xDE5F;	知劣切。續骨也。	a069b031
a069b033	v7#79	骨	𩪭		&#xD866;&#xDEAD;	胡郭切。骨聲。	a069b032
a069b034	v7#79	骨	𩪣		&#xD866;&#xDEA3;	於力切。骨。	a069b033
a069b035	v7#79	骨	䯇		&#x4BC7;	口骨切。用力也。	a069b034
a069b036	v7#79	骨	骯		&#x9AAF;	口朗切。骯髒體盤。	a069b035
a069b037	v7#79	骨	髒		&#x9AD2;	子朗切。骯髒。	a069b036
a069b041	v7#79	骨	骫		&#x9AAB;	郁詭切。骨曲也。	a069b037
a069b051	v7#80	血	血		&#x8840;	呼穴切。《說文》：祭所薦牲血也。《易》曰：龍戰于野其血玄黃。	
a069b052	v7#80	血	衁		&#x8841;	呼黃切。血也。《左氏傳》曰：士刲羊亦無衁。	
a069b061	v7#80	血	衃		&#x8843;	匹尤匹才二切。凝血也。	
a069b062	v7#80	血	𧗁		&#xD85D;&#xDDC1;	子仁切。氣液也。	
a069b063	v7#80	血	𧖧		&#xD85D;&#xDDA7;	達零切。《說文》云：定息也。	
a069b064	v7#80	血	衄		&#x8844;	女鞠切。鼻出血也。	
a069b065	v7#80	血	𧗕		&#xD85D;&#xDDD5;	奴冬切。《說文》云：腫血也。亦作膿。	
a069b071	v7#80	血	醓		&#x9193;	吐感切。《周禮》：醢人、掌朝事之豆、其實醓醢、醓肉汁也。又曰深蒲醓醢。	
a069b072	v7#80	血	𧖺		&#xD85D;&#xDDBA;	同上。	
a069b073	v7#80	血	𧗎		&#xD85D;&#xDDCE;	俎於切。《周禮》：醯人、掌供七菹𧗎、酢清菜。	
a069b081	v7#80	血	𧗘		&#xD85D;&#xDDD8;	同上。	
a069b082	v7#80	血	𧗇		&#xD85D;&#xDDC7;	居衣切。《說文》曰：以血有所别塗祭也。	
a069b083	v7#80	血	衈		&#x8848;	如志切。耳血也。	
a069b084	v7#80	血	卹		&#x5379;	思律切。憂也。	
a069b085	v7#80	血	衋		&#x884B;	許力切。傷痛也。《周書》曰：民罔不衋傷心。	
a069b091	v7#80	血	䘓		&#x4613;	空紺切。羊凝血。	
a069b092	v7#80	血	𧗜		&#xD85D;&#xDDDC;	同上。	
a069b093	v7#80	血	盇		&#x76C7;	乎獵切。《說文》曰：覆也。又何不也。	
a069b094	v7#80	血	盍		&#x76CD;	同上。	
a069b095	v7#80	血	衊		&#x884A;	莫結切。汙血也。	
a069b096	v7#80	血	衅		&#x8845;	虛鎮切。牲血塗器祭也。亦作釁。	
a069b101	v7#80	血	𧗉		&#xD85D;&#xDDC9;	補胡切。申時食。籀文餔字。	
a069b102	v7#80	血	𧗆		&#xD85D;&#xDDC6;	之承切。葅也。	
a070a011	v7#81	肉	肉		&#x8089;	如六切。骨肉也。《說文》云：胾肉也、象形。	
a070a012	v7#81	肉	𠕎		&#xD841;&#xDD4E;	同上。	
a070a013	v7#81	肉	⺼		&#x2EBC;	同上。	
a070a014	v7#81	肉	腜		&#x815C;	莫回切。《說文》曰：婦始孕腜兆也。	
a070a021	v7#81	肉	肧		&#x80A7;	匹尤普回二切。婦孕一月。	
a070a022	v7#81	肉	胎		&#x80CE;	他來切。婦孕三月。	
a070a023	v7#81	肉	肌		&#x808C;	居夷切。肌膚也。	
a070a024	v7#81	肉	膚		&#x819A;	府隅切。皮也。《易》曰：噬膚滅鼻。	
a070a031	v7#81	肉	肤		&#x80A4;	同上。	
a070a032	v7#81	肉	肫		&#x80AB;	之春切。面頯也。又鳥藏也。	
a070a033	v7#81	肉	𦠄		&#xD85A;&#xDC04;	巨衣居衣二切。頰肉也。	
a070a034	v7#81	肉	脣		&#x8123;	食倫切。口脣也。	
a070a035	v7#81	肉	䫃		&#x4AC3;	古文。出《説文》。	
a070a036	v7#81	肉	脰		&#x8130;	徒姤切。《公羊傳》曰：宋萬、搏閔公、絕其脰。脰頸也。	
a070a041	v7#81	肉	肓		&#x8093;	呼光切。《說文》曰：心上鬲下也。《左氏傳》曰：病在肓之下。	
a070a042	v7#81	肉	腎		&#x814E;	是忍切。水藏也。	
a070a043	v7#81	肉	肺		&#x80BA;	芳吠切。金藏也。《太玄經》云：火藏肺之言敷也。《詩》云：自有肺腸。	
a070a051	v7#81	肉	胃		&#x80C3;	禹貴切。《白虎通》曰：胃者脾之府。	
a070a052	v7#81	肉	𦞅		&#xD859;&#xDF85;	《説文》：胃。	
a070a053	v7#81	肉	脾		&#x813E;	步彌切。土藏也。《白虎通》曰：脾之𤔡言裨也。	
a070a061	v7#81	肉	肝		&#x809D;	居寒切。木藏也。《白虎通》云：肝之𤔡言扞也。	
a070a062	v7#81	肉	膽		&#x81BD;	都敢切。肝之府也。	
a070a063	v7#81	肉	腸		&#x8178;	直良切。腸胃也。	
a070a064	v7#81	肉	脬		&#x812C;	普交切。膀胱也。	
a070a071	v7#81	肉	膏		&#x818F;	公勞切。《說文》曰：肥也。《周禮》曰：春行羔豚膳膏香。	
a070a072	v7#81	肉	𦚤		&#xD859;&#xDEA4;	與俱切。腹下肥。	
a070a073	v7#81	肉	肊		&#x808A;	於力切。胷也。	
a070a074	v7#81	肉	臆		&#x81C6;	同上。	
a070a075	v7#81	肉	膰		&#x81B0;	扶袁切。膰肝也。	
a070a081	v7#81	肉	膺		&#x81BA;	於陵切。胷也。	
a070a082	v7#81	肉	膀		&#x8180;	步方切。《說文》：脅也。亦作髈。	
a070a083	v7#81	肉	胱		&#x80F1;	古黄切。膀胱也。	
a070a084	v7#81	肉	胷		&#x80F7;	許恭切。膺也。亦作匈。	
a070a085	v7#81	肉	背		&#x80CC;	補對切。背脊。又步内切。	
a070a091	v7#81	肉	脅		&#x8105;	虛業切。身左右兩膀也。	
a070a092	v7#81	肉	脟		&#x811F;	力輟切。《說文》曰：腸閒肥也。	
a070a093	v7#81	肉	肋		&#x808B;	魯得切。脅骨也。	
a070a094	v7#81	肉	胂		&#x80C2;	舒仁切。夾脊肉。	
a070a095	v7#81	肉	脢		&#x8122;	莫回切。《易》曰：咸其脢。脢者心之上口之下。	
a070a101	v7#81	肉	脄		&#x8104;	同上。又莫載切。	
a070a102	v7#81	肉	肩		&#x80A9;	居妍切。肩髆也。	
a070a103	v7#81	肉	胳		&#x80F3;	公洛切。腋下也。	
a070a104	v7#81	肉	胠		&#x80E0;	去劫丘慮丘閭三切。腋下也。	
a070a105	v7#81	肉	臂		&#x81C2;	補致切。手臂也。	
a070b011	v7#81	肉	腝		&#x815D;	奴到切。臂節也。	
a070b012	v7#81	肉	肘		&#x8098;	張柳切。臂節也。	
a070b013	v7#81	肉	䏔		&#x43D4;	同上。	
a070b014	v7#81	肉	肪		&#x80AA;	府防切。脂肪。	
a070b015	v7#81	肉	臍		&#x81CD;	在奚切。膍臍。《左氏傳》曰：後君噬臍。亦作齎。	
a070b021	v7#81	肉	腹		&#x8179;	弗鞠切。腹肚。	
a070b022	v7#81	肉	胯		&#x80EF;	口故切。《史記》曰：不能死、出我胯下。胯股也。	
a070b023	v7#81	肉	膲		&#x81B2;	子遙切。三膲。	
a070b024	v7#81	肉	脽		&#x813D;	是惟切。尻也。	
a070b025	v7#81	肉	䏐		&#x43D0;	古穴切。䏐孔也。	
a070b031	v7#81	肉	股		&#x80A1;	公户切。髀也。《易》曰：巽𤔡股。	
a070b032	v7#81	肉	脛		&#x811B;	胡定切。腓腸前骨也。《史記》曰：斮朝涉之脛。	
a070b033	v7#81	肉	腳		&#x8173;	紀略切。腳脛也。	
a070b034	v7#81	肉	胻		&#x80FB;	户當切。《說文》曰：脛耑也。	
a070b035	v7#81	肉	胑		&#x80D1;	至移切。體四胑手足也。	
a070b041	v7#81	肉	肢		&#x80A2;	同上。	
a070b042	v7#81	肉	腓		&#x8153;	扶非切。脛腨也。	
a070b043	v7#81	肉	腨		&#x8168;	時兖切。腓腸也。	
a070b044	v7#81	肉	肖		&#x8096;	先醮切。似也。《書》曰：說築傳巖之野唯肖。	
a070b045	v7#81	肉	肥		&#x80A5;	扶非切。《說文》云：多肉也。	
a070b051	v7#81	肉	胤		&#x80E4;	余振切。嗣也。	
a070b052	v7#81	肉	𦞩		&#xD859;&#xDFA9;	古文。	
a070b053	v7#81	肉	胄		&#x80C4;	直又切。裔也。	
a070b054	v7#81	肉	膻		&#x81BB;	徒亶切。肉膻也。	
a070b055	v7#81	肉	䏌		&#x43CC;	呼乞切。振眸也。	
a070b056	v7#81	肉	䑋		&#x444B;	如掌切。《方言》：䑋肥也。	
a070b061	v7#81	肉	𦝨		&#xD859;&#xDF68;	口駭公埋二切。臞也。	
a070b062	v7#81	肉	脙		&#x8119;	呼尤渠尤二切。瘠也。齊人謂瘠腹𤔡脙。	
a070b063	v7#81	肉	𦜵		&#xD859;&#xDF35;	同上。	
a070b064	v7#81	肉	臠		&#x81E0;	力兖切。肉臠也。又力官切。臠臠瘠皃。	
a070b071	v7#81	肉	膌		&#x818C;	才亦切。臞也。	
a070b072	v7#81	肉	臞		&#x81DE;	渠駒切。少肉也。	
a070b073	v7#81	肉	脫		&#x812B;	徒活吐活二切。肉去骨。《左氏傳》曰：無禮則脫。脫易也。	
a070b074	v7#81	肉	脀		&#x8100;	之仍切。騃也。	
a070b081	v7#81	肉	胗		&#x80D7;	章忍切。脣瘍也。	
a070b082	v7#81	肉	肒		&#x8092;	胡玩切。《說文》曰：搔生創也。	
a070b083	v7#81	肉	胼		&#x80FC;	步田切。皮厚也。《史記》曰：手足胼胝。	
a070b084	v7#81	肉	胝		&#x80DD;	竹尼切。胼胝。	
a070b085	v7#81	肉	肬		&#x80AC;	羽流切。贅也。	
a070b091	v7#81	肉	胅		&#x80C5;	大結切。骨差也。	
a070b092	v7#81	肉	腫		&#x816B;	之勇切。《說文》云：癰也。	
a070b093	v7#81	肉	脪		&#x812A;	香靳切。腫起也。	
a070b094	v7#81	肉	䏖		&#x43D6;	餘忍切。脊肉也。又丈忍切。	
a070b095	v7#81	肉	臘		&#x81D8;	來盍切。《說文》云：冬至後三戌𤔡臘祭百神也。	
a070b101	v7#81	肉	膢		&#x81A2;	力侯切。飲食祭也、冀州八月、楚俗二月。	
a070b102	v7#81	肉	脁		&#x8101;	通堯他召二切。祭也。	
a070b103	v7#81	肉	胙		&#x80D9;	在故切。《說文》曰：祭福肉也。	
a071a011	v7#81	肉	肴		&#x80B4;	户交切。俎實。又啖肉也。	
a071a012	v7#81	肉	脤		&#x8124;	時忍切。以脤膰之禮親兄弟之國皆社稷宗廟之肉也。	
a071a013	v7#81	肉	隋		&#x968B;	他果切。《說文》曰：裂肉也。又徒果切。	
a071a021	v7#81	肉	腬		&#x816C;	爾由切。肥美也。	
a071a022	v7#81	肉	膳		&#x81B3;	時扇切。《說文》曰：具食也。《周禮》：膳夫、掌王之食飲膳羞。膳之言善也。又云膳牲肉也。	
a071a023	v7#81	肉	腆		&#x8146;	他殄切。厚也。	
a071a024	v7#81	肉	䐌		&#x440C;	古文。	
a071a031	v7#81	肉	腯		&#x816F;	徒骨切。豕曰腯。肥也。	
a071a032	v7#81	肉	胡		&#x80E1;	護徒切。何也。《書》曰：弗慮胡獲。《說文》云：牛頷垂也。	
a071a033	v7#81	肉	䏟		&#x43DF;	蒲結切。肥肉也。	
a071a034	v7#81	肉	胘		&#x80D8;	何千切。牛百葉也。	
a071a035	v7#81	肉	膍		&#x818D;	婢脂切。鳥膍胵。	
a071a041	v7#81	肉	肶		&#x80B6;	同上。	
a071a042	v7#81	肉	胵		&#x80F5;	充脂切。鳥胃也。	
a071a043	v7#81	肉	膘		&#x8198;	扶小孚小二切。牛脅後髀前革肉。	
a071a044	v7#81	肉	膟		&#x819F;	力述切。膟膋腸閒脂也。	
a071a045	v7#81	肉	𦝭		&#xD859;&#xDF6D;	同上。	
a071a051	v7#81	肉	膋		&#x818B;	力彫切。《詩》曰：取其血膋。膋脂膏也。	
a071a052	v7#81	肉	膫		&#x81AB;	同上。	
a071a053	v7#81	肉	胊		&#x80CA;	渠俱切。脯也。《禮記》曰：左胊右末。	
a071a054	v7#81	肉	脯		&#x812F;	方武切。脯腊也。	
a071a055	v7#81	肉	腊		&#x814A;	思亦切。乾肉也。《周禮》：腊人掌乾肉。	
a071a061	v7#81	肉	腒		&#x8152;	巨於記於二切。乾雉也。	
a071a062	v7#81	肉	膊		&#x818A;	普各切。《周禮》：掌戮掌斬殺賊諜而膊之。膊謂去衣磔之。	
a071a063	v7#81	肉	𦢸		&#xD85A;&#xDCB8;	《字書》：同上。	x
a071a064	v7#81	肉	䐹		&#x4439;	所流切。《周禮》：庖人夏行腒䐹。䐹乾魚也。	x
a071a071	v7#81	肉	胥		&#x80E5;	思餘切。蟹醢也。	
a071a072	v7#81	肉	肍		&#x808D;	渠留切。熟肉醤也。	
a071a073	v7#81	肉	脠		&#x8120;	始蟬切。生肉酱也。	x
a071a074	v7#81	肉	臡	𦣊	&#x81E1;	奴雞切。麋𦣊肝髓醢也。又有骨醢也。	x
a071a081	v7#81	肉	䏽		&#x43FD;	蒲候切。豕肉酱。	
a071a082	v7#81	肉	膹		&#x81B9;	扶吻切。《說文》曰：𦞦也。	
a071a083	v7#81	肉	臇		&#x81C7;	子選子遣二切。𦞦少汁也。亦作㷷。	
a071a084	v7#81	肉	胹		&#x80F9;	尒之切。煑熟也。	x
a071a091	v7#81	肉	䐣		&#x4423;	桑衮切。熟肉内於血中和也。	
a071a092	v7#81	肉	腥		&#x8165;	桑丁切。豕息肉也。	
a071a093	v7#81	肉	胜		&#x80DC;	桑丁切。犬膏臭也。	
a071a094	v7#81	肉	臊		&#x81CA;	蘇刀切。豕膏臭也。	
a071a095	v7#81	肉	𦞣		&#xD859;&#xDFA3;	同上。	x
a071a096	v7#81	肉	膮		&#x81AE;	呼幺切。豕肉𦎟。	x
a071a101	v7#81	肉	膷		&#x81B7;	虚羊切。今肉中生息肉也。	
a071a102	v7#81	肉	臐		&#x81D0;	吁雲切。《儀禮注》：云臐今時𦞦也。羊曰臐。	
a071a103	v7#81	肉	脂		&#x8102;	之伊切。脂膏。《詩》云：膚如凝脂。	x
a071a104	v7#81	肉	膩		&#x81A9;	女致切。垢腻也。	x
a071b011	v7#81	肉	膜		&#x819C;	密各切。肉閒膜也。	
a071b012	v7#81	肉	胾		&#x80FE;	側吏切。大臠也。	
a071b013	v7#81	肉	䐑		&#x4411;	治輒切。薄切肉也。	
a071b014	v7#81	肉	腌		&#x814C;	於瞻於劫二切。漬肉。《蒼頡篇》云：酢淹肉也。	
a071b015	v7#81	肉	𦞦		&#xD859;&#xDFA6;	呼各切。羹𦞦也。	
a071b021	v7#81	肉	䐞		&#x441E;	如灼切。肉表革裏。	
a071b022	v7#81	肉	脃		&#x8103;	青歲切。《說文》曰：小耎易斷也。	
a071b023	v7#81	肉	脆		&#x8106;	同上俗。	
a071b024	v7#81	肉	膬		&#x81AC;	亦同上。又七絶切。	x
a071b025	v7#81	肉	𢿨		&#xD84B;&#xDFE8;	蘇旦切。《說文》曰：雜肉也。	x
a071b031	v7#81	肉	膎		&#x818E;	户皆切。《說文》曰：脯也。	
a071b032	v7#81	肉	脼		&#x813C;	良仰切。膎脼也。	
a071b033	v7#81	肉	腏		&#x814F;	知劣切。挑骨閒肉也。	
a071b034	v7#81	肉	䐄		&#x4404;	胡監切。食肉不猒也。	
a071b035	v7#81	肉	肎		&#x808E;	口等切。《說文》曰：骨閒肉肎肎著也。一曰骨無肉也。《詩》曰：惠然肎來。肎可也。今作肯。	x
a071b041	v7#81	肉	肯		&#x80AF;	同上。	
a071b042	v7#81	肉	肰		&#x80B0;	而旃切。犬肉也。然字從此。	
a071b043	v7#81	肉	𠤀		&#xD842;&#xDD00;	古文肰。	x
a071b044	v7#81	肉	䐜		&#x441C;	充人切。起也。《埤蒼》云：引起也。	x
a071b051	v7#81	肉	䏙		&#x43D9;	他感切。《說文》曰：肉汁滓也。	
a071b052	v7#81	肉	䏣		&#x43E3;	此據且居二切。蠅乳肉中也。俗作蛆。	
a071b053	v7#81	肉	膠		&#x81A0;	古爻切。膠者《考工記注》云：皆謂煑用其皮、或用角。	x
a071b061	v7#81	肉	䏍		&#x43CD;	烏衒切。小蟲。一曰空也。	
a071b062	v7#81	肉	𦝠		&#xD859;&#xDF60;	郎戈郎果二切。獸名。	
a071b063	v7#81	肉	腐		&#x8150;	扶甫切。《說文》曰：爛也。《月令》云：腐草化𤔡螢。	
a071b064	v7#81	肉	脡		&#x8121;	敕鼎切。脯胊也。	
a071b065	v7#81	肉	臚		&#x81DA;	力居切。《鄭玄注周禮》云：臚陳也。	
a071b071	v7#81	肉	腍		&#x814D;	如甚切。熟也。	
a071b072	v7#81	肉	臅		&#x81C5;	齒欲切。狼臅膏、謂臆中膏也。	
a071b073	v7#81	肉	䐆		&#x4406;	千代切。《山海經》云：耳鼠食之不䐆。䐆大腹也。	
a071b081	v7#81	肉	肱		&#x80B1;	古薨切。臂也。《書》曰：臣作朕股肱耳目。	
a071b082	v7#81	肉	䏪		&#x43EA;	如志切。筋腱也。	
a071b083	v7#81	肉	腠		&#x8160;	倉奏切。膚腠也。	
a071b084	v7#81	肉	脹		&#x8139;	豬亮切。《左氏傳》：將食脹如廁。脹痛也。《字書》：亦作痮。	
a071b091	v7#81	肉	膂		&#x8182;	力佇切。脊骨也。《書》曰：𤔡股肱心膂。古與吕同。	
a071b092	v7#81	肉	膉		&#x8189;	於亦切。脰肉也。《埤蒼》云：豕伏槽。	
a071b093	v7#81	肉	胖		&#x80D6;	普半切。牲之半體。《周禮》：䱷人掌共膴胖胖冝𤔡脯而腥胖之言半也。	
a071b101	v7#81	肉	䐀		&#x4400;	居義切。肉四䐀也。	
a071b102	v7#81	肉	膒		&#x8192;	於侯切。久脂也。	
a071b103	v7#81	肉	䐨		&#x4428;	胡木切。足跗也。	
a071b104	v7#81	肉	腩		&#x8169;	奴坎切。煑肉也。	
a071b105	v7#81	肉	𦝧		&#xD859;&#xDF67;	同上。	
a072a011	v7#81	肉	𦚟		&#xD859;&#xDE9F;	餘之切。豬𦚟也。	
a072a012	v7#81	肉	胋		&#x80CB;	徒兼切。大羹也。	
a072a013	v7#81	肉	䑎		&#x444E;	初減切。臉䑎羹也。	
a072a014	v7#81	肉	臉		&#x81C9;	七廉切。臉𦞦。又力減切。臉䑎。	
a072a015	v7#81	肉	䑄		&#x4444;	匹備切。盛肥也。	
a072a016	v7#81	肉	脮		&#x812E;	乃罪切。魚脮。他罪切。腲脮。	
a072a021	v7#81	肉	腲		&#x8172;	烏罪切。腲脮肥皃。	
a072a022	v7#81	肉	𦞜		&#xD859;&#xDF9C;	相力切。𦞜肉。	
a072a023	v7#81	肉	胔		&#x80D4;	疾移七移二切。人子腸。	
a072a024	v7#81	肉	臄		&#x81C4;	渠略切。口上阿也。《詩》曰：嘉肴脾臄。	
a072a031	v7#81	肉	䏿		&#x43FF;	苦禮切。肥腸也。東有無䏿國人。	
a072a032	v7#81	肉	臀		&#x81C0;	徒昆切。《聲類》云：尻也。《易》曰：臀無膚。	
a072a033	v7#81	肉	䐿		&#x443F;	於六於告二切。鳥胃也。《禮記》：鴇䐿。弈骨䐿腡脛。	
a072a041	v7#81	肉	䐈		&#x4408;	之力切。《周禮注》：膠䐈之類、不能方、如脂膏敗䐈、䐈黏也。	
a072a042	v7#81	肉	肵		&#x80B5;	渠衣切。俎也、敬也。	
a072a043	v7#81	肉	𦢨		&#xD85A;&#xDCA8;	詳廉切。《禮記》曰：三獻𦢨沈肉於湯中也。	
a072a051	v7#81	肉	脞		&#x811E;	倉果切。《書》曰：元首叢脞哉。叢脞細碎無大略也。	
a072a052	v7#81	肉	膱		&#x81B1;	之力切。油敗也。《儀禮》曰：薦脯五膱。膱長尺有寸、膱猶脡也。	
a072a053	v7#81	肉	膝		&#x819D;	思疾切。脛頭也。亦作䣛。	
a072a061	v7#81	肉	胉		&#x80C9;	普各切。脅也。	
a072a062	v7#81	肉	腡		&#x8161;	力戈古華二切。《聲類》云：手理也。	
a072a063	v7#81	肉	腋		&#x814B;	羊益切。肘腋也。	
a072a064	v7#81	肉	𦠓		&#xD85A;&#xDC13;	郎狄切。𦠓䐎強脂。	
