#   HDIC Project
#   Integrated Database of Hanzi Dictionaries in Early Japan
#
#   TSJ: Tenjibon Shinsen Jikyo database -- Full list of headwords
#   ==============================================================
#
#   Tenjibon Shinsen Jikyo 新撰字鏡, Tenji copy 天治本.
#   A complete manuscript of 1124 is held by the Imperial Household Archives.
#   Buddhist monk Shoju 昌住, c. 898-901.
#   A Hanzi (Chinese character) dictionary.
#
#   TSJ_entries.tsv
#   Version: 1.0.28
#   Date published: 23 June 2018
#   Last modified: 12 September 2019
#
#   Copyright (c) 2018-2019 HDIC project, IKEDA Shoju (Chair)
#   LI Yuan (Person in charge of text data proofreading)
#   LIU Guanwei (Person in charge of image database design and implementation)
#   Department of Linguistic Sciences, Hokkaido University Graduate School of Letters
#   North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#   Contact: hdic_info@let.hokudai.ac.jp
#
#   Feel free to copy and distribute.
#   Send bug reports and feature requests via email.
#
#   TSV format information
#   ----------------------
#   SJID (svvwwxyyz)         Book(vv), leaf(ww), recto-verso(x), line(yy) and number(z)
#   SJ2ID                    For headword of two or more characters, add 'a, b, ..., n' at the end of SJID
#   SJ_Rinsen (新xxx-yz)     Page(xxx), line(y) and number(z) in Rinsen shoten edition
#   SJ_vol_radical (xx#yyy)  Volume(xx) and radical number(yyy)
#   SJ_radical               Radical of Chinese character
#   Entry                    Headword
#   Entry_original           Headword based on original image
#   SJ_sources               Yiqiejingyinyi, Qieyun, Yupian, etc. (For details, refer to the following section)
#   SJ_entry_remarks         Editor's notes
#   TBID (v_www_xyz)         Book(v), leaf(www), recto-verso(x), line(y) and number(z)
#   SYID (vwwwxyyzz)         Book(v), leaf(www), recto-verso(x), line(yy) and number(z)
#
#   Abbreviations
#   -------------
#   TB: Tenrei Bansho Meigi 篆隸萬象名義, Kosanji copy 高山寺本
#   SY: Songben Yupian 宋本玉篇, Zecuntang edition 澤存堂本
#   SJ: Shinsen Jikyo 新撰字鏡, Tenji copy 天治本
#   KW: Shinsen Jikyo 新撰字鏡, Kyowa print 享和本
#
#   SJ_sources
#   ----------
#   Yiqiejingyinyi related parts 一切經音義部分
#    一切經音義: Yiqiejingyinyi related items 一切經音義引用項目
#    一切經音義N: Non-Yiqiejingyinyi related items 非一切經音義項目
#
#   Qieyun related parts 切韻引用部分
#    切韻A: Qieyun A, four tones noted as a whole, with the title of Qieyun. 四声一括注記。有切韻書名。e.g., 已上卅八字平聲…已上上々聲…已上去聲…已上出自切韻.
#    切韻B: Qieyun B, four tones noted as a whole, without the title of Qieyun. 四声一括注記。無切韻書名。e.g., 以上入聲…次去聲…次上聲…次平聲…已上四聲了.
#    切韻C: Qieyun C, even (level; 平) tone noted as a whole, while rising (上) tone, departing (going; 去) tone, and entering (checked; 入) tone noted under fanqie, without the title of Qieyun. 平声一括注記。有上・去・入声注記，在反切之下。無切韻書名。
#    切韻D: Qieyun D, four tones noted under fanqie, without the title of Qieyun. Items mentioned above are all Qieyun related parts. 有四声注記，在反切之下。無切韻書名。以上，切韻引用条目。
#    切韻N: Non-Qieyun related items 非切韻引用項目
#
#   Yupian related parts 玉篇引用部分
#    玉篇: Yupian related items 玉篇引用項目
#    玉篇N: Non-Yupian related items 非玉篇引用項目
#
#   Other parts 其他部分
#    出所不詳: Unidentified parts, unknown sources
#    辨別不能: Unseparated parts, mixed sources
#    爾雅: Erya
#    本草: Herbal book 本草木，本草草，本草鳥
#    小學篇: Shōgakuhen, a dictionary of Kokuji (Chinese characters created in Japan)
#    臨時雜要字: Rinjizōyōji, a daily dictionary of Sino-Japanese words in early Japan
#    添加項目: Additional items by people of later times
#
#   References
#   ----------
#   Sakakura Atsuyosi 阪倉 篤義. 1967. Shinsen jikyō no saikentō: Kyōwabon o chūshin ni 新撰字鏡の再檢討―享和本を中心に―. In Yamada Tadao 山田 忠雄 (ed.), Honpō jishoshi ronsō 本邦辭書史論叢, 359—392. Tokyo :Sanseidō 三省堂.
#   Ueda Tadashi 上田 正. 1981. Shinsen jikyō no Setsuin bubun ni tsuite [On quotations from Qieyun in the Shinsen jikyō] 新撰字鏡の切韻部分について. Kokugogaku 127. 13—20.
#   Ueda Tadashi 上田 正. 1984. Setsuin itsubun no kenkyū [A study of fragments of the Qieyun] 切韻逸文の研究. Tokyo: Kyūko shoin 汲古書院.
#   Ueda Tadashi 上田 正. 1986. Gyokuhen hansetsu sōran [A complete list of fanqie in the original Yupian] 玉篇反切總覽. Kobe: Private edition.
#   Sadakari Itoku 貞苅 伊徳. 1998. Shinsen jikyō no kenkyū [A study of Shinsen jikyō] 新撰字鏡の研究. Tokyo: Kyūko shoin 汲古書院.
#
#   Primary Sources
#   ---------------
#   Yuanben Yupian 原本玉篇. Tōhō bunka sōsho dairoku 東方文化叢書第六, Tokyo: Tōhō bunka gakuin, 1932
#   Songben Yupian 宋本玉篇. Kunaichō shoryōbu zō Daikō ekikai Gyokuhen 宮内廳書陵部藏大廣益會玉篇 (box 515, no.106, photographic images).
#   Tenreibanshōmeigii 篆隸萬象名義.Kōsanji shiryō sōsho 高山寺資料叢書 6, Tokyo: Tokyo daigaku shuppankai, 1977.
#   Shinsenjikyō 新撰字鏡. Tenjibon Shinsen jikyō revised edition 天治本新撰字鏡增訂版, Kyoto: Rinsen shoten, 1973
#   Ruijumyōgishō 類聚名義抄 (Zushoryōbon 圖書寮本). Zushoryōbon Ruiju myōgishō 圖書寮本類聚名義抄, Tokyo: Kunaichō Shoryōbu, Insatsu benridō, 1950.
#   Ruijumyōgishō 類聚名義抄 (Kanchi'inbon 觀智院本). Tenri toshokan zenbon sōsho washo no bu 天理圖書館善本叢書和書之部33, Tokyo: Yagi shoten, 1976.
#
#   Acknowledgments
#   ---------------
#   We are grateful to the Imperial Household Archives 宮内廳書陵部 for permission to publish the decipherment text of TSJ.
#   This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422.
#
SJID	SJ2ID	SJ_Rinsen	SJ_vol_radical	SJ_radical	Entry	Entry_original	SJ_source	SJ_entry_remarks	TBID	SYID
s0307a505	s0307a505	新163-55	v3#30	言部第卅	謦	◯	出所不詳		3_008_A12	a082b063
s0307a601	s0307a601	新163-61	v3#30	言部第卅	詛	◯	出所不詳		3_014_A31	a084a073
s0307a602	s0307a602	新163-62	v3#30	言部第卅	詨	◯	出所不詳		3_020_A52	a086a024
s0307a701	s0307a701	新163-71	v3#30	言部第卅	詿	◯	出所不詳		3_014_A61	a084a091
s0307a702	s0307a702	新163-72	v3#30	言部第卅	訝	◯	出所不詳		3_012_A41	a083b082
s0307a703	s0307a703	新163-73	v3#30	言部第卅	讗	⿰言⿱崔乃	出所不詳	字頭：原作「⿰言⿱崔乃」。	3_014_B62	a084b024
s0307a801	s0307a801	新163-81	v3#30	言部第卅	𧮄	◯	出所不詳			
s0307a802	s0307a802	新163-82	v3#30	言部第卅	𬣐	◯	出所不詳			
s0307a803	s0307a803	新163-83	v3#30	言部第卅	⿰言亰	◯	出所不詳		3_008_A31	a082b071
s0307a804	s0307a804	新163-84	v3#30	言部第卅	諒	◯	出所不詳		3_008_A31	a082b071
s0307b101	s0307b101	新164-11	v3#30	言部第卅	讒	◯	出所不詳		3_016_B62	a086b046
s0307b102	s0307b102	新164-12	v3#30	言部第卅	䜛	◯	出所不詳			
s0307b103	s0307b103	新164-13	v3#30	言部第卅	誇	◯	出所不詳		3_015_A61	a086b036
s0307b201	s0307b201	新164-21	v3#30	言部第卅	𧧳	⿰言⿱大干	出所不詳	字頭：原作「⿰言⿱大干」。		
s0307b202	s0307b202	新164-22	v3#30	言部第卅	謙	◯	出所不詳		3_011_A32	a083b035
s0307b203	s0307b203	新164-23	v3#30	言部第卅	訢	◯	出所不詳		3_010_B42	a083b012
s0307b204	s0307b204a	新164-24	v3#30	言部第卅	訴	𧦡	出所不詳	字頭：原作「𧦡」。	3_017_A12	a085a025
s0307b205	s0307b204a	新164-25	v3#30	言部第卅	𧪜	◯	出所不詳		3_017_A121	a085a031
s0307b301	s0307b301	新164-31	v3#30	言部第卅	謫	◯	出所不詳		3_017_A31	a085a033
s0307b302	s0307b302	新164-32	v3#30	言部第卅	讁	◯	出所不詳			
s0307b303	s0307b303	新164-33	v3#30	言部第卅	譎	◯	出所不詳		3_016_A52	a084b101
s0307b401	s0307b401	新164-41	v3#30	言部第卅	讀	◯	出所不詳		3_008_B31	a082b101
s0307b402	s0307b402	新164-42	v3#30	言部第卅	誦	◯	出所不詳		3_008_B22	a082b094
s0307b403	s0307b403	新164-43	v3#30	言部第卅	訬	◯	出所不詳		3_016_A32	a084b091
s0307b501	s0307b501	新164-51	v3#30	言部第卅	諷	◯	出所不詳	傍訓「ワツカニ」。	3_008_B21	a082b093
s0307b502	s0307b502	新164-52	v3#30	言部第卅	諼	◯	出所不詳		3_013_A21	a084a022
s0307b601	s0307b601	新164-61	v3#30	言部第卅	諰	◯	出所不詳		3_011_B12	a083b052
s0307b602	s0307b602	新164-62	v3#30	言部第卅	𧧺	⿰言⿱比工	出所不詳	字頭：原作「⿰言⿱比工」。	3_020_A32	a086a015
s0307b603	s0307b603	新164-63	v3#30	言部第卅	𧭍	◯	出所不詳			
s0307b604	s0307b604	新164-64	v3#30	言部第卅	謧	◯	出所不詳		3_014_B21	a084a101
s0307b701	s0307b701a	新164-71	v3#30	言部第卅	詾	◯	出所不詳		3_016_B41	a085a013
s0307b702	s0307b701a	新164-72	v3#30	言部第卅	𧧗	◯	出所不詳		3_016_B411	a085a014
s0307b703	s0307b701a	新164-73	v3#30	言部第卅	訩	𧦆	出所不詳	字頭：原作「𧦆」。	3_016_B412	a085a015
s0307b704	s0307b704	新164-74	v3#30	言部第卅	䛠	◯	出所不詳		3_021_A51	a086a063
s0307b801	s0307b801	新164-81	v3#30	言部第卅	誀	◯	出所不詳		3_021_B51	a086a084
s0307b802	s0307b802	新164-82	v3#30	言部第卅	譜	◯	出所不詳		3_022_A61	a086a104
s0308a101	s0308a101	新165-11	v3#30	言部第卅	諞	◯	出所不詳		3_015_A21	a084b032
s0308a102	s0308a102	新165-12	v3#30	言部第卅	諓	⿰言⿱土戈	出所不詳	字頭：原作「⿰言⿱土戈」。	3_011_A52	a083b042
s0308a103	s0308a103	新165-13	v3#30	言部第卅	□	◯	出所不詳	字頭：欠損。疑爲「諕」字。		
s0308a201	s0308a201	新165-21	v3#30	言部第卅	訌	◯	切韻B		3_015_B12	a084b054
s0308a202	s0308a202	新165-22	v3#30	言部第卅	訟	◯	切韻B	傍訓「ウタフ」。	3_016_B42	a085a016
s0308a203	s0308a203	新165-23	v3#30	言部第卅	誺	⿰言来	切韻B	字頭：原作「⿰言来」。	3_021_B11	a084b016
s0308a204	s0308a204	新165-24	v3#30	言部第卅	詩	◯	切韻B		3_008_B12	a082b092
s0308a301	s0308a301	新165-31	v3#30	言部第卅	𧥳	⿰言士	切韻B	字頭：原作「⿰言士」。		
s0308a302	s0308a302	新165-32	v3#30	言部第卅	諆	◯	切韻B		3_016_A42	a084b093
s0308a303	s0308a303	新165-33	v3#30	言部第卅	詞	◯	切韻B		1_049_B23	a023a101
s0308a304	s0308a304	新165-34	v3#30	言部第卅	譩	◯	切韻B		3_021_A31	a086a054
s0308a305	s0308a305	新165-35	v3#30	言部第卅	𧬭	◯	切韻B			a086b045
s0308a401	s0308a401	新165-41	v3#30	言部第卅	⿰言⿱原乑	◯	切韻B		3_008_B52	a082b106
s0308a402	s0308a402a	新165-42	v3#30	言部第卅	謜β	◯	切韻B			
s0308a403	s0308a402a	新165-43	v3#30	言部第卅	謜	◯	切韻B	補入項。	3_008_B52	a082b106
s0308a404	s0308a404	新165-44	v3#30	言部第卅	謜	⿰言⿸厂⿱日乑	切韻B	字頭：原作「⿰言⿸厂⿱日乑」。		
s0308a405	s0308a405	新165-45	v3#30	言部第卅	譠β	⿰言⿱面旦	切韻B	字頭：原作「⿰言⿱面旦」。		
s0308a501	s0308a501	新165-51	v3#30	言部第卅	譠	◯	切韻B		3_018_B61	a085b045
s0308a502	s0308a502	新165-52	v3#30	言部第卅	詽	◯	切韻B		3_014_B61	
s0308a503	s0308a503	新165-53	v3#30	言部第卅	詮	◯	切韻B		3_010_B41	a083b011
s0308a504	s0308a504a	新165-54	v3#30	言部第卅	詮β	◯	切韻B			
s0308a505	s0308a504a	新165-55	v3#30	言部第卅	詮γ	◯	切韻B			
s0308a506	s0308a506	新165-56	v3#30	言部第卅	譙	◯	切韻B		3_017_A41	a086b032
s0308a601	s0308a601	新165-61	v3#30	言部第卅	䜈	◯	切韻B		3_021_A32	a086a061
s0308a602	s0308a602a	新165-62	v3#30	言部第卅	謟	◯	切韻B	參看干禄字書。	3_022_B51	a086b023
s0308a603	s0308a602a	新165-63	v3#30	言部第卅	諂	◯	切韻B	參看干禄字書。	3_013_A11	a084a016
s0308a701	s0308a701	新165-71	v3#30	言部第卅	諂β	⿰言伯	切韻B	字頭：原作「⿰言伯」，「諂」之異體字。傍訓「ヘツラフ」。		
s0308a702	s0308a702	新165-72	v3#30	言部第卅	詉	◯	切韻B		3_013_A41	a086b105
s0308a703	s0308a703	新165-73	v3#30	言部第卅	𧬅	◯	切韻B			
s0308a704	s0308a704	新165-74	v3#30	言部第卅	談	◯	切韻B		3_008_A21	a082b064
s0308a705	s0308a705	新165-75	v3#30	言部第卅	詳	◯	切韻B		3_009_B21	a083a053
s0308a801	s0308a801	新165-81	v3#30	言部第卅	諻	◯	切韻B		3_019_A21	a085b056
s0308a802	s0308a802	新165-82	v3#30	言部第卅	譻	◯	切韻B		3_008_A11	a082b062
s0308a803	s0308a803	新165-83	v3#30	言部第卅	𧭈	◯	切韻B			
s0308a804	s0308a804	新165-84	v3#30	言部第卅	訂	◯	切韻B		3_009_A62	a083a044
s0308a805	s0308a805	新165-85	v3#30	言部第卅	訧	◯	切韻B		3_018_A12	a085b012
s0308b101	s0308b101	新166-11	v3#30	言部第卅	䛘	◯	切韻B			a086b044
s0308b102	s0308b102	新166-12	v3#30	言部第卅	諴	◯	切韻B		3_010_B22	a086b042
s0308b103	s0308b103	新166-13	v3#30	言部第卅	詀	◯	切韻B	後，有「已上平聲」。	3_018_B41	a084b035
s0308b201	s0308b201	新166-21	v3#30	言部第卅	諟	◯	切韻B		3_009_B31	a087a104
s0308b202	s0308b202	新166-22	v3#30	言部第卅	諀	◯	切韻B		3_022_A21	a086a094
s0308b203	s0308b203	新166-23	v3#30	言部第卅	誄	◯	切韻B		3_018_A41	a085a105
s0308b204	s0308b204	新166-24	v3#30	言部第卅	讄	◯	切韻B		3_018_A31	a085a094
s0308b301	s0308b301	新166-31	v3#30	言部第卅	𧮢	◯	切韻B		3_018_A311	a085a101
s0308b302	s0308b302	新166-32	v3#30	言部第卅	諝	◯	切韻B		3_010_A61	a086b076
s0308b303	s0308b303	新166-33	v3#30	言部第卅	𮘇	◯	切韻B			
s0308b304	s0308b304	新166-34	v3#30	言部第卅	詁	◯	切韻B		3_010_A42	a083a092
s0308b305	s0308b305	新166-35	v3#30	言部第卅	謑	◯	切韻B		3_018_A51	a085b013
s0308b401	s0308b401	新166-41	v3#30	言部第卅	䜁	⿰言與	切韻B	字頭：原作「⿰言與」。	3_018_A511	a085b014
s0308b402	s0308b402	新166-42	v3#30	言部第卅	謹	◯	切韻B		3_009_B51	a083a064
s0308b403	s0308b403	新166-43	v3#30	言部第卅	誂	◯	切韻B		3_015_A32	a084b077
s0308b404	s0308b404	新166-44	v3#30	言部第卅	讜	◯	切韻B		3_019_A41	a085b071
s0308b501	s0308b501	新166-51	v3#30	言部第卅	𧥣	◯	切韻B		3_015_A22	a084b033
s0308b502	s0308b502	新166-52	v3#30	言部第卅	譣	◯	切韻B		3_010_A22	a083a083
s0308b503	s0308b503	新166-53	v3#30	言部第卅	譣β	⿰言koseki-012630	切韻B	字頭：原作「⿰言koseki-012630」。後，有「上聲了」。		
s0308b601	s0308b601	新166-61	v3#30	言部第卅	𧩟	◯	切韻B		3_021_A12	
s0308b602	s0308b602	新166-62	v3#30	言部第卅	𧩪	⿱⿰言勿心	切韻B	字頭：原作「⿱⿰言勿心」，「𧩪」之異體字。參看干禄字書。		
s0308b603	s0308b603	新166-63	v3#30	言部第卅	詈	◯	切韻B		5_013_B22	b048b084
s0308b604	s0308b604	新166-64	v3#30	言部第卅	𧧒	◯	切韻B		3_022_B30	a087a045
s0308b605	s0308b605	新166-65	v3#30	言部第卅	誶	◯	切韻B		3_017_A61	a085a045
s0308b701	s0308b701a	新166-71	v3#30	言部第卅	⿰言卆	◯	切韻B			
s0308b702	s0308b701a	新166-72	v3#30	言部第卅	誶	◯	切韻B		3_017_A61	a085a045
s0308b703	s0308b701a	新166-73	v3#30	言部第卅	誶β	◯	切韻B			
s0308b704	s0308b704	新166-74	v3#30	言部第卅	議	◯	切韻B		3_009_B12	a083a052
s0308b705	s0308b705a	新166-75	v3#30	言部第卅	譬β	kk-shusei_kr118316)	切韻B	字頭：原作「kk-shusei_kr118316)」。		
s0308b706	s0308b705a	新166-76	v3#30	言部第卅	譬	◯	切韻B		3_008_B11	a082b091
s0308b801	s0308b801	新166-81	v3#30	言部第卅	誋	◯	切韻B		3_016_A51	a084b094
s0308b802	s0308b802	新166-82	v3#30	言部第卅	詎	◯	切韻B	傍訓「タレカ」「イカ□ソ」。	3_020_A12	a086a011
s0308b803	s0308b803	新166-83	v3#30	言部第卅	譽	◯	切韻B	傍訓「ホム」。	3_011_B51	a083b061
s0308b804	s0308b804	新166-84	v3#30	言部第卅	誤	◯	切韻B		3_014_A52	a084a082
s0309a101	s0309a101	新167-11	v3#30	言部第卅	䛩	◯	切韻B		3_016_B31	a087b012
s0309a102	s0309a102	新167-12	v3#30	言部第卅	諦	◯	切韻B		3_009_B32	a083a054
s0309a103	s0309a103	新167-13	v3#30	言部第卅	計	◯	切韻B		3_010_B61	a083b014
s0309a104	s0309a104	新167-14	v3#30	言部第卅	謎	◯	切韻B			a087a053
s0309a105	s0309a105a	新167-15	v3#30	言部第卅	䜝β	◯	切韻B			
s0309a201	s0309a105a	新167-21	v3#30	言部第卅	䜝	◯	切韻B			
s0309a202	s0309a202	新167-22	v3#30	言部第卅	詍	◯	切韻B		3_014_B33	a084a104
s0309a203	s0309a203	新167-23	v3#30	言部第卅	䜕	◯	切韻B		3_015_B11	a084b052
s0309a204	s0309a204	新167-24	v3#30	言部第卅	𧮚	■	切韻B	字頭：原作「■」。		
s0309a205	s0309a205	新167-25	v3#30	言部第卅	譀	◯	切韻B		3_015_A42	a084b044
s0309a206	s0309a206	新167-26	v3#30	言部第卅	𧧴	◯	切韻B		3_015_A43	a084b051
s0309a301	s0309a301	新167-31	v3#30	言部第卅	誖	◯	切韻B		3_014_A43	a084a085
s0309a302	s0309a302	新167-32	v3#30	言部第卅	誖β	◯	切韻B			
s0309a303	s0309a303	新167-33	v3#30	言部第卅	諄β	◯	切韻B			
s0309a304	s0309a304	新167-34	v3#30	言部第卅	諄	◯	切韻B		3_009_A12	a083a013
s0309a401	s0309a401	新167-41	v3#30	言部第卅	𧭦	◯	切韻B			a085a073
s0309a402	s0309a402	新167-42	v3#30	言部第卅	讂	◯	切韻B		3_017_B61	
s0309a403	s0309a403	新167-43	v3#30	言部第卅	諺β	◯	切韻B			
s0309a404	s0309a404	新167-44	v3#30	言部第卅	諺	◯	切韻B		3_012_A32	a083b075
s0309a405	s0309a405	新167-45	v3#30	言部第卅	譟	◯	切韻B		3_012_B51	a084a012
s0309a501	s0309a501	新167-51	v3#30	言部第卅	謲	◯	切韻B		3_012_B61	a084a014
s0309a502	s0309a502	新167-52	v3#30	言部第卅	諕	◯	切韻B		3_015_B61	a087a054
s0309a503	s0309a503	新167-53	v3#30	言部第卅	諕β	◯	切韻B			
s0309a504	s0309a504	新167-54	v3#30	言部第卅	詐	◯	切韻B	傍訓「アサムク」。		a087a035
s0309a505	s0309a505	新167-55	v3#30	言部第卅	諣	◯	切韻B		3_015_B42	a084b073
s0309a506	s0309a506	新167-56	v3#30	言部第卅	誜	◯	切韻B			a087a065
s0309a601	s0309a601	新167-61	v3#30	言部第卅	䛭	◯	切韻B		3_019_B12	a085b082
s0309a602	s0309a602	新167-62	v3#30	言部第卅	詠	◯	切韻B		3_012_A11	a083b074
s0309a603	s0309a603	新167-63	v3#30	言部第卅	詠β	◯	切韻B			
s0309a604	s0309a604	新167-64	v3#30	言部第卅	䛆	◯	切韻B		3_014_A32	a084a081
s0309a605	s0309a605	新167-65	v3#30	言部第卅	詺	◯	切韻B			a087a066
s0309a606	s0309a606	新167-66	v3#30	言部第卅	訽	◯	切韻B		3_018_A521	a085b021
s0309a701	s0309a701	新167-71	v3#30	言部第卅	𧬐	◯	切韻B			
s0309a702	s0309a702	新167-72	v3#30	言部第卅	譳	◯	切韻B		3_021_A52	a086a064
s0309a703	s0309a703	新167-73	v3#30	言部第卅	詬	◯	切韻B		3_018_A52	a085b015
s0309a704	s0309a704	新167-74	v3#30	言部第卅	⿱應言	◯	切韻B			
s0309a801	s0309a801	新167-81	v3#30	言部第卅	譍	◯	切韻B	後，有「已上去聲」。	3_022_A11	a086a092
s0309a802	s0309a802	新167-82	v3#30	言部第卅	諑	◯	切韻B		3_018_B52	a085b044
s0309a803	s0309a803	新167-83	v3#30	言部第卅	訐	◯	切韻B		3_017_A11	a085a024
s0309a804	s0309a804	新167-84	v3#30	言部第卅	設	◯	切韻B		3_011_B21	a083b053
s0309b101	s0309b101	新168-11	v3#30	言部第卅	𧦄	◯	切韻B			
s0309b102	s0309b102	新168-12	v3#30	言部第卅	詆	◯	切韻B		3_021_B22	a086a075
s0309b103	s0309b103	新168-13	v3#30	言部第卅	䛢	◯	切韻B		3_021_B31	a086a081
s0309b104	s0309b104	新168-14	v3#30	言部第卅	詻	◯	切韻B		3_009_A22	a083a022
s0309b201	s0309b201	新168-21	v3#30	言部第卅	謋	◯	切韻B			a087b024
s0309b202	s0309b202	新168-22	v3#30	言部第卅	誻	◯	切韻B		3_014_B52	a084b022
s0309b203	s0309b203	新168-23	v3#30	言部第卅	𧪞	◯	切韻B		3_018_B31	a085b034
s0309b204	s0309b204	新168-24	v3#30	言部第卅	諤	◯	切韻B		3_020_A41	a086a021
s0309b205	s0309b205	新168-25	v3#30	言部第卅	𧬈	◯	切韻B			a087a085
s0309b301	s0309b301	新168-31	v3#30	言部第卅	讘	◯	切韻B	後，有「已上入聲」。	3_016_B52	a085a021
s0309b302	s0309b302	新168-32	v3#30	言部第卅	誯	◯	玉篇		3_019_B42	a085b093
s0309b303	s0309b303	新168-33	v3#30	言部第卅	𧨃	◯	玉篇		3_019_B51	a085b094
s0309b401	s0309b401	新168-41	v3#30	言部第卅	𧨶	◯	玉篇		3_019_B52	a085b102
s0309b402	s0309b402	新168-42	v3#30	言部第卅	䛟	◯	玉篇		3_019_B61	a085b103
s0309b403	s0309b403	新168-43	v3#30	言部第卅	謉	◯	玉篇		1_081_A41	a085b104
s0309b404	s0309b404	新168-44	v3#30	言部第卅	䜜	◯	玉篇		3_020_A11	a085b105
s0309b501	s0309b501	新168-51	v3#30	言部第卅	𧬰	◯	玉篇		3_020_A21	a086a012
s0309b502	s0309b502	新168-52	v3#30	言部第卅	詝	◯	玉篇		3_003_B41	a086a013
s0309b503	s0309b503	新168-53	v3#30	言部第卅	讏	◯	玉篇		3_020_A31	a086a014
s0309b601	s0309b601	新168-61	v3#30	言部第卅	䛿	◯	玉篇		3_020_A42	a086a022
s0309b602	s0309b602	新168-62	v3#30	言部第卅	譿	◯	玉篇		3_020_A61	a086a025
s0309b603	s0309b603	新168-63	v3#30	言部第卅	譓	◯	玉篇		3_020_A62	a086a031
s0309b604	s0309b604	新168-64	v3#30	言部第卅	譵	◯	玉篇		3_020_B12	a086a033
s0309b701	s0309b701	新168-71	v3#30	言部第卅	𧫤	◯	玉篇		3_020_B22	a086a034
s0309b702	s0309b702	新168-72	v3#30	言部第卅	譈	◯	玉篇		3_020_B31	a086a035
s0309b703	s0309b703	新168-73	v3#30	言部第卅	誏	◯	玉篇		3_020_B32	a087a061
s0309b704	s0309b704	新168-74	v3#30	言部第卅	訤	◯	玉篇		3_020_B41	△
s0309b801	s0309b801	新168-81	v3#30	言部第卅	䛔	◯	玉篇		3_020_B411	
s0309b802	s0309b802	新168-82	v3#30	言部第卅	謮	◯	玉篇		3_020_B42	a086a041
s0309b803	s0309b803	新168-83	v3#30	言部第卅	䛎	◯	玉篇		3_020_B51	a086a042
s0309b804	s0309b804	新168-84	v3#30	言部第卅	誔	◯	玉篇		3_020_B52	a086a043
s0309b805	s0309b805	新168-85	v3#30	言部第卅	䜃	◯	玉篇		3_020_B62	a086a044
s0310a101	s0310a101	新169-11	v3#30	言部第卅	𧨹	◯	玉篇		3_021_A11	a086a045
s0310a102	s0310a102	新169-12	v3#30	言部第卅	𧩪	◯	玉篇		3_021_A12	a083b043
s0310a103	s0310a103	新169-13	v3#30	言部第卅	譫	◯	玉篇		3_021_A22	a086a053
s0310a104	s0310a104	新169-14	v3#30	言部第卅	䛹	◯	玉篇		3_021_A41	△
s0310a201	s0310a201	新169-21	v3#30	言部第卅	𧫚	◯	玉篇		3_021_A61	a086a071
s0310a202	s0310a202	新169-22	v3#30	言部第卅	𧬇	◯	玉篇		3_021_A62	a086a072
s0310a203	s0310a203	新169-23	v3#30	言部第卅	䚴	◯	玉篇		3_021_B12	a086a073
s0310a204	s0310a204	新169-24	v3#30	言部第卅	𧪡	◯	玉篇		3_021_B21	a086a074
s0310a205	s0310a205	新169-25	v3#30	言部第卅	䜒	◯	玉篇		3_021_B32	a086a082
s0310a301	s0310a301	新169-31	v3#30	言部第卅	⿰言𠳮	◯	玉篇		3_021_B41	a086a083
s0310a302	s0310a302	新169-32	v3#30	言部第卅	譑	◯	玉篇		3_021_B41	a086a083
s0310a303	s0310a303	新169-33	v3#30	言部第卅	䜏	◯	玉篇		3_021_B42	a086b035
s0310a304	s0310a304	新169-34	v3#30	言部第卅	訵	◯	玉篇		3_022_A22	a086a095
s0310a305	s0310a305	新169-35	v3#30	言部第卅	𧬁	◯	玉篇		3_022_A31	a087a063
s0310a401	s0310a401	新169-41	v3#30	言部第卅	譯	◯	玉篇	玉篇字順不対応。	3_018_B12	a086b083
s0310a402	s0310a402	新169-42	v3#30	言部第卅	諹	◯	玉篇		3_022_A32	a087a095
s0310a403	s0310a403	新169-43	v3#30	言部第卅	𧥺	◯	玉篇		3_022_A41	a086a096
s0310a404	s0310a404	新169-44	v3#30	言部第卅	䛥	◯	玉篇		3_022_A51	a086a103
s0310a405	s0310a405	新169-45	v3#30	言部第卅	𧦧	𧪁	玉篇	字頭：原作「𧪁」，「𧦧」之異體字。參看「𧦧」(新753-67)。補入項。	3_022_A62	a086a105
s0310a406	s0310a406	新169-46	v3#30	言部第卅	謶	◯	玉篇		3_022_B12	a086b011
s0310a501	s0310a501	新169-51	v3#30	言部第卅	訅	◯	玉篇		3_022_B22	a086b015
s0310a502	s0310a502	新169-52	v3#30	言部第卅	䜅	◯	玉篇		3_022_B32	a086b016
s0310a503	s0310a503	新169-53	v3#30	言部第卅	訋	◯	玉篇		3_022_B41	a086b021
s0310a504	s0310a504	新169-54	v3#30	言部第卅	𦎍	◯	玉篇		3_022_B52	a087b033
s0310a505	s0310a505	新169-55	v3#30	言部第卅	譱	◯	玉篇		3_023_A11	a087b032
s0310a601	s0310a601	新169-61	v3#30	言部第卅	𧫙	◯	玉篇		3_022_B61	a086b024
s0310a602	s0310a602	新169-62	v3#30	言部第卅	𧮣	⿱䀠誩。	玉篇	字頭：原作「⿱䀠誩。」。	3_022_B61	a087b041
s0310a603	s0310a603	新169-63	v3#30	言部第卅	詅	◯	玉篇		3_019_A32	a085b063
