#   HDIC Project
#   Integrated Database of Hanzi Dictionaries in Early Japan
#
#   KTB: Kosanjibon Tenrei Bansho Meigi database -- Full text version
#
#   Kosanjibon Tenrei bansho meigi 篆隸萬象名義, Kosanji copy 高山寺本.
#   Buddhist monk Kukai of the Heian period 空海, c. 827-835.
#   A Hanzi (Chinese character) dictionary.
#
#   Version: 1.1.22
#   Date published: 17 September 2016
#   Last modified: 31 August 2020
#
#   Copyright (c) 2016-2020 HDIC project, IKEDA Shoju (Chair)
#   LI Yuan (Person in charge of text data proofreading)
#   LIU Guanwei (Person in charge of image database design and implementation)
#   Department of Linguistic Sciences, Hokkaido University Graduate School of Letters
#   North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#   Contact: hdic_info@let.hokudai.ac.jp
#
#   Feel free to copy and distribute.
#   Send bug reports and feature requests via email.
#
#   TSV Format information:
#   TBID (v_www_xyz)          Book(v), leaf(www), recto-verso(x), line(y) and number(z)
#   TB_vol_radical (xx#yyy)   Volume(xx) and radical number(yyy)
#   TB_radical                Radical of Chinese character 
#   Entry                     Headword
#   Entry_type                For details, refer to the following section
#   Entry_diff                Differences of transliteration with other scholars
#   TB_def                    Definition of pronunciation, meaning and variant(s)
#   SYID (vwwwxyyz)           Book(v), leaf(www), recto-verso(x), line(yy) and number(z)
#   YYID (Ywwxxxyyy-z)        Volume(ww), leaf(xxx), line(yyy) and number(z)
#   TB_remarks                Editor's notes
#   Lv_page                   Zhuan li wan xiang ming yi jiao shi 篆隸萬象名義校釋
#   Zang_page                 Zhong gu Han zi liu bian 中古漢字流變
#
#   Entry_type:
#   Group a   --- Regular headword
#   1 Regular                 隸書掲出字 (= Regular_clerical)
#   2 Regular_seal            隸書掲出字 篆書併存
#
#   Group b -- Embedded headword
#   3 Embedded_clerical       埋字 隸書字體
#   4 Embedded_omitted        埋字 脫落
#   5 Embedded_seal           埋字 篆書字體
#
#   Group c -- Omitted headword
#   6 Omitted                 脫字 項目全體 脫落
#   7 Omitted_regular         脫字 隸書掲出字 脫落
#
#   Group d -- Variant of the Songben Yupian
#   8 Songben-Yupian          宋本《玉篇》增補之異體字
#
#   cf. Li 2015.
#   ＊6 Omitted               項目全體脱落
#                            《説文解字》、《玉篇》殘卷・佚文、《新撰字鏡》玉篇引用部分等，本文存
#
#   Abbreviations:
#   TB: Tenrei Bansho Meigi 篆隸萬象名義, Kosanji copy 高山寺本
#   YY: Yuanben Yupian 原本玉篇, fragments of vol.8, 9, 18, 19, 22, 24 and 27
#   SY: Songben Yupian 宋本玉篇, Zecuntang edition 澤存堂本
#
#   (白藤|白): Shirafuji's transliteration 
#   (宮澤|宮): Miyazawa's transliteration
#   (上田|上): Ueda's transliteration
#   呂: Lv's transliteration
#   臧: Zang's transliteration
#
#   References:
#   Shirafuji Noriyuki 白藤禮幸, An Index of Headwords in the Tenrei Bansho Meigi 掲出字索引, Materials from Ancient Glossaries in the Kosanji Temple Collection 1 高山寺古辭書資料第一, Tokyo: Uiversity of Tokyo Press 東京大学出版会, 1977.
#   Miyazawa Toshimasa 宮澤俊雅, A List of Headwords with Notes in the Tenrei Bansho Meigi 掲出字一覽表, Materials from Ancient Glossaries in the Kosanji Temple Collection 1 高山寺古辭書資料第一, Tokyo: University of Tokyo Press 東京大学出版会, 1977.
#   Ueda Tadashi 上田正, A Complete List of Fanqie in the Original Yupian 玉篇反切總覽, Kobe: Private edition, 1986.
#   Lv Hao 呂浩, Zhuan li wan xiang ming yi jiao shi: A Transliteration and Text-critical Notes 篆隸萬象名義校釋, Shanghai: Xuelin Press 學林出版社, 2007.
#   Zang Kehe 臧克和, Zhong gu Han zi liu bian 中古漢字流變, Shanghai : Hua dong shi fan da xue chu ban she 華東師範大學出版社, 2008.
#   Li Yuan 李媛, Embedded and Omitted Headword: Issues Regarding Entry Counts in Tenrei-Bansho-Meigi 埋字と脫字―篆隸象名義の掲出字數をめぐる問題―, Kuntengo to Kunten-Shiryo 訓點語と訓點資料 135: 60-78, 2015.
#
#   Acknowledgments:
#   We are grateful to Kosanji Temple authorities Ogawa Chie (the previous chief priest) and Ishizuka Harumichi (the representative director) for permission to publish the decipherment text of KTB.
#   This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422.
#
TBID	TB_vol_radical	TB_radical	Entry	Entry_type	Entry_diff	TB_def	SYID	YYID	TB_remarks	Lv_page	Zang_page
2_054_A31	v7#77	足	䠟	Regular		達篋反。足也，徐細歩。	a066a071			99	498
2_054_A32	v7#77	足	䟗	Regular		時帋反。聚積也，短也。	a066a063			99	498
2_054_A41	v7#77	足	蹢	Regular		都歴反。蹄也，擧足不進也，驟也。	a066a072			100	498
2_054_A42	v7#77	足	躑	Regular		馳戟反。蹢也。	a066a073			100	499
2_054_A51	v7#77	足	躅	Regular		馳録反。迹也。	a066a074			100	499
2_054_A511	v7#77	足	䠱	Omitted		Omitted	a066a075			100	499
2_054_A52	v7#77	足	踶	Regular		徒計反。踶也。	a066a076			100	499
2_054_A61	v7#77	足	踤	Regular		杖侓反。觸也，蹢也，駭也。	a066a081			100	499
2_054_A62	v7#77	足	䠛	Regular		餘昭反。遙也，跳也。	a066a082			100	499
2_054_B11	v7#77	足	蹷	Regular		渠月反。挫也，頓敗也。	a066a084			100	499
2_054_B111	v7#77	足	蹶	Songben-Yupian		#	a066a091			100	499
2_054_B112	v7#77	足	𨇮	Songben-Yupian		#	a066a092			100	499
2_054_B12	v7#77	足	䟴	Regular		之仁反。動也。	a066a093			100	499
2_054_B21	v7#77	足	跳	Regular		徒彫反。躍也，上也。	a066a083			100	499
2_054_B22	v7#77	足	䠧	Regular		徒加反。止也。	a066a094			100	499
2_054_B31	v7#77	足	𧿳	Regular		撫物反。跳。	a068a085			100	516
2_054_B32	v7#77	足	䟺	Regular		補艾反。躐也。	a066a095			100	500
2_054_B41	v7#77	足	躓	Regular		竹利反。跉也，頓也，窘也，跲也。	a068a071			100	515
2_054_B42	v7#77	足	𨅞	Regular		他帀反。馺也，駊也。	a066a096			100	500
2_054_B42-Miyazawa	v7#77	足	𨃚	Regular	宮		a066a096			100	500
2_054_B51	v7#77	足	趿	Regular		麁立反。擷也，行也。	a066a101		麁：呂作兼。	100	500
2_054_B52	v7#77	足	蹠	Regular		之石反。踐也，蹈也，行也，履也。	a065b075			100	494
2_054_B61	v7#77	足	跲	Regular		居業反。躓也，更也，伐(代)也。拾字。	a066a102			100	500
2_054_B62	v7#77	足	跇	Regular		翌世反。踰也，述也，馬頸病也。	a066a103			100	500
2_055_A11	v7#77	足	蹎	Regular		丁千反。跋也，頓仆也。	a066a104			100	500
2_055_A12	v7#77	足	跌	Regular		徒結反。仆也，蹶也，地也，踢也，差也，蹠也。	a066a105			100	500
2_055_A21	v7#77	足	踼	Regular		徒郎反。行道也，過也，搶也。	a066b011			100	500
2_055_A22	v7#77	足	蹲	Regular		在昆反。踞也，聚也。	a066b012			100	500
2_055_A31	v7#77	足	踞	Regular		記怒反。蹲也，在也。	a066b013			100	500
2_055_A32	v7#77	足	趶	Regular		口護反。踞也。	a068a072			100	515
2_055_A41	v7#77	足	踣	Regular		孚豆反。弊也，前䨱也，帶也。	a066b014			100	501
2_055_A42	v7#77	足	跛	Regular		碑寄反。行不正也，蹇也。	a066b021			100	501
2_055_A51	v7#77	足	蹇	Regular		羈璉反。跛也，擾也，傲也。	a066b022			100	501
2_055_A52	v7#77	足	蹁	Regular		博堅反。脛外曲也。	a066b023			100	501
2_055_A61	v7#77	足	䟸	Regular		渠追反。脛内曲也。	a066b024			100	501
2_055_A62	v7#77	足	踒	Regular		於卧反。跌也，捼也。	a066b031			100	501
2_055_B11	v7#77	足	跣	Regular		蘇殄反。足親地。	a066b032			100	501
2_055_B12	v7#77	足	跂	Regular		墟豉反。足指也，履也。	a066b033			100	501
2_055_B21	v7#77	足	跔	Regular		渠倶反。天寒足跔也，不伸也。	a066b034			100	501
2_055_B22	v7#77	足	䠅	Regular		口衮反。㧻足也。	a066b041			100	501
2_055_B22-Shirafuji	v7#77	足	𨁉	Regular	白		a066b041			100	501
2_055_B31	v7#77	足	躧	Regular		所解反。舞履也。	a066b042			100	502
2_055_B311	v7#77	足	蹝	Songben-Yupian		#	a066b043			100	502
2_055_B32	v7#77	足	䠍	Regular		胡加反。足下。	a066b044			100	502
2_055_B41	v7#77	足	䠊	Regular		扶謂反。刖也，斷足也。	a066b045			101	502
2_055_B411	v7#77	足	𨅥	Omitted		Omitted	a066b051			101	502
2_055_B42	v7#77	足	跀	Regular		五刮反。危也，斷也，足也。	a066b052			101	502
2_055_B421	v7#77	足	𧿁	Omitted		Omitted	a066b053			101	502
2_055_B51	v7#77	足	趽	Regular		不忘反。曲頸馬也，𨅯也。	a066b061			101	502
2_055_B52	v7#77	足	距	Regular		居旅半。超也，格也，止也，至也，自也。	a066b062			101	502
2_055_B61	v7#77	足	趹	Regular		古穴反。疾也，行也，奔也。	a066b063			101	502
2_055_B62	v7#77	足	趼	Regular		魚見反。獸足也。	a066b064			101	502
2_055_B62-Shirafuji	v7#77	足	趼	Regular	白		a066b064			101	502
2_056_A11	v7#77	足	躛	Regular		禹快反。過也，衛也。	a066b071			101	502
2_056_A12	v7#77	足	蹼	Regular		補木反。鳧鴈足也。	a066b072			101	503
2_056_A21	v7#77	足	路	Regular		呂故反。長道也，大應也，正也。輅字。	a066b073			101	503
2_056_A22	v7#77	足	䟷	Regular		勅厲反。踰也，跳也。	a066b074			101	503
2_056_A31	v7#77	足	跋	Regular		補葛反。𨆍也，疾也，獵也。	a068b026			101	517
2_056_A32	v7#77	足	蹙	Regular		子陸反。促也，近也，速也，罪也。	a066b075			101	503
2_056_A41	v7#77	足	踇	Regular		莫后反。隅也。	a066b081			101	503
2_056_A42	v7#77	足	蹜	Regular		所陸反。是(足)也，縮也。	a066b082			101	503
2_056_A51	v7#77	足	𨂣	Regular		莫句反。丘也，拜也，立也。	a066b083		句：原作勾。	101	503
2_056_A52	v7#77	足	踕	Regular		才協反。	a066b084			101	503
2_056_A61	v7#77	足	蹪	Regular		徒雷反。運也，跲也，窘也，跆也。	a066b085			101	503
2_056_A62	v7#77	足	蹕	Regular		比慄反。止行也。	a066b091			101	503
2_056_B11	v7#77	足	蹯	Regular		輔園反。熊掌也。	a066b092			101	504
2_056_B12	v7#77	足	𩕈	Regular		番也。蹯字。	a066b093		番：類音注歟。	101	504
2_056_B12-Miyazawa	v7#77	足	𨆌	Regular	宮		a066b093			101	504
2_056_B12-Shirafuji	v7#77	足	𨆜	Regular	白		a066b093			101	504
2_056_B21	v7#77	足	䠯	Regular		餘灼反。登也，拔也，行也，履也。	a066b094			101	504
2_056_B22	v7#77	足	躊	Regular		膓留反。躇也，䠱也，𢥰也。	a066b101			101	504
2_056_B31	v7#77	足	躇	Regular		膓於反。豫也。	a066b102			101	504
2_056_B32	v7#77	足	跦	Regular		遅倶反。踈也。	a066b103			101	504
2_056_B41	v7#77	足	䠇	Regular		渠勿反。力也。	a066b104			101	504
2_056_B42	v7#77	足	躐	Regular		呂渉反。踐也。	a066b105			101	504
2_056_B51	v7#77	足	跬	Regular		羌菙反。近踦也。	a066b106			101	504
2_056_B52	v7#77	足	蹞	Regular		丁千反。𨂠也。	a067a011			101	504
2_056_B61	v7#77	足	躄	Regular		俾亦反。跛也，不能行也。	a067a012			101	504
2_056_B62	v7#77	足	躁	Regular		子到反。動也，擾也，不安也。	a067a013			101	504
2_057_A11	v7#77	足	踆	Regular		且遵反。退也，伏也。	a067a014			101	504
2_057_A12	v7#77	足	趾	Regular		祇視反。脚也。	a067a015			101	504
2_057_A21	v7#77	足	蹉	Regular		采何反。蹉跎不盡力也。	a067a021			101	505
2_057_A211	v7#77	足	跎	Songben-Yupian		#	a067a022			101	505
2_057_A22	v7#77	足	蹟	Regular		子亦反。迹也。	a067a023			101	505
2_057_A31	v7#77	足	跡	Regular		子亦反。馬跡也。	a067a024			101	505
2_057_A32	v7#77	足	跱	Regular		除几反。止也。	a067a025			101	505
2_057_A41	v7#77	足	踸	Regular		丑甚反。行脚長短也。	a066a054			101	498
2_057_A411	v7#77	足	𧿒	Omitted		Omitted	a066a055			101	498
2_057_A42	v7#77	足	蹀	Regular		徒篋反。蹈也，履也，躡也。	a067a031			102	505
2_057_A421	v7#77	足	躞	Songben-Yupian		#	a067a032			102	505
2_057_A51	v7#77	足	䟣	Regular		禇侓反。獸有左右首名。	a067a033			102	505
2_057_A52	v7#77	足	蹊	Regular		遐雞反。侄(徑)也，危也，俟也，⿺辶巠也。	a067a041			102	505
2_057_A61	v7#77	足	跗	Regular		方倶反。足上也。	a067a042			102	505
2_057_A611	v7#77	足	趺	Songben-Yupian		#	a067a043			102	505
2_057_A62	v7#77	足	踂	Regular		女畢反。聶兩足不能相過也。	a067a044			102	505
2_057_B11	v7#77	足	躒	Regular		力的反。動也。	a067a051			102	506
2_057_B12	v7#77	足	踉	Regular		呂唐反。欲行也。	a067a052			102	506
2_057_B21	v7#77	足	䠙	Regular		薄唐反。欲倒也。	a067a053			102	506
2_057_B22	v7#77	足	踳	Regular		姝衮反。差也，相背也。	a067a054			102	506
2_057_B31	v7#77	足	蹣	Regular		薄安反。旋行也。	a067a061			102	506
2_057_B32	v7#77	足	跚	Regular		先安反。蹣跚也。	a067a062			102	506
2_057_B41	v7#77	足	蹮	Regular		蘇田反。病不能行也。	a067a063			102	506
2_057_B42	v7#77	足	蹃	Regular		如藥反。蹂也。	a067a064			102	506
2_057_B51	v7#77	足	𨈈	Regular		徒頬反。走聲也。	a067a065			102	506
2_057_B52	v7#77	足	跑	Regular		蒲篤反。蹴也。	a067a071			102	506
2_057_B61	v7#77	足	趵	Regular		方卓反。跪趵也。	a067a072			102	506
2_057_B62	v7#77	足	躦	Regular		才他反。蹋也。	a067a074			102	507
2_057_B62-Miyazawa	v7#77	足	𨇃	Regular	宮		a067a074			102	507
2_058_A11	v7#77	足	䠡	Regular		𨇃字也。	a067a073			102	506
2_058_A12	v7#77	足	踾	Regular		普力反。蹋地聲也。	a067a081			102	507
2_058_A21	v7#77	足	跙	Regular		才与反。行不進也。	a067a075			102	507
2_058_A22	v7#77	足	跐	Regular		祖解反。蹋也，蹈也，履也。	a067a082			102	507
2_058_A31	v7#77	足	𤗁	Regular		且欲反。迫也，速也，促也。	a067a083			102	507
2_058_A31-Shirafuji	v7#77	足	䟟	Regular	白		a067a083			102	507
2_058_A32	v7#77	足	蹨	Regular		乃殄反。蹂也。	a067a084			102	507
2_058_A321	v7#77	足	𨁏	Songben-Yupian		#	a067a085			102	507
2_058_A41	v7#77	足	䟫	Regular		充掌反。蹋也，踞也。	△			102	#N/A
2_058_A42	v7#77	足	䟛	Regular		扶末反。跛行皃。䢌也。	a068a083			102	515
2_058_A51	v7#77	足	跰	Regular		補爭反。散走也。迸也。	a067a086			102	507
2_058_A51-Miyazawa	v7#77	足	⿰𧾷幷	Regular	宮		a067a086			102	507
2_058_A52	v7#77	足	躂	Regular		他末反。足蹈也。	a067a091			102	507
2_058_A61	v7#77	足	䟹	Regular		口絶反。走跳也。	a067a092			102	507
2_058_A62	v7#77	足	踚	Regular		呂純反。行也。	a068a012			102	512
2_058_B11	v7#77	足	躟	Regular		仁羊反。疾行也。	a067a093			102	507
2_058_B12	v7#77	足	蹍	Regular		女展反。蹈也。	a067a094			102	507
2_058_B121	v7#77	足	跒	Songben-Yupian		#	a067a102			102	508
2_058_B21	v7#77	足	跈	Regular		除珍反。履也，上也。	a067a103		珎：呂作殄。	102	508
2_058_B22	v7#77	足	𨃘	Regular		俎流反。獸足也。	a067a104			102	508
2_058_B31	v7#77	足	跁	Regular		蒲瓦反。不肯前。	a067a101			102	507
2_058_B32	v7#77	足	踥	Regular		且獵反。行皃。	a067a105			102	508
2_058_B41	v7#77	足	踏	Regular		他帀反。著地也。	a067a106			102	508
2_058_B42	v7#77	足	䟘	Regular		公朗反。伸也，脛也。	a067b011			102	508
2_058_B51	v7#77	足	𨄏	Regular		芳照反。輕行。	a067b012			102	508
2_058_B52	v7#77	足	踡	Regular		懼員也(反)。行背曲也。	a067b013			102	508
2_058_B61	v7#77	足	跼	Regular		渠足也(反)。踡跼也，伸，亦曲也。	a067b014			102	508
2_058_B62	v7#77	足	𧿀	Regular		渠幻(幼)反。蹌亦行皃也。	a067b015			102	508
2_058_B62-Miyazawa	v7#77	足	𧾻	Regular	宮		a067b015			102	508
2_059_A11	v7#77	足	䠗	Regular		丘幻(幼)反。行也，醜行也。	a067b021			103	508
2_059_A12	v7#77	足	𨁹	Regular		餘斂反。疾趍。	a067b022			103	508
2_059_A21	v7#77	足	䠈	Regular		他忽反。蹂也。	a067b023			103	509
2_059_A22	v7#77	足	䟧	Regular		徒堅反。躡地聲。	a067b024			103	509
2_059_A31	v7#77	足	躘	Regular		呂恭反。小行皃。	a067b025			103	509
2_059_A32	v7#77	足	蹱	Regular		丑匈反。躍蹱行也。	a067b026			103	509
2_059_A41	v7#77	足	跉	Regular		力生反。行皃。	a067b031			103	509
2_059_A42	v7#77	足	䟓	Regular		丑生反。行遅也。	a067b032			103	509
2_059_A51	v7#77	足	蹖	Regular		舒庸反。蹋也。	a067b033		庸：原作■。	103	509
2_059_A511	v7#77	足	䠐	Songben-Yupian		#	a067b034			103	509
2_059_A52	v7#77	足	𨂁	Regular		於臈反。㝿也，跛也，𤸱也，奄也。	a067b035			103	509
2_059_A61	v7#77	足	踱	Regular		丑略反。跮踱乍前乍却也。	a067b041		却：原作■。	103	509
2_059_A62	v7#77	足	跮	Regular		丑慄反。跮乍前乍却。	a067b036			103	509
2_059_B11	v7#77	足	蹔	Regular		伹濫反。不久也，卒，倉猝也。	a067b042			103	509
2_059_B12	v7#77	足	蹂	Regular		仁柳反。踐也。	a067b043			103	509
2_059_B21	v7#77	足	䟡	Regular		丁戻反。蹋也，雄尾也。	a067b044		雄尾：《新撰字鏡》同文。呂云，“雄尾也”未詳，疑為“雉”字義。	103	510
2_059_B21-Miyazawa	v7#77	足	䟗	Regular	宮		a067b044			103	510
2_059_B22	v7#77	足	踓	Regular		千水反。走也，蹵也，奔也。	a067b045			103	510
2_059_B31	v7#77	足	䠢	Regular		莫仲反。趞極行也。	a067b051			103	510
2_059_B32	v7#77	足	躝	Regular		火安反。踰也。	a067b052			103	510
2_059_B41	v7#77	足	𨄐	Regular		子米反。走也。	a067b053			103	510
2_059_B42	v7#77	足	踃	Regular		先聊反。跳也。	a067b054			103	510
2_059_B51	v7#77	足	𨆪	Regular		丘盛反。一足跳也。	a067b055			103	510
2_059_B52	v7#77	足	𨅔	Regular		才含反。止也。	a067a045			103	506
2_059_B61	v7#77	足	䠆	Regular		丈良反。長𨂣也。	a067b056			103	510
2_059_B62	v7#77	足	䠘	Regular		普計反。踦也。	a067b061			103	510
2_060_A11	v7#77	足	䠋	Regular		補尓反。髀股外也。	a067b062			103	510
2_060_A12	v7#77	足	䠣	Regular		先卷反。𦌔字。■字。	a067b063		𦌔：原作■。■：呂作巽。	103	510
2_060_A21	v7#77	足	𩕎	Regular		閭几反。履字。踐也，礼也，福也，禄也，行也。	a067b064			103	510
2_060_A22	v7#77	足	踁	Regular		胡定反。脚踁也。	a067b071			103	510
2_060_A31	v7#77	足	蹭	Regular		徂陵反。繒也。	a067b072			103	511
2_060_A32	v7#77	足	𨄔	Regular		時兖反。腨也。	a067b073			103	511
2_060_A41	v7#77	足	𨁈	Regular		胡唐反。道也，長也。	a067b074			103	511
2_060_A42	v7#77	足	蹬	Regular		丁鄧反。履也，仰也，登山路也。	a068b031		呂云，“仰，登山路”義未詳。《新撰字鏡》「仰也」。説文解字「隥　仰也」。	103	518
2_060_A51	v7#77	足	𨂰	Regular		丑世反。渡也，超也。	a067b075		渡：原作■。	103	511
2_060_A52	v7#77	足	蹶	Regular		居月反。走也，動也，敏也，嘉也。	△(a066a091)		宮澤無△。	103	#N/A
2_060_A61	v7#77	足	䟾	Regular		徴劣反。輟(䞵)。跳也。	a067b081			103	511
2_060_A62	v7#77	足	蹸	Regular		呂振反。轢也。	a067b082			103	511
2_060_A621	v7#77	足	躙	Omitted		Omitted	a067b083			103	511
2_060_B11	v7#77	足	𧿂	Regular		胡諫反。骹骭脛也。	a067b084			103	511
2_060_B12	v7#77	足	跤	Regular		苦交反。脛也。	a067b085			104	511
2_060_B21	v7#77	足	𨆁	Regular		他殄反。鹿跡也。	a067b086			104	511
2_060_B22	v7#77	足	跕	Regular		都牒反。履也。	a067b091			104	511
2_060_B31	v7#77	足	踹	Regular		都舘反。足也。	a067b092			104	511
2_060_B32	v7#77	足	蹤	Regular		子龍反。跡也。	a067b093			104	512
2_060_B41	v7#77	足	跆	Regular		徒來反。登蹋也。	a067b094		G21尾	104	512
2_060_B61	v7#78	疋	疋	Regular		山擧反。足也，待也。	a068b041		G22首。	104	518
2_060_B62	v7#78	疋	𤴙	Regular		山於反。窓也，璅也。	a068b051			104	518
2_061_A11	v7#78	疋	𤕟	Regular		山於反。通達也。	a068b052			104	518
2_061_A12	v7#78	疋	𤴟	Regular		之遊反。憚(惲)。	a068b053			104	518
2_061_A21	v7#79	乖	𠦬	Regular		公懷反。背呂也，乖也。	a068b061			104	519
2_061_A21-Miyazawa	v7#79	乖	𠂿	Regular	宮		a068b061			104	519
2_061_A21-Shirafuji	v7#79	乖	乖	Regular	白		a068b061			104	519
2_061_A22	v7#79	乖	𦟝	Regular		子亦反。脊也。	a068b062			104	519
2_061_A31	v7#80	骨	骨	Regular		故忽反。聊也，親戚也。	a068b071			104	519
2_061_A32	v7#80	骨	髑	Regular		徒木反。頂骨也。	a068b072			104	519
2_061_A41	v7#80	骨	髏	Regular		力侯反。	a068b073			104	519
2_061_A42	v7#80	骨	髃	Regular		牛口反。肩前兩乳間骨。	a068b074			104	519
2_061_A51	v7#80	骨	髆	Regular		補各反。脅也，肱骨也。	a068b081			104	520
2_061_A52	v7#80	骨	骿	Regular		蒲堅反。并脅也。	a068b083			104	520
2_061_A61	v7#80	骨	髀	Regular		補尓反。股外也。	a068b082			104	520
2_061_A62	v7#80	骨	髁	Regular		口卧反。髀也，臀骨也。	a068b084			104	520
2_061_B11	v7#80	骨	𩪜	Regular		巨月反。尻也。	a068b091			104	520
2_061_B12	v7#80	骨	髖	Regular		孔官反。尻也。	a068b092			104	520
2_061_B21	v7#80	骨	髕	Regular		伕忍反。膝骨也。	a068b093			104	520
2_061_B22	v7#80	骨	䯏	Regular		光秣反。骨端也。	a068b094			104	520
2_061_B31	v7#80	骨	䯣	Regular		丘涙反。膝脛間骨也。	a068b095			104	520
2_061_B32	v7#80	骨	骹	Regular		苦交反。脛也。	a068b101			104	520
2_061_B41	v7#80	骨	骭	Regular		遐諫反。脚脛也。	a068b102			104	520
2_061_B42	v7#80	骨	骸	Regular		胡皆反。骨捴也，名也。	a068b103			104	521
2_061_B51	v7#80	骨	骾	Regular		古杏反。噎也。	a068b104			104	521
2_061_B52	v7#80	骨	𩩜	Regular		先累反。髓脂也。	a069a011			104	521
2_061_B52-Miyazawa	v7#80	骨	髓	Regular	宮		a069a011			104	521
2_061_B521	v7#80	骨	𩪦	Omitted		Omitted	a069a012			104	521
2_061_B61	v7#80	骨	䯜	Regular		丑歴反。骨閒莫(黄)汁也。	a069a013			104	521
2_061_B62	v7#80	骨	體	Regular		他礼反。形也，分也，生也，親也，身連結也，接納也。	a069a014		納：原作此字，確認了。呂云"《禮·中庸》體羣臣也。《註》猶接納也。"	104	521
2_062_A11	v7#80	骨	髍	Regular		亡何反。漏病也，水也，病也。	a069a015			104	521
2_062_A12	v7#80	骨	骪	Regular		郁詭反。曲也。	a069b041			104	526
2_062_A12-Miyazawa	v7#80	骨	骫	Regular	宮		a069b041			104	526
2_062_A21	v7#80	骨	骼	Regular		柯頟反。禽獸骨也。	a069a016			104	521
2_062_A22	v7#80	骨	𩨱	Regular		似賜反。死人骨。	a069a021			104	521
2_062_A31	v7#80	骨	髊	Regular		𩨱字。骨也。	a069a022		反切位置空白。	105	521
2_062_A32	v7#80	骨	䯤	Regular		公外反。縫中也。	a069a023			105	522
2_062_A41	v7#80	骨	䯠	Regular		於老反。藏骨也。	a069a031			105	522
2_062_A42	v7#80	骨	𩩲	Regular		訶伐反。肩骨也。	a069a032			105	522
2_062_A51	v7#80	骨	𩨗	Regular		戸倶反。缺盆骨。	a069a033			105	522
2_062_A52	v7#80	骨	䯊	Regular		口■反。腰骨也。	a069a034		■：呂作亞。	105	522
2_062_A521	v7#80	骨	骼	Songben-Yupian		#	a069a041			105	522
2_062_A61	v7#80	骨	𩩱	Regular		䯊字。	a069a042		反切位置空白。	105	522
2_062_A62	v7#80	骨	髉	Regular		補角反。剥，骱骺。	a069b031		骺：呂作⿰骨舌。	105	525
2_062_B11	v7#80	骨	䯈	Regular		五丸反。䯊也。	a069a044			105	522
2_062_B12	v7#80	骨	𩩘	Regular		於，乙呂反。肩骨。	a069a043		於，類音注か。	105	522
2_062_B21	v7#80	骨	骶	Regular		丁計反。𩪗也，背也。	a069a045			105	522
2_062_B22	v7#80	骨	𩪋	Regular		五高反。蠏鈷也。	a069a046		鈷：呂作鉆。	105	522
2_062_B31	v7#80	骨	骲	Regular		平篤反。骨鏃也。	a069a047			105	522
2_062_B32	v7#80	骨	髎	Regular		力條反。尻骨也。	a069a051			105	522
2_062_B41	v7#80	骨	𩪙	Regular		於力反。胷也，臆也。	a069a052			105	522
2_062_B42	v7#80	骨	𩪧	Regular		輔尺反。弓弭也。	a069a062			105	523
2_062_B51	v7#80	骨	髈	Regular		蒲郎反。脅骨也。	a069a106			105	525
2_062_B52	v7#80	骨	䯓	Regular		口圭反。六畜頂中骨也。	a069a061			105	523
2_062_B61	v7#80	骨	䯦	Regular		亡八反。骱小骨也。	a069a053		小：原文虫損。	105	522
2_062_B62	v7#80	骨	𩨾	Regular		五瓜反。髃(䯞)也，額上骨也。	a069a064			105	523
2_063_A11	v7#80	骨	骺	Regular		下溝反。骼(䯏)也，骨端也。	a069a065		骼：呂作䯏。《説文》骼「禽獸之骨曰骼」，䯏「骨耑也」。	105	523
2_063_A12	v7#80	骨	䯞	Regular		口瓜反。額上骨也。	a069a063			105	523
2_063_A21	v7#80	骨	䯋	Regular		蒲葛反。肩髆也。	a069a066			105	523
2_063_A22	v7#80	骨	髇	Regular		呼交反。箭也。	a069a071			105	523
2_063_A31	v7#80	骨	骽	Regular		他罪反。髖也。	a069a072			105	523
2_063_A32	v7#80	骨	骱	Regular		胡嬾反。堅也。	a069a054			105	523
2_063_A41	v7#80	骨	𩪡	Regular		徒昆反。尻也。	a069a073			105	523
2_063_A42	v7#80	骨	𩪉	Regular		虚玉反。髑髏也。	a069a074			105	523
2_063_A51	v7#80	骨	髗	Regular		力胡反。顙也。	a069a075			105	523
2_063_A52	v7#80	骨	骰	Regular		胡魯反。脛本也。	a069a082			105	524
2_063_A61	v7#80	骨	𩩌	Regular		公本反。生高蜜也。	a069a081			105	524
2_063_A62	v7#80	骨	尳	Regular		胡拔反。骨差也。	a069a083			105	524
2_063_B11	v7#80	骨	𩪠	Regular		於仍反。親也，當也，受也。	a069a091			105	524
2_063_B12	v7#80	骨	𩩃	Regular		古岸反。助也。	a069a084			105	524
2_063_B21	v7#80	骨	髐	Regular		呼交反。脛骨也。	a069a101			105	524
2_063_B31	v7#81	血	血	Regular		呼穴反。肉中赤汁也。	a069b051			105	526
2_063_B32	v7#81	血	衁	Regular		呼黄反。血也。	a069b052			106	527
2_063_B41	v7#81	血	衃	Regular		匹才反。凝血也。	a069b061			106	527
2_063_B42	v7#81	血	𧗁	Regular		子仁反。津氣凝也。	a069b062			106	527
2_063_B51	v7#81	血	𧖧	Regular		達零反。定息也。	a069b063			106	527
