#   HDIC Project
#   Integrated Database of Hanzi Dictionaries in Early Japan
#
#   KTB: Kosanjibon Tenrei Bansho Meigi database -- Full text version
#   =================================================================
#
#   Kosanjibon Tenrei bansho meigi 篆隸萬象名義, Kosanji copy 高山寺本.
#   Buddhist monk Kukai of the Heian period 空海, c. 827-835.
#   A Hanzi (Chinese character) dictionary.
#
#   Version: 1.0.112
#   Date published: 1 September 2016
#   Last modified: 6 April 2019
#
#   Copyright (c) 2016-2019 HDIC project, IKEDA Shoju (Chair)
#   LI Yuan (Person in charge of text data proofreading)
#   LIU Guanwei (Person in charge of image database design and implementation)
#   Department of Linguistic Sciences, Hokkaido University Graduate School of Letters
#   North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#   Contact: hdic_info@let.hokudai.ac.jp
#
#   Feel free to copy and distribute.
#   Send bug reports and feature requests via email.
#
#   TSV Format information
#   ----------------------
#   TBID (v_www_xyz)          Book(v), leaf(www), recto-verso(x), line(y) and number(z)
#   TB_vol_radical (xx#yyy)   Volume(xx) and radical number(yyy)
#   TB_radical                Radical of Chinese character 
#   Entry                     Headword
#   Entry_type                For details, refer to the following section
#   Entry_diff                Differences of transliteration with other scholars
#   TB_def                    Definition of pronunciation, meaning and variant(s)
#   SYID (vwwwxyyz)           Book(v), leaf(www), recto-verso(x), line(yy) and number(z)
#   YYID (Ywwxxxyyy-z)        Volume(ww), leaf(xxx), line(yyy) and number(z)
#   TB_remarks                Editor's notes
#
#   Entry_type
#   ----------
#   Group a   --- Regular headword
#   1 Regular                 隸書掲出字 (= Regular_clerical)
#   2 Regular_seal            隸書掲出字 篆書併存
#
#   Group b -- Embedded headword
#   3 Embedded_clerical       埋字 隸書字體
#   4 Embedded_omitted        埋字 脫落
#   5 Embedded_seal           埋字 篆書字體
#
#   Group c -- Omitted headword
#   6 Omitted                 脫字 項目全體 脫落
#   7 Omitted_regular         脫字 隸書掲出字 脫落
#
#   Group d -- Variant of the Songben Yupian
#   8 Songben-Yupian          宋本《玉篇》增補之異體字
#
#   cf. Li 2015.
#   ＊6 Omitted               項目全體脱落
#                            《説文解字》、《玉篇》殘卷・佚文、《新撰字鏡》玉篇引用部分等、本文存
#
#   Abbreviations
#   -------------
#   TB: Tenrei Bansho Meigi 篆隸萬象名義, Kosanji copy 高山寺本
#   YY: Yuanben Yupian 原本玉篇, fragments of vol.8, 9, 18, 19, 22, 24 and 27
#   SY: Songben Yupian 宋本玉篇, Zecuntang edition 澤存堂本
#
#   白: Shirafuji's transliteration 
#   宮: Miyazawa's transliteration
#   上: Ueda's transliteration
#   呂: Lv's transliteration
#
#   References
#   ----------
#   Shirafuji Noriyuki 白藤禮幸, An Index of Headwords in the Tenrei Bansho Meigi 掲出字索引, Materials from Ancient Glossaries in the Kosanji Temple Collection 1 高山寺古辭書資料第一, Tokyo: Uiversity of Tokyo Press 東京大学出版会, 1977.
#   Miyazawa Toshimasa 宮澤俊雅, A List of Headwords with Notes in the Tenrei Bansho Meigi 掲出字一覽表, Materials from Ancient Glossaries in the Kosanji Temple Collection 1 高山寺古辭書資料第一, Tokyo: University of Tokyo Press 東京大学出版会, 1977.
#   Ueda Tadashi 上田正, A Complete List of Fanqie in the Original Yupian 玉篇反切總覽, Kobe: Private edition, 1986.
#   Lv Hao 呂浩, Zhuanli Wanxiang Mingyi: A Transliteration and Text-critical Notes 篆隸萬象名義校釋, Shanghai: Xuelin Press 學林出版社, 2007.
#   Li Yuan 李媛, Embedded and Omitted Headword: Issues Regarding Entry Counts in Tenrei-Bansho-Meigi 埋字と脫字―篆隸象名義の掲出字數をめぐる問題―, Kuntengo to Kunten-Shiryo 訓點語と訓點資料 135: 60-78, 2015.
#
#   Acknowledgments
#   ---------------
#   We are grateful to Kosanji Temple authorities Ogawa Chie (the previous chief priest) and Ishizuka Harumichi (the representative director) for permission to publish the decipherment text of KTB.
#   This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422.
#
TBID	TB_vol_radical	TB_radical	Entry	Entry_type	Entry_diff	TB_def	SYID	YYID	TB_remarks
3_044_A61	v10#128	辵	追	Regular		豬龜反。送也、救也、隨也、雕也、堆也。	a098b074		雕也：参看《校釋》。
3_044_A62	v10#128	辵	𨓲	Regular		綺連反。過也、諐也。	a098b081		諐也：宋本《玉篇》字体注。
3_044_B11	v10#128	辵	逐	Regular		除陸反。競也、追也、驅也、從也、強也、疾也、走也。	a098b082		
3_044_B12	v10#128	辵	逎	Regular		徐留反。固也、終也、迫也、忿也、近也、逎也。遒字也。	a098b083		有埋字B。
3_044_B13	v10#128	辵	遒	Embedded_clerical		字也。	a098b084		埋字B。
3_044_B21	v10#128	辵	迫	Regular		補格反。逼也、附也、近也、忽也。	a098b091		
3_044_B22	v10#128	辵	遏	Regular		於曷反。絕也、止也、遠也、逮也、病也。閼字。遮也。	a098b092		
3_044_B31	v10#128	辵	遮	Regular		之蛇反。斤也、遏也。	a098b093		
3_044_B32	v10#128	辵	䢭	Regular		餘戰反。移也、适也。	a098b094		适(適)也：呂按、據宋玉、當作「遮」。
3_044_B41	v10#128	辵	迣	Regular		之世反。迾也、遮也、度也。烈字。	a098b095		迾也：宋本《玉篇》義注・字体注。
3_044_B42	v10#128	辵	迾	Regular		旅結反。遮、迾也。	a098b101		
3_044_B51	v10#128	辵	遱	Regular		力侯反。連婁也。	a098b102		
3_044_B52	v10#128	辵	迁	Regular		且堅反。進也。	a098b103		
3_044_B522	v10#128	辵	迀	Songben-Yupian		#	a098b104		
3_044_B61	v10#128	辵	䢡	Regular		口黠反。致前頓也。	a098b105		
3_044_B62	v10#128	辵	𨔣	Regular		古遐反。牙令不得進也。	a099a011		
3_045_A11	v10#128	辵	迦	Regular		𨔣字。	a099a012		
3_045_A12	v10#128	辵	𨒋	Regular		胡厥反。越也、散也、遠也、墜也、迭也、迂也、逾也、揚也、走也、躐也。	a099a013		
3_045_A21	v10#128	辵	逞	Regular		丑井反。極也、解也、快也、疾也、通也、盡也、度也。	a099a014		
3_045_A22	v10#128	辵	遼	Regular		力條反。遠也。	a099a021		
3_045_A31	v10#128	辵	遠	Regular		胡阮反。遐也、極也、違也、離也、大也。	a099a022		⿺辶麦：呂作違。《新撰字鏡》作違(正借音部分)。
3_045_A32	v10#128	辵	𨖸	Regular		遠字。	a099a023		
3_045_A41	v10#128	辵	逖	Regular		託歷反。遏遠也、往來也、疾也、皃也。	a099a024		
3_045_A42	v10#128	辵	逷	Regular		逖字。	a099a031		
3_045_A51	v10#128	辵	迥	Regular		胡炯反。遠也、遐也。	a099a032		
3_045_A52	v10#128	辵	逴	Regular		敕角反。遠也、驚也、蹇也、略也、絕也。	a099a033		
3_045_A61	v10#128	辵	𨕛	Regular		子千反。至也、自進極也。	a099a034		
3_045_A62	v10#128	辵	迂	Regular		禹俱反。避也、遠也、廣也、大。	a099a035		
3_045_B11	v10#128	辵	邍	Regular		娛煩反。源字。	a099a041		
3_045_B12	v10#128	辵	道	Regular		徒老反。倫也、理也、說也、由也、路也、礼(禮)也、国(國)也、語也、治也、宜也、行也、徒也、言也。	a099a042		
3_045_B21	v10#128	辵	迒	Regular		胡郎反。迹也、長也、短也、道也。𨁈字、䢚迒字。	a099a043		有埋字B。
3_045_B22	v10#128	辵	䢚	Embedded_clerical		迒字。	a099a044		埋字B。
3_045_B23	v10#128	辵	遽	Regular		渠度反。傳也、畏也、忿也、疾也、卒也、窘也、務也、競也。	a099a052		
3_045_B31	v10#128	辵	𨑩	Regular		都叫反。至也、善也、的也。	a099a051		
3_045_B32	v10#128	辵	迄	Regular		呼乞反。至也。	a099a053		
3_045_B41	v10#128	辵	邊	Regular		補賢反。近也、垂也、厓也、方也、偏也、倚也。	a100a022		
3_045_B42	v10#128	辵	遁	Regular		徒頓反。遷也、還也、兆也、隱也、避也、欺也、去也。	a099a054		
3_045_B51	v10#128	辵	𨘹	Regular		遁字。	△		
3_045_B52	v10#128	辵	遯	Regular		遁字。	a099a055		
3_045_B61	v10#128	辵	𨔡	Regular		遁字。	a099b102		
3_045_B62	v10#128	辵	遐	Regular		何加反。遠也、翱也、翔也、逍遙也、忀徉也、仿佯也。	a099a061		
3_045_B621	v10#128	辵	逍	Songben-Yupian		#	a099a062		
3_046_A11	v10#128	辵	遊	Regular		餘周反。遨也、戲也、觀也。	a099a064		
3_046_A111	v10#128	辵	𨒰	Omitted		Omitted	a099a065		
3_046_A12	v10#128	辵	遾	Regular		時世反。及也、遠也、還也。	a099a063		
3_046_A21	v10#128	辵	迨	Regular		徒改反。及也、顧也。	a099a066		
3_046_A22	v10#128	辵	透	Regular		他豆反。驚也、嬈也。	a099a071		
3_046_A31	v10#128	辵	遡	Regular		蘇故反。行也、向也。	a099a072		
3_046_A32	v10#128	辵	遃	Regular		魚優反。行也。	a099a073		
3_046_A41	v10#128	辵	遫	Regular		丑力反。張也。	a099a074		
3_046_A42	v10#128	辵	邂	Regular		核懈反。适(逅)。	a099a075		
3_046_A51	v10#128	辵	逅	Regular		胡遘反。不遇也。	a099a081		
3_046_A52	v10#128	辵	𨑤	Regular		丘豉反。避也。	a099a082		
3_046_A61	v10#128	辵	邈	Regular		亡卓反。遠也、離也、漸也、盛也。	a099a083		
3_046_A611	v10#128	辵	𨘷	Songben-Yupian		#	a099a084		
3_046_A62	v10#128	辵	迴	Regular		胡雷反。轉也、邪也、避也。	a099a085		
3_046_B11	v10#128	辵	遙	Regular		与照反。遠也、行也。	a099b073		
3_046_B12	v10#128	辵	逨	Regular		力臺反。來也、至也、就也。	a099a086		
3_046_B21	v10#128	辵	退	Regular		他潰反。退、刧也、罷也、止也、歸也、緩也、去也。	a099a091		
3_046_B22	v10#128	辵	𨑧	Regular		退字。	a099a093		
3_046_B31	v10#128	辵	𨓤	Regular		古文。	a099a092		
3_046_B32	v10#128	辵	逡	Regular		且旬反。退也、循也、行也、復也、遷也。	a099a094		
3_046_B41	v10#128	辵	𨑥	Regular		無掘反。遠也。	a099a095		
3_046_B42	v10#128	辵	𨑖	Regular		近紀反。起字也。立也、興也、發也、更也、作也。	a099a102		
3_046_B51	v10#128	辵	𨓹	Regular		禹因反。往字古文也。往也、至也、勞也。	a099a103		
3_046_B52	v10#128	辵	𨒥	Regular		胡狗反。後字。遲也、晚也、不前也。	a099a101		
3_046_B61	v10#128	辵	𨑭	Regular		達計反。𢷵字。㧦取也。	a099b076		
3_046_B62	v10#128	辵	𨘈	Regular		他達反。撻字。扶也、擊也、疾、意也。	a099a104		
3_047_A11	v10#128	辵	𨕍	Regular		返賦反。至也、告也、奔也、趣也、越也。	▽		
3_047_A12	v10#128	辵	邅	Regular		除連反。轉也、移也、瑜也。	a099a105		
3_047_A21	v10#128	辵	𨔝	Regular		徒薰反。動字。搖也、躁也、行也。	a099a106		
3_047_A22	v10#128	辵	逵	Regular		奇龜反。九逵之道也。	a099b011		
3_047_A31	v10#128	辵	逿	Regular		徒郎反。踢字。道也、跌也、搶也。	a099b063		
3_047_A32	v10#128	辵	這	Regular		宜箭反。迎也、唁𠰄失国也。	a099b012		
3_047_A41	v10#128	辵	𨘌	Regular		于果反。凡人語而過也。	a099b013		
3_047_A42	v10#128	辵	𨓅	Regular		茅教反。容儀也、冠也。	a099b014		冠：原作𠖌。
3_047_A51	v10#128	辵	逼	Regular		碑棘反。𨓅也。偪字也。	a098b085		𨓅：疑當作迫。
3_047_A52	v10#128	辵	迕	Regular		吳故反。逆不遇也。咢字。	a099b015		
3_047_A61	v10#128	辵	䢰	Regular		敕歷反。趯字。躍也、驚也。	a099b021		
3_047_A62	v10#128	辵	迿	Regular		思俊反。先也。㫬字也。失也。	a099b022		
3_047_B11	v10#128	辵	𨑍	Regular		古鮪反。䡄(軌)字。車徹(轍)也。	a099b023		
3_047_B12	v10#128	辵	䢝	Regular		烏訝反。亞字。次也。	a099b024		
3_047_B21	v10#128	辵	逬	Regular		彼爭反。跰字。走也、散也。	a099b025		
3_047_B22	v10#128	辵	迓	Regular		午嫁反。訝字也。迎也。	a099b026		
3_047_B31	v10#128	辵	⿺辶丙	Regular		餘旃反。筵字。蓆也。	▽		
3_047_B32	v10#128	辵	邀	Regular		古堯反。要也、求也、抄也、遮也、脩也。	a099b031		脩：呂作「循」。
3_047_B41	v10#128	辵	𨓁	Regular		補幸反。絣也、布也。	a099b032		
3_047_B42	v10#128	辵	䢖	Regular		力述反。律、分布也、法也、述也。	a099b033		
3_047_B51	v10#128	辵	廷	Regular		徒聽反。朝廷也。	△(a100a072)		
3_047_B52	v10#128	辵	逜	Regular		五故反。悟也。	a099a034		
3_047_B61	v10#128	辵	逌	Regular		餘周反。遠也。	a099a035		
3_047_B61-Shirafuji	v10#128	辵	𨔖	Regular	白		a099a035		
3_047_B62	v10#128	辵	迺	Regular		奴陵反。乃也、往也、至也。	a099a041		 G33尾。
3_048_A21	v10#120	彳	彳	Regular		丑赤反。小步也。	a094a021		G32首。
3_048_A22	v10#120	彳	徎	Regular		丈井反。徑也。	a094a022		
3_048_A31	v10#120	彳	徳	Regular		多勒反。福也、行。惪字。惠也、升也、得也。	a094a023		
3_048_A32	v10#120	彳	徑	Regular		古定反。邪也、過也、迹也、快也、習也。	a094a031		
3_048_A41	v10#120	彳	𢔟	Regular		女九反。復也。狃字。快也、習也、正。	a094a032		
3_048_A42	v10#120	彳	復	Regular		扶救反。重也、又也、返也、報、安也。	a094a033		
3_048_A51	v10#120	彳	往	Regular		禹網反。勞、行也、詘也、屢至也、白也、語也、賞也、告也。	a094a034		
3_048_A511	v10#120	彳	𢔎	Songben-Yupian		#	a094a035		
3_048_A52	v10#120	彳	忂	Regular		君遇反。行也。躍字。	a094a041		
3_048_A61	v10#120	彳	彼	Regular		補靡反。往有所加也。	a094a042		
3_048_A62	v10#120	彳	徼	Regular		古堯反。要也、求也、抄、遮也。	a094a043		
3_048_B11	v10#120	彳	彶	Regular		居及反。急也、行也、遽也。	a094a051		
3_048_B12	v10#120	彳	𢕬	Regular		先荅反。行皃。馺字也、趿作。	a094a052		
3_048_B21	v10#120	彳	循	Regular		似均反。自也、從也、行也。巡字。	a094a053		
3_048_B22	v10#120	彳	微	Regular		莫飛反。匿也、蔽也、後也、竄也、明皮也、上也。	a094a054		
3_048_B31	v10#120	彳	徥	Regular		度楷反。則也、行也、𢔡也。	a094a055		
3_048_B32	v10#120	彳	徐	Regular		似居反。遲也、久也。	a094a061		
3_048_B41	v10#120	彳	𢓡	Regular		与而反。夷行平易也。	a094a062		
3_048_B42	v10#120	彳	𢖊	Regular		匹丁反。使。	a094a063		
3_048_B421	v10#120	彳	𢓳	Songben-Yupian		#	a094a064		
3_048_B51	v10#120	彳	𢓱	Regular		孚恭反。使也。	a094a065		
3_048_B52	v10#120	彳	㣤	Regular		詞淺反。䟽(疏)也。踐字。履也、升也、居也、循也。	a094a071		
3_048_B61	v10#120	彳	徬	Regular		蒲郎反。益也、依也、附也、行也。	a094a072		
3_048_B62	v10#120	彳	徯	Regular		遐啓反。待也、道也。𥪦字。蹊字。	a094a073		
3_049_A11	v10#120	彳	待	Regular		達改反。擬也、給也、須也、𥪦也、逗也。	a094a074		
3_049_A12	v10#120	彳	㣙	Regular		除又反。徯也。宙字也。	a094a081		
3_049_A21	v10#120	彳	徧	Regular		逋見反。猶也、帀也、廣也。	a094a082		
3_049_A22	v10#120	彳	𢓴	Regular		勅憒反。却也、𢔦也、止也、去也。	a094a083		
3_049_A221	v10#120	彳	𢓇	Omitted		Omitted	a094a084		
3_049_A31	v10#120	彳	徦	Regular		柯頟反。至也、來也、升也、登也、達也。	a094a085		
3_049_A32	v10#120	彳	𢓜	Regular		柯頟反。至也。徦字也。	a094a091		
3_049_A41	v10#120	彳	𢔦	Regular		丈奚反。久也。	a094a092		
3_049_A41-Miyazawa	v10#120	彳	徲	Regular	宮		a094a092		
3_049_A42	v10#120	彳	後	Regular		胡狗反。晚也、左右也、遲也、助也。	a094a093		
3_049_A51	v10#120	彳	很	Regular		胡墾反。戾也、違也、鬩也、訟也、恨也。	a094a094		
3_049_A52	v10#120	彳	㣫	Regular		之勇反。躁也、行也。動字。	a094a095		
3_049_A61	v10#120	彳	得	Regular		都勒反。穫也、足也。⿱目各(䙷)字。	a094a101		⿱目各：呂作「䙷」。
3_049_A62	v10#120	彳	忀	Regular		先羊反。遽、遑、逍遙也。	a094a102		
3_049_B11	v10#120	彳	徛	Regular		丘奇反。石橋也、跌也。	a094a103		
3_049_B12	v10#120	彳	𢓈	Regular		辞(辭)峻反。循也、巡也、從也、行也、偏也、示也、述也、略也。	a094b011		
3_049_B21	v10#120	彳	徇	Regular		巳約反。倚度、橫木渡水也。	a094b012		
3_049_B21-Shirafuji	v10#120	彳	彴	Regular	白		a094b035		
3_049_B22	v10#120	彳	徉	Regular		餘章反。彷、徉、從也、倚也、逍遙也。	a094b013		
3_049_B31	v10#120	彳	律	Regular		力出反。常也、法也、述也、銓也、始也。	a094b014		
3_049_B32	v10#120	彳	御	Regular		魚據反。治也、術也、禦也、進也、厚也、亭也、使也。	a094b021		
3_049_B41	v10#120	彳	彷	Regular		薄光反。俳(徘)偭(徊)也。	a094b022		
3_049_B42	v10#120	彳	徂	Regular		似都反。往也、始也、行也、存也。	a094b015		
3_049_B51	v10#120	彳	徨	Regular		胡光反。彷律也。	a094b023		
3_049_B52	v10#120	彳	征	Regular		之盈反。行也、遠也、討也。	a094b024		
3_049_B61	v10#120	彳	彽	Regular		除飢反。俳(徘)偭(徊)也、旋也。	a094b031		
3_049_B62	v10#120	彳	徊	Regular		胡雷反。彷徨也。	a094b042		
3_050_A11	v10#120	彳	𢔌	Regular		方尔反。彼也。	a094b044		
3_050_A12	v10#120	彳	徙	Regular		思紫反。還也、移也、避也。⿺辶⿱龹止也字。	a094b034		⿺辶⿱龹：呂作「𨔀」。
3_050_A21	v10#120	彳	𢕞	Regular		竹志反。施也、馳也。	a094b033		掲出字：呂作「徝」。
3_050_A21-Miyazawa	v10#120	彳	徝	Regular	宮		a094b033		
3_050_A22	v10#120	彳	彴	Regular		已約反。猗渡也。	a094b035		
3_050_A31	v10#120	彳	徒	Regular		達胡反。隸也、黨也、空也、類也、祖也、獨也。	a094b034		
3_050_A32	v10#120	彳	𢓉	Regular		甫晚反。還也、歸也。	a094b041		
3_050_A321	v10#120	彳	徘	Songben-Yupian		#	a094b043		
3_050_A41	v10#120	彳	徠	Regular		力該反。還也、就也、至也。	a094b045		
3_050_A42	v10#120	彳	徏	Regular		豬棘反。陟字。升也、登也。	△		原作〓。
3_050_A51	v10#120	彳	𢒿	Regular		範反。犯字。陵也、于也、梫也。	a094b051		
3_050_A52	v10#120	彳	𢓕	Regular		餘葴反。緩行皃也。	a094b052		
3_050_A61	v10#120	彳	𪎓	Regular		糜彼反。遲也。靡字也。	a094b053		
3_050_A62	v10#120	彳	㣭	Regular		子公反。數也。駿字。	a094b054		
3_050_B11	v10#120	彳	亍	Regular		耻錄反。步止也。	a095a034		
3_050_B21	v10#120	彳	從	Regular		字龍反。逐也、隨也、服也、求也、就也、走也、長也、使也、行也、重也。	a094b102		
3_050_B31	v10#121	行	行	Regular		遐庚反。適也、用也、道也、往也、去也、賜也、如也、陣也、翮也、烈也、言也、事也、視也。	a095a041		
3_050_B32	v10#121	行	術	Regular		時橘反。法也、道也、所由也、藝也。	a095a051		
3_050_B41	v10#121	行	街	Regular		柯崖反。四通道也。	a095a052		
3_050_B42	v10#121	行	衢	Regular		懼虞反。交道四出也。	a095a053		
3_050_B51	v10#121	行	衝	Regular		齒龍反。交道也、隊也、動也、當也、鐘也、柄也、𢰃也。	a095a062		𢰃：呂作「揬」。
3_050_B51-Miyazawa	v10#121	行	𧘂	Regular	宮		a095a061		
3_050_B511	v10#121	行	衝	Songben-Yupian		#	a095a062		
3_050_B52	v10#121	行	衕	Regular		徒涷反。下也、通街也。	a095a063		
3_050_B61	v10#121	行	𧗸	Regular		詳翦反。踐也、蹈也。	a095a064		
3_050_B62	v10#121	行	衙	Regular		牛祛反。行皃也、踈遠皃也。	a095a065		
3_051_A11	v10#121	行	衎	Regular		口旦反。定也、和樂皃也。	a095a073		
3_051_A12	v10#121	行	𧗳	Regular		胡䬼反。眩字。行且賣也。	a095a071		
3_051_A21	v10#121	行	衒	Regular		𧗳字。	a095a072		
3_051_A22	v10#121	行	𧗿	Regular		所律反。循也、將也、遵也、行也、自也、用也。	a095a081		
3_051_A31	v10#121	行	衞	Regular		為帶反。護也、垂也、嘉也。	a095a082		
3_051_A32	v10#121	行	衟	Regular		徒老反。路也、術也。	a095a083		
3_051_A41	v10#121	行	衖	Regular		胡絳反。道也。巷字。	a095a084		
3_051_A42	v10#121	行	𧗝	Regular		古鮪反。䡄字。道也、迹也。	a095a091		
3_051_A51	v10#122	冘	冘	Regular		餘斟反。從人出門也。	a095a101		
3_051_A61	v10#122	冘	㽎	Regular		徒含反。宮室深邃皃也。	a095a102		
3_051_B11	v10#123	夂	夂	Regular		竹几反。從後而至也。	a095b011		
3_051_B201	v10#123	夂	夆	Omitted		Omitted	a095b013		
3_051_B21	v10#123	夂	𡕗	Regular		胡盖反。害、相遮要害也。	a095b012		
3_051_B22	v10#123	夂	夅	Regular		下江反。伏也、捨掣也、曳也。	a095b022		
3_051_B31	v10#123	夂	夃	Regular		公覩反。沽字。且也。姑字也。	a095b021		
3_051_B32	v10#123	夂	㐄	Regular		口化反。歩也、久也。跨也。	a095b031		
3_051_B41	v10#124	久	久	Regular		居柳反。遠也、久長也、柱也。	a095b041		
3_051_B51	v10#125	夊	夊	Regular		思隹反。綏字。匹行也。	a095b051		綏：原作緩。
3_051_B61	v10#125	夊	夋	Regular		且旬反。倨、⿰忄君也。	a095b052		⿰忄君：呂作「𢂽」。
3_051_B62	v10#125	夊	𡕨	Regular		扶鞠反。復字。行故道。	a095b061		
3_051_B62-Shirafuji	v10#125	夊	㚆	Regular	白		a095b061		
3_052_A11	v10#125	夊	夌	Regular		力蒸反。越也、遲也、靡迤也。陵字也。	a095b062		
3_052_A12	v10#125	夊	憂	Regular		於尤反。優字。愁思也。	a095b073		
3_052_A121	v10#125	夊	愛	Songben-Yupian		#	a095b063		愛：参看心部（2_084_A11）。
3_052_A21	v10#125	夊	𡰿	Regular		蒲酷反。行也。	a095b071		
3_052_A21-Shirafuji	v10#125	夊	𡕠	Regular	白		a095b071		
3_052_A211	v10#125	夊	𡕞	Songben-Yupian		#	a095b072		
3_052_A22	v10#125	夊	竷	Regular		苦感反。舞曲也。	a095b074		
3_052_A31	v10#125	夊	夏	Regular		遐蝦反。大也。	a095b075		
3_052_A32	v10#125	夊	𡕾	Regular		夏古文。	a095b081		
3_052_A321	v10#125	夊	𤴞	Songben-Yupian		#	a095b082		
3_052_A322	v10#125	夊	畟	Songben-Yupian		#	a095b083		
3_052_A41	v10#125	夊	𡕢	Regular		明范反。㑎(腦)盖(蓋)也。	a095b102		
3_052_A42	v10#125	夊	𣦞	Regular		渠追反。悚懼之皃也。	a095b091		
3_052_A421	v10#125	夊	夔	Songben-Yupian		#	a095b084		
3_052_A51	v10#125	夊	㚇	Regular		子公反。㝡(最)也、聚也。	a095b092		
3_052_A52	v10#125	夊	夒	Regular		乃勞反。猱字。貪獸也。	a095b093		
3_052_A61	v10#125	夊	夎	Regular		祖臥反。拜也、詐也。	a095b094		
3_052_A611	v10#125	夊	致	Songben-Yupian		#	a095b101		
3_052_B11	v10#126	舛	舛	Regular		尺兖反。交也、相背也、臥也、互也。	a096a011		兖：呂作「兗」。
3_052_B21	v10#126	舛	舞	Regular		莫禹反。弄也、疾也。𦐀古文。	a096a012		𦐀：原作翌。
3_052_B22	v10#126	舛	舝	Regular		遐瞎反。轄字。車頭鍵兩釧也。	a096a013		
3_052_B31	v10#127	走	走	Regular		子后反。奔也、往也、出也、至也、趍也、去。	a096a031		
3_052_B41	v10#127	走	趨	Regular		且瑜反。疾行也、走也、步也。	a096a033		
3_052_B42	v10#127	走	趫	Regular		綺驕反。善走也、舉足也。	a096a043		
3_052_B51	v10#127	走	赴	Regular		匹賦反。告也、至也、䞯也、 奔也。訃也字。	a096a051		
3_052_B52	v10#127	走	趣	Regular		倉屢反。趍也、疾也、遽也。	a096a052		
3_052_B61	v10#127	走	䞚	Regular		渠支反。行也。	a096a053		
3_052_B62	v10#127	走	超	Regular		恥驕反。越也、出前也、遠也、踰、跳也、怡也、躁也、疾也、■(度)也。	a096a061		■(度)：吕作「渡」。
3_053_A11	v10#127	走	赳	Regular		居⿰黑力反。武也、壯、健也。	a096a062		⿰黑力：呂作「黝」。
3_053_A12	v10#127	走	趮	Regular		子到反。疾也、踊也、驚也。䢰字。	a096a063		
3_053_A21	v10#127	走	趯	Regular		敕狄反。躍也、驚也。	a096a064		
3_053_A22	v10#127	走	越	Regular		胡厥反。遠也、散也、迂也、踰也、楊也、渡也、躐也、播也、走也、治也。	a096a071		
3_053_A31	v10#127	走	𧽸	Regular		居越反。蹠也、起也。	a096a072		
3_053_A32	v10#127	走	趁	Regular		除珍反。蹂也、履也、𧾍也。	a096a074		
3_053_A321	v10#127	走	趂	Songben-Yupian		#	a096a081		
3_053_A41	v10#127	走	𧾍	Regular		除連反。移也、𧼯也、轉也。	a096a082		
3_053_A42	v10#127	走	趞	Regular		且藥反。踧也、行皃也。	a096a083		
3_053_A51	v10#127	走	趬	Regular		丘照反。然也、高也、行輕也、趍舉也。	a096a084		
3_053_A52	v10#127	走	𧼏	Regular		胡千反。忿走也。	a096a091		
3_053_A61	v10#127	走	趀	Regular		千尸反。倉卒也。	a096a092		
3_053_A62	v10#127	走	𧽤	Regular		芳消反。輕行也、𨄏也。	a096a093		
3_053_B11	v10#127	走	𧼒	Regular		丘忍反。行皃也、對也。	a096a094		
3_053_B12	v10#127	走	趥	Regular		且仲反。行皃也。	a096a095		
3_053_B21	v10#127	走	䟉	Regular		之玉反。小皃行也。	a096a101		
3_053_B22	v10#127	走	䞪	Regular		詞丈反。走皃也。	a097a064		
3_053_B31	v10#127	走	𧾩	Regular		祀眷反。旋去走皃也。	a097a094		
3_053_B33	v10#127	走	𧾯	Regular		公節反。結。走意也。	s096a102		結：補入。
3_053_B41	v10#127	走	𧼐	Regular		丘怨反。勸、走意也。	a096a103		
3_053_B42	v10#127	走	趖	Regular		先戈反。走意也。	a097a056		
3_053_B51	v10#127	走	䟍	Regular		微謇反。展、走意也。	▽		
3_053_B51-Shirafuji	v10#127	走	𧽪	Regular	白		▽		
3_053_B52	v10#127	走	𧾨	Regular		虚建反。𢝮、走意也。	a096a104		
3_053_B61	v10#127	走	䟈	Regular		雉䁥反。走也。	▽		
3_053_B62	v10#127	走	䞥	Regular		胡救反。走也。	a096a106		
3_053_B62-Miyazawa	v10#127	走	趙	Regular	宮		a096a106		
3_054_A11	v10#127	走	𧽋	Regular		於杜反。走輕也。	a096a105		
3_054_A12	v10#127	走	𧾱	Regular		渠俱反。走顧也。	a096b011		
3_054_A21	v10#127	走	䞤	Regular		𧾱字。	a096b012		
3_054_A22	v10#127	走	䞿	Regular		虛言反。走也。	a096b013		
3_054_A31	v10#127	走	䞗	Regular		千戈反。疑之起而去也。	a096b014		
3_054_A32	v10#127	走	𧺼	Regular		日紙反。淺渡也。	a096b021		
3_054_A41	v10#127	走	赹	Regular		瞿營反。獨行也、無所依也。焭字。	a097a063		
3_054_A42	v10#127	走	𧾚	Regular		預諸反。安行也。興心字也。	a096b022		
3_054_A51	v10#127	走	𧻲	Regular		胡才反。留意也。	a096b023		
3_054_A52	v10#127	走	起	Regular		丘紀反。興也、發也、更也、作也、立。𨑓字。	a096b024		
3_054_A61	v10#127	走	𧽒	Regular		呼仲反。行也。𨇄字。	a096b025		
3_054_A62	v10#127	走	趛	Regular		牛飲反。低頭疾行也。	a096a032		
