# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# KRM: Kanchi’inbon Ruiju Myogisho database
#
# Ruiju myogishō 類聚名義抄, Kanchi’in copy 観智院本, reorganized edition 改編本. 
# anonymous Buddhist monk, the latter half of the 12th century.
#
# Version: 1.1.302
# Date: 11 March 2022
# Last update : 2 June 2024
#
# Copyright (c) 2022-2024 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Research group of Linguistics, Hokkaido University Faculty of Humanities and Human Siences
# North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com
#
# Data License Information and Access Rights
# License: 
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability): 
# Open access
#
# KRM Format information:
#   KRID_n            Item serial number
#   KRID_sn           Entry serial number
#   KR2ID             Kazama edition item ID number, K, Book(ww), page(xxx),line(y) and column(zz), in the case of plural items appeared in column, entry rankings are also recorded as 1,2,…,n.
#   KRID              Kazama edition entry ID number, K, Book(ww), page(xxx),line(y) and column(zz), in occasion of the headword with single character form, entry ranking is recorded as 0. While, in occasion of the headword with plural character form, entry rankings are recorded as 1,2,…,n. Moreover, in the case of plural items appeared in column, entry rankings are also recorded as 1,2,…,n.
#   KR_Tenri_p        Tenri editon item ID number, T, volume(a/b/c), page(xxx),line(y) and column(zz)
#   KR_vol_name       Volume name, from 仏上 to 僧下
#   KR_radical        Radical name, from 人 to 雑
#   KR_vol_radical    Volune and radical number, from v1#1(第1帖第1) to v10#120(第10帖第120)
#   Entry             Headword
#   Entry_original    Original character form
#   Def               Definition of pronunciation, meaning and variant(s)
#   Remarks           Editor's notes
#
#   Abbreviations:
#   正宗索引: 正宗敦夫編『類聚名義抄 仮名索引』日本古典全集刊行会，1939-1940
#   望月和訓集成: 望月郁子編『類聚名義抄：四種声点付和訓集成』(笠間索引叢刊44)笠間書院，1974
#   草川和訓集成: 草川昇編『五本対照類聚名義抄和訓集成』汲古書院，2000
#   西端誤写考察: 西端幸雄「類聚名義抄における誤写の考察」『訓点語と訓点資料』45，1971
#   西端誤写諸例: 西端幸雄「類聚名義抄における誤写の諸例」『訓点語と訓点資料』52，1973
#
# Acknowledgments:
# We are grateful to Tenri Central Library and Yagi Shoten for permission to publish the decipherment text of KRM.
#
# This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 23K17500.
#
KRID_n	KRID_sn	KR2ID	KRID	KR_Tenri_p	KR_vol_name	KR_radical	KR_vol_radical	Entry	Entry_original	Def	Remarks
F06336	S07886	K0301421	K03014210	Ta276210	仏下本	貝	v3#24	資	〇	音咨(L)　タスク(L@H)　トル(LH)　和シ　用也　成也　機也　遺也　弟子也　ヨル　ウチ　モトヨリ(LL@@)　タカラ(LL@)　アタフ　タクハフ　ヨシ	
F06337	S07887	K0301424	K03014240	Ta276240	仏下本	貝	v3#24	財	u8ca1-ue0102	音裁(L)　タカラ(LL@)　ワツカニ(LH"LH)　和坐イ(@H)	「和坐イ(@H)」の上声点は朱圏点。「坐」の平声点の位置にあるを訂す。
F06338	S07888	K0301431	K03014310	Ta276310	仏下本	貝	v3#24	𧸄	〇	俗	
F06339	S07889	K0301432	K03014320	Ta276320	仏下本	貝	v3#24	貨	〇	呼卧反　タカラ(LLL)　タカラ物(LLL@)　マヒナヒ(L@@@、ヒ-ミ(L))　ヒサク　タクハフ　和クヱ(LL)	「和クヱ(LL)」の声点は朱圏点。高山寺蔵伝受類聚抄に逸文あり。築島逸文18頁。用例(6)所見。
F06340	S07890	K0301434	K03014340	Ta276340	仏下本	貝	v3#24	賄	〇	呼罪反　オクル　タカラ(LL@)	
F06341	S07891	K0301441	K03014410	Ta276410	仏下本	貝	v3#24	𧶅	〇	或	
F06342	S07892	K0301442	K03014420	Ta276420	仏下本	貝	v3#24	䝴	〇	通齎字	
F06343	S07893	K0301443	K03014430	Ta276430	仏下本	貝	v3#24	賷	〇	即黎反　和音サイ(LL)　モツ(LH)　オフ　トル　タモツ　ツヽム	
F06344	S07894	K0301451	K03014510	Ta276510	仏下本	貝	v3#24	貯	〇	呉音儲(L)　正佇　イク-リ　タクハフ(HHH@、フ-ヘ)　ヲサム　イル　ツム　□ト　知呂反	「□ト」は別筆擦り消し。「知呂反」は別筆。
F06345	S07895	K0301453	K03014530	Ta276530	仏下本	貝	v3#24	⿰貝𡧃	〇	俗歟	
F06346	S07896	K0301454	K03014540	Ta276540	仏下本	貝	v3#24	𧵤	〇	俗	
F06347	S07897	K0301461	K03014611	Ta276611	仏下本	貝	v3#24	𧷮／𧶜	〇／〇	二正　音商　アキナフ　アキラカナリ　アキヒト(LLL"H)	
F06348	S07899	K0301463	K03014631	Ta276631	仏下本	貝	v3#24	⿱&CDP-8BEC;貝／⿱&CDP-8BEC;員／𥦎	〇／〇／〇	三俗	
F06349	S07902	K0301464	K03014640	Ta276640	仏下本	貝	v3#24	貺	〇	音况　タマフ(LL@)　アタフ　メクム　タマオ　オクル	
F06350	S07903	K0301472	K03014720	Ta276720	仏下本	貝	v3#24	贈	〇	昨豆反　オクル　ムツフ	
F06351	S07904	K0301473	K03014731	Ta276731	仏下本	貝	v3#24	𧸐／𧸉／〓	〇／〇／〇	俗膩字	
F06352	S07907	K0301474	K03014740	Ta276740	仏下本	貝	v3#24	賭	〇	當古反　戯也　ー博錢也(錢-餞)　ノリオ	
F06353	S07908	K0301481	K03014810	Ta276810	仏下本	貝	v3#24	𧶴	〇	或	
F06354	S07909	K0301482	K03014820	Ta276820	仏下本	貝	v3#24	贍	〇	常豔反　ニキハフ(HL"L@)　ヨロコフ　タスク　ムカフ　多也　假也　用也　拱也　ユタカナリ(LHL@@)　オホカリ(L@@@)　富也　和セム(LL)	「和セム(LL)」の声点は朱圏点。
F06355	S07910	K0301511	K03015110	Ta277110	仏下本	貝	v3#24	贍	〇	正	
F06356	S07911	K0301512	K03015121	Ta277121	仏下本	貝	v3#24	⿰貝⿸ 厃⿱比吉／⿱⿰貝欠言	〇／〇	俗	
F06357	S07913	K0301513	K03015130	Ta277130	仏下本	貝	v3#24	𧸽	〇	俗遺字	
F06358	S07914	K0301514	K03015140	Ta277140	仏下本	貝	v3#24	賻	〇	房付反　オクル	
F06359	S07915	K0301521	K03015211	Ta277211	仏下本	貝	v3#24	䞃／𧸲／䝷	⿲貝至攴／〇／智	貞志反	「䝷」は原文虫損あるが、「智」に書写。宝菩提院本は「䝷」に作るにより訂す。
F06360	S07918	K0301522	K03015220	Ta277220	仏下本	貝	v3#24	貿	〇	音茂(R")「ホム」　和ム　カフ　亡富反　アキナフ　ムヤス　スツ　アカフ　アキラカナリ　ヘツラフ	高山寺蔵伝受類聚抄に逸文あり。築島逸文18頁。用例(7)所見。
F06361	S07919	K03015241	K03015241	Ta277241	仏下本	貝	v3#24	𧴵	〇	俗通	
F06362	S07919b	K03015242	K03015242	Ta277242	仏下本	貝	v3#24	𧶝	〇	正	
F06363	S07920	K0301531	K03015311	Ta277311	仏下本	貝	v3#24	𧵲／𧶻	〇／〇	俗	
F06364	S07922	K0301532	K03015320	Ta277320	仏下本	貝	v3#24	䞈	⿰貝為	京偽反　賭也　又居毀反　貨也	
F06365	S07923	K0301533	K03015330	Ta277330	仏下本	貝	v3#24	䞈	〇	正	
F06366	S07924	K0301534	K03015340	Ta277340	仏下本	貝	v3#24	𧵥	〇	或	
F06367	S07925	K0301541	K03015410	Ta277410	仏下本	貝	v3#24	𧵑	〇	俗估字　市税	
F06368	S07926	K0301542	K03015420	Ta277420	仏下本	貝	v3#24	贗	⿱⿸广⿰亻鳥貝	音鴈　偽物　偐或	「鴈」は原文「⿸广⿰亻鳥」に作る。「偐或」の「或」を宝菩提院本は小字に書写。
F06369	S07927	K0301543	K03015430	Ta277430	仏下本	貝	v3#24	贅	〇	音制　和勢　アサ　ウム　アツム(LL@)　ツキヌ(H@@)　サタム(LLH)　スヽロ　得也　具也　ムサホル(HH@@)	
F06370	S07928	K0301551	K03015510	Ta277510	仏下本	貝	v3#24	⿱⿰声殳貝	〇	俗	
F06371	S07929	K0301552	K03015521	Ta277521	仏下本	貝	v3#24	附／贅	〇／〇	フスへ	
F06372	S07931	K0301553	K03015531	Ta277531	仏下本	貝	v3#24	疣／ー（贅）	〇／〇	同訓	
F06373	S07933	K0301554	K03015540	Ta277540	仏下本	貝	v3#24	貲	〇	音資　布　タカラ(LLL)　ウタ　ツク　ツキヌ(HL@)　カヘス　ハカリ　サイミ〈布〉	「布」は小字。
F06374	S07934	K0301562	K03015620	Ta277620	仏下本	貝	v3#24	貲	〇	正	
F06375	S07935	K0301563	K03015630	Ta277630	仏下本	貝	v3#24	𧸁	〇	弊音　帛幤二正	
F06376	S07936	K0301564	K03015640	Ta277640	仏下本	貝	v3#24	𧷍	〇	俗	
F06377	S07937	K0301571	K03015710	Ta277710	仏下本	貝	v3#24	賕	〇	音求　ウク　マへ　ツト　以財枉法相謝	
F06378	S07938	K0301572	K03015720	Ta277720	仏下本	貝	v3#24	𧵬	〇	或𥄄字　音脉　亞視也	
F06379	S07939	K0301573	K03015730	Ta277730	仏下本	貝	v3#24	⿰貝永	〇	俗	
F06380	S07940	K0301574	K03015740	Ta277740	仏下本	貝	v3#24	䝮	〇	古衒字	
F06381	S07941	K0301581	K03015810	Ta277810	仏下本	貝	v3#24	購	〇	音構(R)　古豆反　カフ　アカフ　ツノル	
F06382	S07942	K0301583	K03015830	Ta277830	仏下本	貝	v3#24	𧶥	〇	正	
F06383	S07943	K0301584	K03015840	Ta277840	仏下本	貝	v3#24	䝭	〇	俗　罪　アカフ	
F06384	S07944	K0301611	K03016110	Ta278110	仏下本	貝	v3#24	賖	〇	音奢(R)　オキノル(HHHL)　オソシ(HHH)　ヒロシ　タカラ　クタレリ　ハルカナリ　ツト　トホシ　ユタカナリ　ユルシ〈帶〉	
F06385	S07945	K0301614	K03016140	Ta278140	仏下本	貝	v3#24	𧶟	〇	俗	
F06386	S07946	K0301621	K03016210	Ta278210	仏下本	貝	v3#24	𧵵	〇	タカラ　ツト	
F06387	S07947	K0301622	K03016220	Ta278220	仏下本	貝	v3#24	賝	〇	勅林反　タカラ(LL@)　ヒツ　日中	
F06388	S07948	K0301623	K03016230	Ta278230	仏下本	貝	v3#24	⿰貝宩	〇	正	
F06389	S07949	K0301624	K03016240	Ta278240	仏下本	貝	v3#24	𧵛	〇	俗珂字	
F06390	S07950	K0301631	K03016310	Ta278310	仏下本	貝	v3#24	賂	〇	音路　タカラ　マミナフ-ヒ(LLHL-@)	
F06391	S07951	K0301632	K03016321	Ta278321	仏下本	貝	v3#24	⿰貝尒／⿰貝尓	〇／〇	俗	
F06392	S07953	K0301633	K03016330	Ta278330	仏下本	貝	v3#24	狽	〇	音貝　狼ー	
F06393	S07954	K0301634	K03016340	Ta278340	仏下本	貝	v3#24	唄	〇	歩拜反　梵声	
F06394	S07955	K0301641	K03016410	Ta278410	仏下本	貝	v3#24	㲘	〇	其孟反	
F06395	S07956	K0301642	K03016420	Ta278420	仏下本	貝	v3#24	賚	⿱来貝	落代(R)反　アタフ(HH@)　タマフ(LL@)　タマ物(LL@)	
F06396	S07957	K0301644	K03016440	Ta278440	仏下本	貝	v3#24	賚	〇	正𩓋⿰来目二俗	
F06397	S07958	K0301651	K03016510	Ta278510	仏下本	貝	v3#24	⿱米貝	〇	ヤマヒ	
F06398	S07959	K0301652	K03016520	Ta278520	仏下本	貝	v3#24	⿱剌貝	〇	落蓋反　正賴字	
F06399	S07960	K0301653	K03016530	Ta278530	仏下本	貝	v3#24	責	〇	側革(S)反　ワサハヒ(HH@@)　セム(LL)　コフ(LH)　和者ク	
F06400	S07961	K0301654	K03016540	Ta278540	仏下本	貝	v3#24	責	〇	今	
F06401	S07962	K0301661	K03016610	Ta278610	仏下本	貝	v3#24	⿱⿻巿从貝	〇	同上	
F06402	S07963	K0301662	K03016620	Ta278620	仏下本	貝	v3#24	貴	〇	居胃反(居胃-后胃イ)　タフトシ(HHHH、シ-フ(L"))　タカシ(LL@)　アフ　オソル(LL@)　アチヤカナリ　和クヰ(@L)	
F06403	S07964	K0301664	K03016640	Ta278640	仏下本	貝	v3#24	䝿	〇	（無）	
F06404	S07965	K0301671	K03016710	Ta278710	仏下本	貝	v3#24	買	〇	莫解反　カフ　ウル　和マイ(@H)	
F06405	S07966	K0301672	K03016720	Ta278720	仏下本	貝	v3#24	賈	〇	音古　アタヒ　ウル　柯雅反　ヤフル	
F06406	S07967	K0301673	K03016730	Ta278730	仏下本	貝	v3#24	賣	〇	莫解反　ウル　イソク　和マイ(LH)	
F06407	S07968	K0301674	K03016740	Ta278740	仏下本	貝	v3#24	𧷗	〇	儥二正鬻或　音育　賣	
F06408	S07969	K0301681	K03016810	Ta278810	仏下本	貝	v3#24	贖	〇	神燭反　アカフ(LLH)　カフ　タマフ　アタル　ミタル　アフ　ツク　ツクノフ(LLHL)　ツノル(@HH)	
F06409	S07970	K0301683	K03016830	Ta278830	仏下本	貝	v3#24	䝻	〇	音居　賣	
F06410	S07971	K0301684	K03016840	Ta278840	仏下本	貝	v3#24	𧵃	〇	音手	
F06411	S07972	K0301711	K03017110	Ta279110	仏下本	貝	v3#24	贉	⿰貝⿱覀𤰞	徒覧反　下物為定也　買物逆付半直也	
F06412	S07973	K0301712	K03017120	Ta279120	仏下本	貝	v3#24	贉	〇	◎贉(H)　正　𧸘	「𧸘」は朱筆。「贉」の異体字として追記か。
F06413	S07974	K0301713	K03017130	Ta279130	仏下本	貝	v3#24	貶	〇	兵儉反　シリソク(LLH@)　オツ(LH)　スコシ(LH@)　クタス(HH@)　ソシル　オトス	
F06414	S07975	K0301714	K03017141	Ta279141	仏下本	貝	v3#24	裒／貶	〇／〇	アケクタスニ	
F06415	S07977	K0301721	K03017210	Ta279210	仏下本	貝	v3#24	貽	〇	音怡(L)　ノコス-ル(@@-H)　オクル(HH@)	「ノコス-ル(@@-H)」の「ノ」と「ス」は虫損。風間版で判読可。宝菩提院本「ノコス-ル」に作る。
F06416	S07978	K0301722	K03017221	Ta279221	仏下本	貝	v3#24	䞅／𧵫／⿰貝⿸厂吕	〓／⿰貝⿸厂㠯／⿰貝⿰亻吕	俗	
F06417	S07981	K0301723	K03017230	Ta279230	仏下本	貝	v3#24	賑	〓	音振(L-H)　タマフ　ニキハフ(LL"@@)　トム-ミ　ヨロコフ　カクス　サカリ　スクフ(HHL)	
F06418	S07982	K0301731	K03017310	Ta279310	仏下本	貝	v3#24	䝩	〇	或	
F06419	S07983	K0301732	K03017321	Ta279321	仏下本	貝	v3#24	䝱／⿱刕貝	〇／〇	二俗塖字　オヒユ	
F06420	S07985	K0301733	K03017330	Ta279330	仏下本	貝	v3#24	䝱	〇	俗⿱刕貝字	
F06421	S07986	K0301734	K03017340	Ta279340	仏下本	貝	v3#24	負	𧴥	音婦　荷ー　オフ(LH)　ソムク(LL@)　トシ　タノム(LLL)　ウレへ(LL@)　和平　ハチ-ツ(LL"-@)　オホス(LL@)　マク(HL)	
F06422	S07987	K0301742	K03017420	Ta279420	仏下本	貝	v3#24	𧴥	𧴥	正𠋏或	
F06423	S07988	K0301743	K03017430	Ta279430	仏下本	貝	v3#24	屓	〇	俗	
F06424	S07989	K0301744	K03017441	Ta279441	仏下本	貝	v3#24	孤／屓	〇／〇	ソムク	
F06425	S07991	K0301751	K03017510	Ta279510	仏下本	貝	v3#24	䞋	〇	俗嚫字　初覲[反]　ホトコス(HH"HL)	
F06426	S07992	K0301752	K03017520	Ta279520	仏下本	貝	v3#24	𧶕	〇	音我　ミル	
F06427	S07993	K0301753	K03017530	Ta279530	仏下本	貝	v3#24	賀	〇	戸个反　ヨシ　加也　擔也　勞也　ヨロコフ-ヒ(LL@@-@)	
F06428	S07994	K0301761	K03017610	Ta279610	仏下本	貝	v3#24	鵙	〇	鵙正　公伇反	「鵙正」の「正」を宝菩提院本は小字に作る。掲出字と注の異体字は同じ「鵙」の字形、注を「鶪」とすべきか。
F06429	S07995	K0301762	K03017620	Ta279620	仏下本	貝	v3#24	𧸙	〓	音遂　又羊睡反(羊-手歟)	
F06430	S07996	K0301763	K03017630	Ta279630	仏下本	貝	v3#24	⿰貝蓋	〓	呼个反	
F06431	S07997	K0301764	K03017640	Ta279640	仏下本	貝	v3#24	𧹐	〇	个反	「个反」不審。反切上字を脱するか。
F06432	S07998	K0301771	K03017710	Ta279710	仏下本	貝	v3#24	𮚩	〇	音蒙	
F06433	S07999	K0301772	K03017720	Ta279720	仏下本	貝	v3#24	郥	〇	俗𨜍字　工伇反(工-二イ)	
F06434	S08000	K0301773	K03017730	Ta279730	仏下本	貝	v3#24	⿰貝⿱丷買	〇	俗敻字　呼定反	
F06435	S08001	K0301774	K03017740	Ta279740	仏下本	貝	v3#24	𧴪	〇	音銷　貝声	
F06436	S08002	K0301781	K03017810	Ta279810	仏下本	貝	v3#24	贎	〇	音邁　又賚　オソル(ソ-ク)	
F06437	S08003	K0301782	K03017820	Ta279820	仏下本	貝	v3#24	⿰貝黹	〇	致几反　當	
F06438	S08004	K0301783	K03017830	Ta279830	仏下本	貝	v3#24	䞉	〇	今𧷽正　音孕　アマル(LL@)　音證	
F06439	S08005	K0301784	K03017840	Ta279840	仏下本	貝	v3#24	賮	〓	（無）	
F06440	S08006	K0301811	K03018110	Ta280110	仏下本	貝	v3#24	賮	〓	音燼(R)　タカラ　ニへ　タクハフ　ムヤス	
F06441	S08007	K0301813	K03018130	Ta280130	仏下本	貝	v3#24	賙	〇	音周(H)　急也　アマネシ　ヨロコフ　ニキハフ	
F06442	S08008	K0301814	K03018140	Ta280140	仏下本	貝	v3#24	貱	〇	悲義反　施	
F06443	S08009	K0301821	K03018210	Ta280210	仏下本	貝	v3#24	䝪	〇	音所　卜問	
F06444	S08010	K0301822	K03018220	Ta280220	仏下本	貝	v3#24	賨	〇	音琮　南蠻賤也　布也　タカラ(LL@)	
F06445	S08011	K0301823	K03018230	Ta280230	仏下本	貝	v3#24	賵	⿰貝⿱田日	▲⿰貝⿱田日「⿰貝⿱曰日イ」　𠙒或　芳鳳反　⿰貝頁生曰ー(⿰貝頁-贈イ)	
F06446	S08012	K0301824	K03018240	Ta280240	仏下本	貝	v3#24	䞀	〇	音候　貝名	
F06447	S08013	K0301831	K03018310	Ta280310	仏下本	貝	v3#24	䞁	〇	音偃　當	
F06448	S08014	K0301832	K03018320	Ta280320	仏下本	貝	v3#24	𧵇	⿰貝丘	音遅　貝黄皃文	
F06449	S08015	K0301833	K03018330	Ta280330	仏下本	貝	v3#24	貾	〇	正	
F06450	S08016	K0301834	K03018340	Ta280340	仏下本	貝	v3#24	贆	〇	方公反　貝陸居	
F06451	S08017	K0301841	K03018411	Ta280411	仏下本	貝	v3#24	賧／𧷼	𧷼／〇	俗	
F06452	S08019	K0301842	K03018420	Ta280420	仏下本	貝	v3#24	贇	〇	於倫反　美　和印	
F06453	S08020	K0301843	K03018430	Ta280430	仏下本	貝	v3#24	⿱⿰武武貝	〇	ウルハシ	
F06454	S08021	K0301844	K03018440	Ta280440	仏下本	貝	v3#24	䞂	⿰貝⿱雨火	奴鈍反　小有財	
F06455	S08022	K0301851	K03018510	Ta280510	仏下本	貝	v3#24	𧵣	〇	火營反　貨	
F06456	S08023	K0301852	K03018520	Ta280520	仏下本	貝	v3#24	䝹	〇	烏官反　ー𧶲少有	
F06457	S08024	K0301853	K03018530	Ta280530	仏下本	貝	v3#24	⿰貝⿱山⿰夕巴	〇	正	
F06458	S08025	K03018541	K03018541	Ta280541	仏下本	貝	v3#24	𧶲	〇	他短反	
F06459	S08025b	K03018542	K03018542	Ta280542	仏下本	貝	v3#24	⿰貝⿱⿰亻⿱二二而	〇	正	
F06460	S08026	K0301861	K03018611	Ta280611	仏下本	貝	v3#24	賥／賥	〇／〇	息酔反　純而	
F06461	S08028	K0301862	K03018620	Ta280620	仏下本	貝	v3#24	䝧	〇	鍲二正　音旻　本	
F06462	S08029	K0301863	K03018630	Ta280630	仏下本	貝	v3#24	𧵌	〇	於竹反　無貲也	
F06463	S08030	K0301864	K03018640	Ta280640	仏下本	貝	v3#24	貹	〇	所敬反　財産	
F06464	S08031	K0301871	K03018710	Ta280710	仏下本	貝	v3#24	賰	〇	式准反　ー賱　アマル(LLH)	
F06465	S08032	K0301872	K03018720	Ta280720	仏下本	貝	v3#24	賱	〇	音惲	
F06466	S08033	K0301873	K03018730	Ta280730	仏下本	貝	v3#24	賆	〇	蒱田反　益	
F06467	S08034	K0301874	K03018740	Ta280740	仏下本	貝	v3#24	⿰貝睿	〇	音𠗕　益	
F06468	S08035	K0301881	K03018810	Ta280810	仏下本	貝	v3#24	賲	〇	宲二正　音保　藏也	
F06469	S08036	K0301882	K03018820	Ta280820	仏下本	貝	v3#24	賅	〇	正侅或　音該　奇ー非常　又産音	
F06470	S08037	K0301883	K03018830	Ta280830	仏下本	貝	v3#24	䝰	〇	正⿰亻侍字　直里反	
F06471	S08038	K0301884	K03018840	Ta280840	仏下本	貝	v3#24	𧶆	〇	力刃反　貪	
F06472	S08039	K0301911	K03019110	Ta281110	仏下本	貝	v3#24	䝶	⿰貝亰	音凉　賦	
F06473	S08040	K0301912	K03019120	Ta281120	仏下本	貝	v3#24	䝶	〇	正	
F06474	S08041	K0301913	K03019130	Ta281130	仏下本	貝	v3#24	𧸖	⿰貝㢘	直陷反　重賣	
F06475	S08042	K0301914	K03019140	Ta281140	仏下本	貝	v3#24	𧸖	〇	正	
F06476	S08043	K0301921	K03019210	Ta281210	仏下本	貝	v3#24	𧸘	〇	音儉	
F06477	S08044	K0301922	K03019220	Ta281220	仏下本	貝	v3#24	贀	〇	弋季反　拏	
F06478	S08045	K0301923	K03019230	Ta281230	仏下本	貝	v3#24	𧵢	〇	音包	
F06479	S08046	K0301924	K03019240	Ta281240	仏下本	貝	v3#24	⿰貝⿱一惹	〇	俗䁥字	
F06480	S08047	K0301931	K03019310	Ta281310	仏下本	貝	v3#24	甖	〇	烏康反	
F06481	S08048	K0301932	K03019320	Ta281320	仏下本	貝	v3#24	𧶹	〇	俗	
F06482	S08049	K0301933	K03019330	Ta281330	仏下本	貝	v3#24	質	〇	之日(S")反　和セチ(LL)　ミ(H)　カタチ(L@@)　タヒラカニ(LL@@@)　ムクロ(HH@)　モト(LL)　スナホ(L@H)　フミ　オノレ　シロ　ナホシ　ナス-ル　カフ(HL)　タヽス-シ(LL"H-@)　ムカヘリ(LH@@)　サヤマキ　人類　主也　試也　性也　醇也　樸也　問　謹也　定也　又音致	「和セチ(LL)」の声点は朱圏点。東寺観智院蔵大日経疏演奧抄に逸文あり。築島逸文26頁。用例(22)所見。
F06483	S08050	K0301944	K03019440	Ta281440	仏下本	貝	v3#24	筫	〇	俗	
F06484	S08051	K0301951	K03019510	Ta281510	仏下本	貝	v3#24	⿰貝叚	〇	胡加反	
F06485	S08052	K0301952	K03019520	Ta281520	仏下本	貝	v3#24	⿰貝⿱叔足	〇	昨六反	
F06486	S08053	K0301953	K03019530	Ta281530	仏下本	貝	v3#24	𧸤	〇	俗儈字　古會反	
F06487	S08054	K0301954	K03019540	Ta281540	仏下本	貝	v3#24	貢	〇	古弄反　功也(功-切イ)　薦也　賜　タテマツル(LHH@@)　ツク(HL")〈告〉　ミツキ物	「告」は「ツク」の意味注記。東大寺宗性『文華風月至要抄』に逸文あり（中田祝夫「類聚名義抄使用者のために」『類聚名義抄』風間書房、1955年、30頁）。
F06488	S08055	K0301962	K03019620	Ta281620	仏下本	貝	v3#24	⿰貢貢	〇	俗戇字	
F06489	S08056	K0301963	K03019630	Ta281630	仏下本	貝	v3#24	賦	〇	音付　富二正　ムクユ　マタラナリ　カハル　ナヤム　クハル(LL"@)　シク(HL)　ハフ　ユタカナリ　イコフ　ヒク　ウタフ　布也　斂也　税也　動也　量	
F06490	S08057	K0301973	K03019731	Ta281731	仏下本	貝	v3#24	⿰貝𠯁／⿰貝蛓	〇／〇	俗	
F06491	S08059	K0301974	K03019740	Ta281740	仏下本	貝	v3#24	𧵓	⿰貝𠮦	充消反	
F06492	S08060	K0301981	K03019810	Ta281810	仏下本	貝	v3#24	⿰貝舌	〇	俗甜字	
F06493	S08061	K0301982	K03019820	Ta281820	仏下本	貝	v3#24	𧴸	〇	俗眈字　都南都感二反	
F06494	S08062	K0301983	K03019830	Ta281830	仏下本	貝	v3#24	賞	〇	書兩反　モテアソフ　オモシロフ　ツカサトル　ムカフ　タマフ(L@H)　タマ物ス(物-ヒ)　ヨロコヒ　和者ウ	
F06495	S08063	K0302012	K03020120	Ta282120	仏下本	貝	v3#24	⿳小冖屓	〇	（無）	
F06496	S08064	K0302013	K03020130	Ta282130	仏下本	貝	v3#24	贄	〇	音至　タカラ　ニへ(HH)　ツト	
F06497	S08065	K0302014	K03020140	Ta282140	仏下本	貝	v3#24	賤	〇	イヤシ　ミシカシ	
F06498	S08066	K0302021	K03020210	Ta282210	仏下本	貝	v3#24	賤	⿰貝⿱土戈	音餞　イヤシ　ヤスシ　和仙	
F06499	S08067	K0302022	K03020220	Ta282220	仏下本	貝	v3#24	賊	〇	昨則反　ヌスム-ミ　カミ　アタ　和ソク(N@)	
F06500	S08068	K0302023	K03020231	Ta282231	仏下本	貝	v3#24	烏／賊	〇／〇	イカ	
F06501	S08070	K0302024	K03020241	Ta282241	仏下本	貝	v3#24	木／賊	〇／〇	度久佐	
F06502	S08072	K0302031	K03020310	Ta282310	仏下本	貝	v3#24	賃	〇	乃禁反　ツクノフ　ヤトフ　和云或チム	
F06503	S08073	K0302032	K03020320	Ta282320	仏下本	貝	v3#24	贓	⿰貝蔵	音臧(L)　カタマシ　カクス	
F06504	S08074	K0302033	K03020330	Ta282330	仏下本	貝	v3#24	⿰貝員	〇	心シラフ	
F06505	S08075	K0302034	K03020340	Ta282340	仏下本	貝	v3#24	貪	〇	他含反　ムサホル(HH@@)　ネカフ　和トム	
F06506	S08076	K0302041	K03020410	Ta282410	仏下本	貝	v3#24	貪	⿱𫝆貝	今	
F06507	S08077	K0302042	K03020420	Ta282420	仏下本	貝	v3#24	販	〇	方願反　ヒサク(HHL)　ウル　カヘス　ヘク　ヘス　和ホン(@H)　ヘン(@H)	
F06508	S08078	K0302044	K03020441	Ta282441	仏下本	貝	v3#24	裨／ー（販）	〇／〇	ヒサイメ(HH@@)	
F06509	S08080	K0302051	K03020511	Ta282511	仏下本	貝	v3#24	ー（販）／婦	〇／〇	ヒサキメ	
F06510	S08082	K0302052	K03020520	Ta282520	仏下本	貝	v3#24	費	〇	◎費「ヒ」　音髴(R)　ツヒヤス(HH@@、ヤ-ユ(L))　セム　クスク　モチヰル　チル　カヽヤク(HH@@)　音ヒ	「ヒ」と「音ヒ」は別筆か。
F06511	S08083	K0302054	K03020540	Ta282540	仏下本	貝	v3#24	賁	〇	音秘(R)　又音肥　又音墳　又博昆反　憤怒也　義也　姓也　カサル　ツヽム　フルフ　ハカル　イサム(HH@)	
F06512	S08084	K0302063	K03020630	Ta282630	仏下本	貝	v3#24	䝯	〇	カサヌ-ナル　ホヒコル(LL"@@、ホ-ハ(L))　ノフ(LH")	
F06513	S08085	K0302064	K03020640	Ta282640	仏下本	貝	v3#24	則	〇	子徳反　スナハチ　ノトル　ノリ　ナスラフ	
F06514	S08086	K0302071	K03020710	Ta282710	仏下本	貝	v3#24	敗	〇	薄邁反　ヤフル　ソコナフ　ヒサク	
F06515	S08087	K0302072	K03020720	Ta282720	仏下本	貝	v3#24	賜	〇	斯義反　タマフ　ツク(HL)　タマヒ物(LLL@)　和シ	
