#	HDIC Project
#	Integrated Database of Hanzi Dictionaries in Early Japan
#
#	SYP: Songben Yupian 宋本玉篇 database
#
#	Version: 1.1.3
#	Date: 20 October 2015
#	Last update : 12 January 2020
#
#	Copyright (c) 2014-2019 HDIC project, IKEDA Shoju (Chair)
#	LI Yuan (Person in Charge)
#	Department of Linguistic Sciences, Hokkaido University Graduate School of Letters
#	North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
#	Contact: hdic_info@let.hokudai.ac.jp
#
#	Feel free to copy and distribute.
#	Send bug reports and feature requests via email.
#
#	TSV Format information:
#
#	SYID	: Book, leaf, recto-verso, line and number (Zecuntang edition)
#	SY_vol_radical	: Volume and radical number
#	SY_radical	: Radical of Chinese character
#	Entry		: Headword
#	Entry_original	: Original headword (option)
#	SY_def		: Definition of pronunciation, meaning and variant(s)
#	Zang_page	: Zhong gu Han zi liu bian
#	KSY_diff	: Differences of SYID with Kunaicho Shoryobu edition
#	SY_remarks	: Editor's notes
#
#   References:
#
#   臧克和著, 中古漢字流變, 華東師範大學出版社, 2008. Zang Kehe, Zhong gu Han zi liu bian, Shanghai : Hua dong shi fan da xue chu ban she, 2008.
#
#   Primary Sources:
#
#       宮内廳書陵部藏本(南宋版)：大廣益會玉篇 (box 515, no.106, photographic images).
#       澤存堂本：〔梁〕顧野王著, 大廣益會玉篇, 北京：中華書局, 1987.
#
#	This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422.
#
SYID	SY_vol_radical	SY_radical	Entry	Entry_original	SY_def	Zang_page	KSY_diff	SY_remarks
a021a033	v2#20	邑	郢		以井切。故楚都、在南郡江陵北十里。	115		
a021a034	v2#20	邑	𨙼		同上。	115		
a021a035	v2#20	邑	邔		丘紀渠記二切。南郡有邔縣。	116		
a021a041	v2#20	邑	鄂		五各切。南陽有西鄂縣、叔虞封也。	116		
a021a042	v2#20	邑	鄳		亡庚切。江夏郡有鄳縣。	116		
a021a043	v2#20	邑	䢵		有軍切。江夏雲社縣東地。	116		
a021a051	v2#20	邑	鄘		與恭切。《說文》曰：南夷國。	116		
a021a052	v2#20	邑	鄖		有軍切。國名。	116		
a021a053	v2#20	邑	郫		薄糜切。蜀郡有郫縣。又音脾。	116		
a021a054	v2#20	邑	𨞪		上留除留二切。蜀郡江原縣、𨞪水首受江。	116		
a021a061	v2#20	邑	𨞼		亡願切。廣漢鄉名。	116		
a021a062	v2#20	邑	那		奴多切。安定有朝那縣。又何也、多也。	116		
a021a063	v2#20	邑	𨞽		力塠切。地名。	117		
a021a064	v2#20	邑	邡		音方。《說文》云：邡廣漢縣。	117		
a021a071	v2#20	邑	鄱		薄波切。豫章鄱陽縣。	117		
a021a072	v2#20	邑	𨚔		百交百勞二切。地名。	117		
a021a073	v2#20	邑	鄨		俾逝切。牂牁郡有鄨縣、鄨水所出。	117		
a021a074	v2#20	邑	酃		郎丁切。長沙縣名。	117		
a021a081	v2#20	邑	郘		力語切。鄨縣亭名。	117		
a021a082	v2#20	邑	䣂		力對切。桂陽䣂陽縣也。亦作耒。	117		
a021a083	v2#20	邑	鄮		莫後切。會稽縣。	117		
a021a084	v2#20	邑	鄞		五斤切。會稽縣。	118		
a021a085	v2#20	邑	邴		彼景彼命二切。宋下邑也。	118		
a021a091	v2#20	邑	𨙶		補大切。郡名。亦作沛。	118		
a021a092	v2#20	邑	䣜		祚柯切。沛郡縣也。亦作酇。	118		
a021a093	v2#20	邑	𨙹		詩沼切。魯地名。	118		
a021a094	v2#20	邑	鄑		子斯切。北海都昌縣西有鄑城。	118		
a021a101	v2#20	邑	郜		故到切。濟陰成武縣東南城名。	118		
a021a102	v2#20	邑	鄄		故縣切。東郡鄄城名。	118		
a021a103	v2#20	邑	䢻		時真之刃二切。地名。	118		
a021a104	v2#20	邑	鄶		光會切。祝融之後國名、在鄭地。	119		
a021b011	v2#20	邑	酁		仕咸切。宋地名。	119		
a021b012	v2#20	邑	邛		渠恭切。山陽邛成縣。又蜀郡有臨邛縣。	119		
a021b013	v2#20	邑	邧		牛遠切。邧新城。《說文》云：鄭邑也。	119		
a021b014	v2#20	邑	郔		與旃切。鄭北地。	119		
a021b021	v2#20	邑	郠		古杏切。《說文》云：琅邪莒邑。《春秋傳》曰：取郠。	119		
a021b022	v2#20	邑	鄒		仄牛切。魯縣也、古扶風附庸國、顓頊之后所封。俗作𨛄。	119		
a021b023	v2#20	邑	鄹		同上。又音聚。亭名、在新豐。	119		
a021b031	v2#20	邑	𨛄		同上、俗。	119		
a021b032	v2#20	邑	郰		仄牛切。《說文》云：魯下邑、孔子之鄉。《論語》作鄹。	119		
a021b033	v2#20	邑	鄅		記甫有甫二切。鄅國今琅邪、開陽縣。《左氏傳》云：邾人入鄅。	120		
a021b041	v2#20	邑	䣄		似諸達胡二切。《說文》云：邾下邑地、魯東有䣄城。	120		
a021b042	v2#20	邑	邿		式時切。任城亢父縣有邿亭。	120		
a021b043	v2#20	邑	郕		時盈切。東平亢父縣有郕鄉。	120		
a021b051	v2#20	邑	䣍		烏斂切。周公所誅叛國商奄是也。	120		
a021b052	v2#20	邑	酄		虎官切。魯下邑、濟北蛇丘縣也。	120		
a021b053	v2#20	邑	邳		蒲悲切。奚仲之後所封、在魯薛縣。	120		
a021b061	v2#20	邑	郞		力當切。魯邑。《左氏傳》曰：費伯帥、師城郎。又漢官尚書郎。	120		
a021b062	v2#20	邑	䣡		魚奇切。臨淮徐地也。	121		
a021b063	v2#20	邑	鄣		之羊切。《左氏傳》：紀子奔於紀鄣鄣莒邑也。	121		
a021b071	v2#20	邑	邗		古寒戶安二切。《左氏傳》云：吳城邗、今廣陵韓江是。	121		
a021b072	v2#20	邑	郈		胡走切。東平無鹽鄉。	121		
a021b073	v2#20	邑	𨟍		古穫切。大也。今作郭。《白虎通》云：所以必立城郭者、示有固守也。	121		
a021b081	v2#20	邑	郭		同上。	121		
a021b082	v2#20	邑	郳		五奚切。東海昌慮縣有郳城。	121		
a021b083	v2#20	邑	郚		午姑切。朱虛縣、東南魯下邑也。	121		
a021b084	v2#20	邑	郣		蒲突切。《說文》云：郣海郡。一曰地之起者曰郣。	121		
a021b091	v2#20	邑	𨝸		徒耽切。地在濟南平陵縣南。	121		
a021b092	v2#20	邑	郯		徒甘切。東海縣也。	121		
a021b093	v2#20	邑	邪		以遮切。琅邪郡。又音斜。《論語》：思無邪。	122		
a021b101	v2#20	邑	郲		里該切。熒陽縣東郲城、齊滅之。	122		
a021b102	v2#20	邑	酅		胡圭切。紀邑、在安平縣。	122		
a021b103	v2#20	邑	鄫		在陵切。《春秋》曰：鄫子來朝、今琅邪縣也。	122		
a022a011	v2#20	邑	邞		方無切。琅邪縣也。	122		
a022a012	v2#20	邑	邭		巨俱居住二切。地名。	122		
a022a013	v2#20	邑	𨚵		子代切。故國在陳留外黃縣。	122		
a022a014	v2#20	邑	郂		家哀切。陳留鄉。	122		
a022a015	v2#20	邑	邽		公攜切。京兆有下邽縣、隴西有上邽縣。	122		
a022a021	v2#20	邑	郮		之由切。故國黃帝後所封也。	123		
a022a022	v2#20	邑	𨝴		胡光切。古國名。	123		
a022a023	v2#20	邑	𨚓		彼冀切。魯季氏邑。《論語》作費。或作鄪。	123		
a022a031	v2#20	邑	鄪		同上。	123		
a022a032	v2#20	邑	鄕		許良切。五黨名。亦作郷。	123		
a022a033	v2#20	邑	酀		於田切。地名。	123		
a022a034	v2#20	邑	𨚑		去牛切。地名。	123		
a022a035	v2#20	邑	邱		同上。	123		
a022a036	v2#20	邑	𨚴		汝諸切。地名。	123		
a022a041	v2#20	邑	鄝		來鳥切。地名。	123		
a022a042	v2#20	邑	𨙺		女九切。地名。	123		
a022a043	v2#20	邑	䢳		居里切。地名。	123		
a022a044	v2#20	邑	𨝫		希及切。地名。	123		
a022a045	v2#20	邑	䣇		渠留切。郷在陳留。	123		
a022a046	v2#20	邑	𨟙		於盈於井二切。地名。	124		
a022a051	v2#20	邑	𨛭		始居切。《春秋》曰：徐人取𨛭。杜預曰：今廬江𨛭縣。	124		
a022a052	v2#20	邑	𨛵		呼土切。魯地名。	124		
a022a053	v2#20	邑	邩		呼果切。地名。	124		
a022a054	v2#20	邑	鄬		爲彼切。地名。《春秋》曰：會于鄬。杜預云鄭地。亦作爲。	124		
a022a061	v2#20	邑	邖		所閒切。地名。	124		
a022a062	v2#20	邑	䣘		徒郎切。《續漢書》云：廣陵䣘邑也。	124		
a022a063	v2#20	邑	𨟐		同上、出《說文》。	124		
a022a064	v2#20	邑	邨		且孫切。地名。亦作村。又音豚。	124		
a022a071	v2#20	邑	𨜴		胡蠟切。地名。	124		
a022a072	v2#20	邑	𨞨		居大切。地名。	125		
a022a073	v2#20	邑	𨝌		公安切。地名。	125		
a022a074	v2#20	邑	𨟏		與金切。地名。	125		
a022a075	v2#20	邑	𨞾		欣陵切。地名。	125		
a022a081	v2#20	邑	䣀		渠詭切。《山海經》云：綸山東陸䣀山。又居委切。	125		
a022a082	v2#20	邑	䣆		胡經切。鄉名、在高密。《左氏傳》云：戰於井䣆。	125		
a022a083	v2#20	邑	鄀		如灼切。左氏傳曰秦晉伐鄀、秦楚界小國也。	125		
a022a091	v2#20	邑	邥		舒甚切。《左氏傳》曰：敗戎於邥垂。杜預云：周地河南新城縣北有垂亭。	125		
a022a092	v2#20	邑	邤		許斤切。地名。	125		
a022a093	v2#20	邑	鄟		諸緣徒桓二切。邾婁之邑。	125		
a022a101	v2#20	邑	鄵		七到切。鄭地。《左氏傳》曰：鄭伯卒於鄵。	125		
a022a102	v2#20	邑	鄸		莫中切。《左氏傳》云：曹公孫會自鄸、出奔宋鄸曹邑也。	125		
a022a103	v2#20	邑	䢿		於干切。當陽里。	126		
a022b011	v2#20	邑	郼		於畿切。殷國名。《呂氏春秋》曰：湯立爲天子、商不變肆親郼如夏。高誘曰：郼讀如衣、今兖州人謂殷氏皆曰衣。	126		
a022b012	v2#20	邑	䣔		胥果切。河南亭。	126		
a022b021	v2#20	邑	𨛌		莫郎切。《廣蒼》云：鄉在藍田。	126		
a022b022	v2#20	邑	鄯		時戰切。鄯善、西域國。《漢書》云：本名樓蘭城、去長安六千一百里、元鳳四年傳介子誅其王、更名其國謂鄯善。又時演切。	126		
a022b031	v2#20	邑	䣎		莊𨤲切。鄉名。	126		
a022b032	v2#20	邑	䣟		才含切。貝丘亭。	126		
a022b033	v2#20	邑	𤜡		胡灰切。睢陽鄉名。	126		
a022b034	v2#20	邑	部		傍口切。分判也。《史記》：置大農部丞、數十人分部主郡國。《漢書》：行無部曲。《注》云：將軍領軍、皆有部曲、大將軍營五部、部校尉一人、部下有曲、曲有軍候一人。	126		
a022b051	v2#20	邑	𨚖		子移切。谷口。	126		
a022b052	v2#20	邑	䣤		苦縛具縛二切。聞喜縣鄉名。	126		
a022b053	v2#20	邑	𨛬		步回切。聞喜鄉。	127		
a022b054	v2#20	邑	𨙽		渠今切。亭名、在重安。	127		
a022b055	v2#20	邑	𨜕		胡絳切。門外道也。與巷同。	127		
a022b061	v2#20	邑	𨜔		戶光切。古縣名。	127		
a022b062	v2#20	邑	䣅		時眞切。姓也。	127		
a022b063	v2#20	邑	𨜵		烏昆切。鄉名、在蜀。	127		
a022b064	v2#20	邑	郀		口孤切。秦地、在河東當郀首也。	127		
a022b065	v2#20	邑	𨛒		蒲故切。亭名。	127		
a022b071	v2#20	邑	𨛶		人丘切。鄉名。	127		
a022b072	v2#20	邑	𨚯		徒紅切。鄉名。	127		
a022b073	v2#20	邑	鄌		徒郎切。國名。	127		
a022b074	v2#20	邑	𨚘		無沸切。地名。	127		
a022b075	v2#20	邑	𨛮		寄魚切。國名。	128		
a022b076	v2#20	邑	郃		侯閤切。左馮翊郃陽縣。	128		
a022b081	v2#20	邑	郩		胡交切。地名。	128		
a022b082	v2#20	邑	𨟠		九縛切。地名。	128		
a022b083	v2#20	邑	𨜳		徒冬切。古國名。	128		
a022b084	v2#20	邑	郆		居一切。地名。一云郆成山。	128		
a022b085	v2#20	邑	𨜙		如舟切。	128		
a022b086	v2#20	邑	䣛		此栗切。《說文》云：齊地也。	128		
a022b091	v2#20	邑	𨛏		七課切。山名。	128		
a022b092	v2#20	邑	𨛰		阻生切。國名。	128		
a022b093	v2#20	邑	𨞕		丁丑切。縣名。	128		
a022b094	v2#20	邑	𨝛		唐盧切。地名。	128		
a022b095	v2#20	邑	𨝲		古熬切。鄉名。	128		
a022b101	v2#20	邑	𨝓		毗聊切。地名。	129		
a022b102	v2#20	邑	𨝎		苦昂切。地名。	129		
a022b103	v2#20	邑	𨜸		胡遘切。縣名。	129		
a022b104	v2#20	邑	鄽		直連切。市鄽。俗作䣑。	129		
a022b105	v2#20	邑	䣐		於京切。地名。	129		
a022b106	v2#20	邑	鄺		音荒。姓、出廬江縣。	129		
a023a011	v2#20	邑	𨝳		子思切。谷名。	129		
a023a012	v2#20	邑	𨚳		呼光切。縣名。	129		
a023a013	v2#20	邑	𨙮		扶嚴切。地名。	129		
a023a014	v2#20	邑	䣋		七海切。地名。	129		
a023a015	v2#20	邑	邸		都禮切。邑名。又邸舍也。	129		
a023a021	v2#20	邑	𨛴		胡老切。邑名。	129		
a023a022	v2#20	邑	𨚲		才孫切。𨚲䣕縣、在犍爲。	130		
a023a023	v2#20	邑	䣕		莫霸切。又音馬。	130		
a023a024	v2#20	邑	𨝔		知升切。國名。	130		
a023a025	v2#20	邑	𨜓		知盈切。地名。又直盈切。	130		
a023a031	v2#20	邑	𨛕		余舟切。鄉名。	130		
a023a032	v2#20	邑	𨝵		所間切。地名。	130		
a023a033	v2#20	邑	𨝑		古喚切。亭名。	130		
a023a034	v2#20	邑	䣙		蒲梅切。鄉名。	130		
a023a035	v2#20	邑	郕		食盈切。縣名。	130		
a023a036	v2#20	邑	𨜶		於亦切。地名。	130		
a023a041	v2#20	邑	𨛯		語其切。	130		
a023a042	v2#20	邑	𨝱		昨焦切。地名。	130		
a023a043	v2#20	邑	邼		去王切。邑名。	130		
a023a044	v2#20	邑	郴		丑吟切。縣名、在桂陽。	131		
a023a045	v2#20	邑	𨞩		去虐切。地名。	131		
a023a046	v2#20	邑	邒		徒苓切。鄉名。	131		
a023a051	v2#20	邑	𨙯		且孫切。鄉名。	131		
a023a052	v2#20	邑	𨝏		力之切。鄉名。	131		
a023a053	v2#20	邑	𨜖		五俱切。地名。	131		
a023a054	v2#20	邑	𨚰		祖浩切。邑名、在筑陽。	131		
a023a055	v2#20	邑	𨝰		九小切。國名。	131		
a023a056	v2#20	邑	𨛐		息俊切、地名。	131		
a023a061	v2#20	邑	䢾		息典切。國名。	131		
a023a062	v2#20	邑	𨚕		皮變切。邑名。	131		
a023a063	v2#20	邑	𨙷		子省切。地名。	131		
a023a064	v2#20	邑	䢼		居顒切。邑名、亦亭名。	131		
a023a065	v2#20	邑	𨜽		余之切。地名。	132		
a023a071	v2#20	邑	䣢		慈夕切。《說文》云：蜀地也。	132		
a023a072	v2#20	邑	邾		中廚切。江夏縣、亦魯附庸國。	132		
a023a073	v2#20	邑	𨝍		音遷。《說文》云：地名也。	132		
a023a074	v2#20	邑	𨝯		徒紅切。地名。又姓。	132		
a023a081	v2#20	邑	𨟀		力脂切。國名。	132		
a023a091	v2#21	司	司		胥茲切。司者主也。《說文》云：臣司事於外者也。	132		
a023a092	v2#21	司	伺		胥咨司志二切。候也、察也。《廣雅》《埤蒼》並作覗。	132		
a023a101	v2#21	司	詞		似茲切。《說文》云：意内而言外也。	133		
a023a102	v2#21	司	𤔲		籀文。	133		
a023b011	v2#22	士	士		事几切。事也。《傳》曰：通古今辯不然謂之士、數始於一終於十。孔子曰推一合十為士。	133		
a023b021	v2#22	士	壻		思計切。《爾雅》云：女子之夫爲壻。或作婿。	133		
a023b022	v2#22	士	墫		七旬切。《詩》云：墫墫舞我。《爾雅》云：蹲蹲喜也。或作墫、亦作蹲。	133		
a023b023	v2#22	士	壯		阻亮切。健也、大也。《詩》云：克壯其猷。	133		
a023b091	v3#23	人	人		而眞切。《周書》云：惟人萬物之靈。孔安國曰：天地所生惟人爲貴。《易》曰：大人者與天地合其徳與日月合其明與四時合其序與鬼神合其吉凶。《禮記》云：人者五行之端。《太玄經》云：有九人、一爲下人、二爲平人、三爲進人、四爲下禄、五爲中禄、六爲上禄、七爲失志、八爲疾瘀、九爲極。《説文》云：天地之性、最貴者也、象臂脛之形。	134		
a024a011	v3#23	人	僮		徒東切。僮幼迷荒者。《詩》云：狂僮之狂也且。《傳》曰：狂行僮昬所化也。《廣雅》云：僮癡也。今爲童。	135		
a024a021	v3#23	人	仁		而眞切。《周禮》曰：六徳仁。鄭玄曰：愛人以及物。《左傳》云：不背本仁也。又曰參和爲仁。《論語》曰：殺身以成仁。又曰克己復禮爲仁。孔子曰人者仁也。鄭玄曰：仁謂施以恩義也。又曰郊杜之義、所以爲仁鬼神也。鄭玄曰：仁猶存也。《白虎通》曰：仁者好生。《説文》云：仁親也。古文作忎也。	135		
a024a041	v3#23	人	傂		息移切。傂祁地名。亦作虒。又池爾直離二切。佌傂參差也。	135		
a024a051	v3#23	人	伾		匹眉切。有力也。《廣雅》云：伾衆也。	136		
a024a052	v3#23	人	弔		丁叫切。弔生曰唁、弔死曰弔。又音的。至也。	136		
a024a053	v3#23	人	伄		丁叫切。伄儅、不常也。	136		
a024a054	v3#23	人	儅		丁盎切。伄儅。又丁堂切。	136		
a024a061	v3#23	人	候		胡遘切。《説文》曰：伺望也。《周禮》：有候人。	136		
a024a062	v3#23	人	偂		則前切。又音翦。	137		
a024a063	v3#23	人	仳		芳止切。《説文》云：別也。《詩》曰：有女仳離。又防脂切。	137		
a024a071	v3#23	人	儂		奴冬切。吳人稱、我是也。	137		
a024a072	v3#23	人	㑗		式神切。妊身也。	137		
a024a073	v3#23	人	傑		奇哲切。英傑。《詩》曰：邦之傑兮。傑特立也。	137		
a024a074	v3#23	人	倕		是推切。重也、黃帝時巧人名。	137		
a024a081	v3#23	人	𠍮		同上。	137		
a024a082	v3#23	人	保		補道切。《書》曰：明徴定保。保安也。《説文》：養也。	138		
a024a083	v3#23	人	𠈃		《説文》：保字。	138		
a024a084	v3#23	人	𠍂		古文保。亦作𣎼。	138		
a024a085	v3#23	人	伭		胡田切。佷也。	138		
a024a091	v3#23	人	𠆺		同上。	138		
a024a092	v3#23	人	企		去智切。《説文》云：舉踵也。《詩》云：如企斯翼。	138		
a024a093	v3#23	人	𧾺		古文。	138		
a024a094	v3#23	人	俊		子峻切。《説文》云：才過于人也。《書》曰：克明俊德。	138		
a024a095	v3#23	人	儁		同上俗作隽。	138		
a024a101	v3#23	人	仞		如震切。《周書》曰：爲山九仞。孔安國曰：八尺曰仞。鄭玄曰：七尺曰仞。	138		
a024a102	v3#23	人	仕		助里切。《説文》云：學也。《論語》曰：學而優則仕、仕而優則學。	138		
a024b011	v3#23	人	俅		渠鳩切。《詩》云：載弁俅俅。《箋》云：恭愼也。	139		
a024b012	v3#23	人	儒		如俱切。《説文》曰：柔也。	139		
a024b013	v3#23	人	仲		直衆切。《詩》云：仲氏任只仲中也。	140		
a024b014	v3#23	人	伯		博陌切。《説文》云：長也。《曲禮》：五官之長曰伯、謂爲三公者。《周禮》：九命作伯。	140		
a024b021	v3#23	人	佰		莫白切。《説文》云：相十佰也。《漢書食貨志》云：而有仟佰之得。《注》云：仟謂千錢、佰謂百錢。	140		
a024b031	v3#23	人	偰		相裂切。高辛氏之子、堯司徒、殷之先也。亦作契。	140		
a024b032	v3#23	人	倩		此見切。《詩》云：巧笑倩兮、倩好口輔也。又七性切。假倩也。	140		
a024b033	v3#23	人	伊		於脂切。《爾雅》曰：維也。注謂發語辝也。	140		
a024b041	v3#23	人	𠜧		古文。	140		
a024b042	v3#23	人	伀		職容切。《方言》曰：𤄎沐、或謂、佂伀也。	141		
a024b043	v3#23	人	佂		之成切。《廣雅》云：佂伀懼也。	141		
a024b044	v3#23	人	儇		呼縁切。《詩》云：揖我謂我儇。利也。又慧也。	141		
a024b051	v3#23	人	侅		胡改姑來二切。奇侅非常也。	141		
a024b052	v3#23	人	倓		徒甘切。靜也、恬也。《説文》：安也。	141		
a024b053	v3#23	人	𠋴		《説文》同上。	141		
a024b054	v3#23	人	僷		與攝切。《楚辝》云：衣攝僷以儲與兮。攝僷、不舒展皃。	141		
a024b061	v3#23	人	偞		字書僷字。	141		
a024b062	v3#23	人	份		彼陳切。《説文》云：份、文質備也。《論語》云：文質份份。亦作彬。	141		
a024b063	v3#23	人	僚		旅條切。《書》曰：百僚師師、僚官也。又同官曰僚也。	142		
a024b071	v3#23	人	佖		皮筆頻必二切。怭威儀也。	142		
a024b072	v3#23	人	仜		胡東切。大腹也。	142		
a024b073	v3#23	人	僝		士簡切。《虞書》曰：共工方鳩僝功。僝見也。又具也。	142		
a024b081	v3#23	人	儠		理攝切。《說文》云：長壯儠儠也。	142		
a024b082	v3#23	人	儦		彼鴞切。《詩》云：朱幩儦儦盛貌也。	142		
a024b083	v3#23	人	儺		奴何切。《説文》云：行有節也。《詩》云：佩玉之儺。又奴可切。	143		
a024b091	v3#23	人	僓		他罪切。長好皃。又嫺也。又胡對切。	143		
a024b092	v3#23	人	佶		其吉切。正也。《詩》云：旣佶且閑。	143		
a024b093	v3#23	人	倭		於爲切。《説文》云：順皃。《詩》云：周道倭遟。又烏禾切。國名。	143		
a024b101	v3#23	人	俁		牛矩切。大也。《詩》云：碩人俁俁、容皃大也。	143		
a024b102	v3#23	人	健		渠建切。《易》曰：乾健也、天行健、君子以自强不息。	143		
a024b103	v3#23	人	俟		牀史切。《詩》云：儦儦俟俟、獸趨行貌。又候也。音祈。虜複姓方俟氏。	143		
a025a011	v3#23	人	倞		渠向渠命二切。強也。	143		
a025a012	v3#23	人	傹		同上。	143		
a025a013	v3#23	人	傲		五到切。《書》云：瞽子、父頑、母嚚、象傲、傲慢不友也。	144		
a025a021	v3#23	人	仡		語訖切。《説文》云：勇壯也。《書》云：仡仡勇夫。	144		
a025a022	v3#23	人	儼		宜檢切。《詩》云：碩大且儼。儼、矜莊貌。	144		
a025a023	v3#23	人	俚		良子切。頼也。《説文》云：聊也。	144		
a025a031	v3#23	人	俺		於劔切。《説文》云：大也。	144		
a025a032	v3#23	人	侚		詞俊切。疾也。	144		
a025a033	v3#23	人	𠊫		字書侚字。	144		
a025a034	v3#23	人	伴		蒲滿切。侶也。又蒲旦切。《詩》云：無然伴換。伴換猶跋扈也。	144		
a025a035	v3#23	人	佳		革崖切。《説文》云：善也。《楚辝》云：妬佳冶之芬芳兮。	144		
a025a041	v3#23	人	僩		下板切。武皃。《詩》云：瑟兮僩兮、僩寛大也。又音𥳑。	145		
a025a042	v3#23	人	倬		知角切。明也、大也。	145		
