# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# YYP: Yuanben Yupian 原本玉篇 database
#
# *Yupian* 玉篇, original edition 原本. Gu Yewang 顧野王 of the Liang dynasty 梁, 543.
# This file is intended as a full-text entry-level dataset for the surviving old manuscript fragments preserved in Japan.
# The present transcription is still provisional and not yet fully proofread. Users must consult the facsimile reproductions
# and the published printed transcriptions when using the data for research purposes.
#
# Introduction to the *Yuanben Yupian* (YYP)
#
# The term Yuanben Yupian (原本玉篇, “original Yupian”) designates the tradition of Tang-dynasty manuscript copies of the Yupian,
# the lexicon compiled by Gu Yewang (顧野王) of the Liang dynasty. No complete scroll survives today; only fragments and partial
# rolls are extant. In Japan, surviving portions are today preserved in institutions such as the Daitōkyū Kinen Bunko, Waseda
# University, the Kyoto National Museum, Fujita Museum, Jingū Bunko, Daifukukō-ji, Kōzan-ji, and Ishiyama-dera. The current dataset
# contains 2,087 entry-level records. Known portions include juan 8 (Heart radical); juan 9, now divided among Waseda University,
# the Kyoto National Museum, and an untraced fragment; juan 18 latter portion (preserving radical 271 放部 through 274 工部,
# and radical 277 卜部 through 284 方部, including the 卜, 車, and 舟 sections); juan 19 (Water radical 285); juan 22
# (from radical 343 山部 through radical 356 厽部, ending at 參); juan 24 (Fish radical 397); and juan 27
# (from 糸部 425 through 索部 431). Many of these witnesses are designated
# National Treasures or Important Cultural Properties.
#
# As foundational resources for full-text transcription, the facsimile volumes published in the 1930s series Tōhō Bunka Sōsho
# (東方文化叢書) remain standard points of reference. Additional sources include the 1882 carved edition in Li Shichang and Yang
# Shoujing’s *Guyi Congshu* (古逸叢書), Luo Zhenyu’s 1917 facsimile edition, and the 1985 Zhonghua Shuju edition. The sectional
# sequence of juan 27 can be reconstructed by combining the Kōzan-ji and Ishiyama-dera manuscripts, while images of juan 9 are
# publicly available through Waseda University’s digital collection. Recent scholarship, notably Yao Yongming’s *Yuanben Yupian
# Canjuan Jiaozheng* (《原本玉篇殘卷校證》, 2023), has further advanced the collation and philological study of the surviving manuscripts.
#
# Version: 1.1.2
# Date: 23 May 2026
# Last update : 20 June 2026
#
# Copyright (c) 2026 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com
#
# Data License Information and Access Rights
# License:
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability):
# Open access
#
# File Format Information:
# Delimiter: Tab (\t)
# Encoding: UTF-8
# Header Row: The line immediately following these comment lines is the header row containing column names.
#
# Column Description:
# YYID              Item ID. Begins with `Y`, followed by volume and location-based numbering as assigned in the working data.
# YY_vol_radical    Volume and radical number, e.g. `v08#088`, `v27#425`.
# Entry             Headword.
# Lv_page           Page or location reference used in the Lü Hao (Lv Hao) 呂浩 reference framework.
# Yao_page          Page or location reference used in the Yao Yongming 姚永銘 reference framework; available only for a small portion of the dataset.
# YY_def            Definition of pronunciation, meaning, variants, and citations.
# YY_remarks        Editor's notes and structural notes in the working data.
# TBID              Cross-reference ID to `KTB.tsv` when available.
# SYID              Cross-reference ID to `SYP.tsv` when available; `△` indicates no direct correspondence was assigned in the current data.
# YY_img_filename   Image filename corresponding to the entry in the current image set; this refers to an internal working image set, not publicly released.
#
# Data Conventions:
# - Empty fields are represented by an empty string ("").
# - Cross-reference columns (`TBID`, `SYID`) preserve the current working values as-is.
# - `YY_def` retains punctuation, omission markers, and editorial signs exactly as entered in the source spreadsheet.
# - `YY_remarks` retains current editorial comments, including notes such as `重文`, `有再注字`, `字体注`, and `原本補入`.
#
# Primary Sources:
# - Surviving manuscript fragments of the original *Yupian* preserved in Japan, including vols. 8, 9, 18, 19, 22, 24, and 27.
# - Major holders include Kōzan-ji 高山寺, Ishiyama-dera 石山寺, Waseda University, Kyoto National Museum, Fujita Museum, Jingū Bunko, Dai Tōkyū Kinen Bunko, and Daifukukō-ji.
#
# Reproductions and Reference Editions:
# - 黎庶昌・楊守敬『古逸叢書』所収『原本玉篇』, 1882.
# - 羅振玉跋『原本玉篇残巻』, 1917.
# - 東方文化叢書第六所収の各巻影印, 東方文化学院, 1933-1935.
# - 『原本玉篇残巻』, 中華書局, 1985.
#
# Editions and annotated studies
# - Okai Shingo, *Gyokuhen no Kenkyū* (『玉篇の研究』), The Toyo Bunko, 1933.
# - Mabuchi Kazuo, “Gyokuhen Itsubun Hosei” (「玉篇佚文補正」), *Tokyo Bunrika Daigaku Kokugo Kokubun Gakkai Kiyō* (『東京文理科大学国語国文学会紀要』), 3: 1–153, 1952.
# - Kōzanji Tenseki Monjo Sōgō Chōsadan, *Kōzanji Kojisho Shiryō Daiichi* (『高山寺古辞書資料第一』), University of Tokyo Press, 1977.
# - Hu Jixuan, *Yupian Jiaoshi* (《玉篇校釋》), Shanghai Guji Chubanshe, 1989.
# - Zang Kehe, *Zhonggu Hanzì Liubian* (《中古漢字流變》), East China Normal University Press, 2008.
# - Lv Hao, *〈Yupian〉 Wenxian Kaoshu* (《〈玉篇〉文獻考述》), Shanghai People’s Publishing House, 2018.
# - Yao Yongming, *Yuanben Yupian Canjuan Jiaozheng* (《原本玉篇殘卷校證》), Zhejiang Guji Chubanshe, 2023.
#
# This work was supported by JSPS KAKENHI Grant Number 25370506, 16H03422, 19H00526, 23K17500 and 25K00466.
#
# Notes:
# - `Yao_page` remains a work-in-progress reference field.
#
YYID	YY_vol_radical	Entry	Lv_page	Yao_page	YY_def	YY_remarks	TBID	SYID	YY_img_filename
Y09203289-2	v09#113	飽	170	259	補狡反。《論語》：君子食無求飽。《說文》：飽饜也。野王案饜足皆曰飽，不但於食也。《毛詩》：既醉以酒又飽以德是也。《廣雅》：飽滿也。		3_034_B12	a091b043	Y09a-36-16-2.jpg
Y09203290-1	v09#113	𩛞	170	259	《說文》：古文飽字也。		3_034_B121	a091b044	Y09a-37-01-1.jpg
Y09203291-1	v09#113	𩜕	170	259	《說文》：亦古文飽字也。		3_034_B122	a091b045	Y09a-37-02-1.jpg
Y09203291-2	v09#113	䬼	170	260	於縣反。《說文》：䬼，猒也。野王案大戴礼，飲酒而醉食肉而䬼是也，或為肙字。在肉部，或為噮字。在口部。		3_034_B21	a091b046	Y09a-37-02-2.jpg
Y09203292-1	v09#113	饒	170	260	如燒反。《左氏傳》：沃饒而近監。野王案《廣雅》：饒多也，謂豐厚也。《礼記》：不饒富是也。《說文》：饒飽也。《廣雅》：饒益也。《聲類》：饒餘也。		3_034_B22	a091b047	Y09a-37-03-1.jpg
Y09203293-1	v09#113	餘	170	261	与居反。《尚書》：餘波入於流沙。野王案餘猶贏也。《左氏傳》：君之餘也，賈余餘勇是也。《爾雅》：烈餘也。《方言》：晉衛之間，謂餘曰烈。郭璞曰，謂殘餘也。野王案《礼記》：餕餘不祭是也。《左氏傳》：餘子不失職者。杜預曰：卿之庶子為餘子也。《公羊傳》：齊魯餘喪歸父之無後，何休曰，餘者皆共之辞也，闗東語也。《楚辞》：覽冀州兮有餘。王逸曰餘他也。《說文》：餘饒也。《廣雅》：餘非也，餘皆也。		3_034_B31	a091b051	Y09a-37-04-1.jpg
Y09203296-1	v09#113	餀	171	261	呼带反。《爾雅》：謂之喙。郭璞曰：餀，物臭也。《說文》：食而臭之也。		3_034_B32	a091b052	Y09a-37-07-1.jpg
Y09203297-1	v09#113	餯	171	262	呼廢反。《埤蒼》：餀矣也。		3_034_B41	△	Y09a-37-08-1.jpg
Y09203297-2	v09#113	餞	171	262	自翦疾面二反。《尚書》：寅餞內日，餞送也。《毛詩》：飲餞于禰。《傳》：云：祖而舍軷飲酒於其側曰餞也。《韓詩》：送行飲酒曰餞也。野王案《左氏傳》：餞宣子於郊是也。		3_034_B42	a091b054	Y09a-37-08-2.jpg
Y09203299-1	v09#113	館	171	263	古換反。《周礼》：凡軍旅之賓客館焉。鄭玄曰：館舍也。野王案：《毛詩》：于邠斯館。《國語》：館于宗廟並是也。《說文》：客舍也。《周礼》：五礼五十里有市，〻有候〻館〻有積，以待朝聘之館是也。野王案：客舍逆旅名候館也。《礼記》：公館者公宮与公所為也，私館者自卿大夫以下之家也。《周礼》：司巫，掌祭祀共以祖館。鄭玄曰：館所以亟藉若今筴也。		3_034_B51	a091b055	Y09a-37-10-1.jpg
Y09203302-1	v09#113	饕	171	264	敕高反。《左氏傳》：縉雲氏有不才子，貪于貨賄，聚斂積實，不知紀極，天下之民謂之饕飻也。杜預曰：貪財為饕，貪食為飻也，或以為叨子，在口部。		3_034_B52	a091b061	Y09a-37-13-1.jpg
Y09203304-1	v09#113	𩞂	171	264	《說文》：籒文饕字也。		3_034_B521	a091b062	Y09a-37-15-1.jpg
Y09203304-2	v09#113	飻	171	264	他結反。《說文》：貪也。		3_034_B61	a091b063	Y09a-37-15-2.jpg
Y09203304-3	v09#113	餮	171	264	亦飻字也。		3_034_B611	a091b064	Y09a-37-15-3.jpg
Y09203304-4	v09#113	饖	171	265	於吠反。《說文》：飯傷熟也。《蒼頡篇》：食臭也。		3_034_B62	△	Y09a-37-15-4.jpg
Y09203305-1	v09#113	饐	171	265	於利反。《論語》：食饐而餲。孔安國曰：饐餲臭味變也。		3_035_A11	a091b065	Y09a-37-16-1.jpg
Y09203305-2	v09#113	䬥	171	265	《字書》：古文饐字也。		3_035_A111	a091b066	Y09a-37-16-2.jpg
Y09203306-1	v09#113	餲	171	266	於例於芥二反。《尓雅》：食饐謂之餲。郭璞曰：飯穢臭也。《說文》：飯傷濕也。		3_035_A12	a091b067	Y09a-37-17-1.jpg
Y09203306-2	v09#113	饑	171	266	羈衣反。《左氏傳》：晉荐饑。杜預曰：麥禾皆不熟曰饑。郭璞曰：五穀不熟也。《穀梁傳》：二穀不升謂之饑也，五穀不升為大饑也。今或為飢。		3_035_A21	a091b071	Y09a-37-17-2.jpg
Y09203308-1	v09#113	饉	172	266	奇鎮反。《毛詩》：降喪饑饉。《傳》：曰：蔬不熟為饉也。《爾雅》：亦云。郭璞曰：凡艸菜可食者通名蔬也。《穀梁傳》：三穀不升謂之饉也。		3_035_A22	a091b072	Y09a-38-02-1.jpg
Y09203309-1	v09#113	𩚚	172	267	於讁反。《說文》：𩚬饑也。		3_035_A31	a092a093*	Y09a-38-03-1.jpg
Y09203309-2	v09#113	餧	172	267	奴猥反。《論語》：耕也，餧在其中矣。鄭玄曰：餧餓也。又曰魚餧而肉敗。孔安國曰：魚敗曰餧也。《字書》：或為鯘字。在魚部。又音於偽反。《礼記》：餧獸之藥。野王案：以物散与鳥獸食之。《楚辞》：鳳亦不貪餧而安食是也。《廣雅》：餧飤也。		3_035_A32	a092a102	Y09a-38-03-2.jpg
Y09203311-1	v09#113	飢	172	268	羈治反。《毛詩》：惄如調飢。野王案：人畜須食也。《說文》：餓也。《蒼頡篇》：餧也。		3_035_A41	a091b073	Y09a-38-05-1.jpg
Y09203312-1	v09#113	𩚮	172	268	《字書》：古文飢字也。		3_035_A411	a091b074	Y09a-38-06-1.jpg
Y09203312-2	v09#113	餓	172	268	五賀反。《論語》：伯夷叔齊餓死于首陽之下。《說文》：餓飢也。		3_035_A42	a091b075	Y09a-38-06-2.jpg
Y09203313-1	v09#113	餟	172	269	張芮反。《方言》：餟餽也。《說文》：祭酹也。《蒼頡篇》：祭也。《聲類》：今為醊字，在酉部。今或為掇字，在手部。		3_035_A51	a091b081	Y09a-38-07-1.jpg
Y09203314-1	v09#113	䬽	172	269	始銳始垂二反。《說文》：小餟也。《蒼頡篇》：門祭名也。《字書》：或為祱字。在示部。		3_035_A52	a091b082	Y09a-38-08-1.jpg
Y09203315-1	v09#113	䭨	172	270	《方言》：䭨餽也。《字書》：亦為䬽字。		3_035_A61	a091b083	Y09a-38-09-1.jpg
Y09203315-2	v09#113	䬴	172	270	莫達反。《說文》：食馬穀也。野王案《左氏傳》：秣馬蓐食。《毛詩》：言秣其馬是也。今為秣字。在禾部。		3_035_A62	a091b084	Y09a-38-09-2.jpg
Y09203316-1	v09#113	𩜁	172	270	力烝力甑二反。《說文》：馬食穀多，氣流逃下也。	烝、上田作蒸。	3_035_B11	a091b085	Y09a-38-10-1.jpg
Y09203316-2	v09#113	飤	172	271	囚姿反。《說文》：飤糧也，字從人仰食也。野王案：此謂以食供設与人也。《礼記》：孔子曰少施氏飤我以礼是也。《廣雅》：謂餅餧並飤也。《聲類》：飤哺也。今並為食字。		3_035_B12	a091b091	Y09a-38-10-2.jpg
Y09203318-1	v09#113	餗	172	271	思穀反。《周易》：鼎折足，覆公餗。野王案：鼎實也。《說文》：陳留人謂饘為餗也。或為鬻字。在鬻部。		3_035_B21	a091b093	Y09a-38-12-1.jpg
Y09203319-1	v09#113	餤	172	272	翼廉反。《毛詩》：亂是用餤。《傳》：曰：餤進也。或為濫字。在水部。		3_035_B22	a091b094	Y09a-38-13-1.jpg
Y09203319-2	v09#113	䭒	172	272	胥翼反。《方言》：䭒，息也，周鄭宋沛之間曰䭒。《廣雅》：餑䭒，長也。野王案：謂滋長也。《山海經》：[魚+玄]竊帝之息，壤以堙洪水是也。今並為息字。在心部。		3_035_B31	a091b053	Y09a-38-13-2.jpg
Y09203321-1	v09#113	餌	173	273	如志反。《周礼》：羞邊之實，糖餌粉粢。鄭玄曰：合蒸曰餌。《說文》：餌餅也。《蒼頡篇》：餌食也。野王案：凡所食之物也。《楚辞》：知貪餌而近死。《莊子》：任公子為巨鉤，五十犗以為餌。《大戴礼》：鷹隼魚鼈所以得之者，餌也，並是也。《字書》：餌䭐也。《說文》：或為鬻字，在鬻部。		3_035_B32	a091b095	Y09a-38-15-1.jpg
Y09203323-1	v09#113	䭐	173	274	餘障反。《方言》：餌謂之䭐。鄭玄注《礼記》：肝膋耳粮暗中膏以煎稻米，今膏䭐矣。	参看《太平御覽》《飲食部十八》「餌粢」。	3_035_B41	a091b096	Y09a-38-17-1.jpg
Y09203324-1	v09#113	𩚹	173	274	力丁反。《方言》：餌或謂之𩚹也。		3_035_B42	a091b102	Y09a-39-01-1.jpg
Y09203324-2	v09#113	餣	173	274	於劫反。《方言》：餌或為謂之餣。《廣倉》：餣粢也。		3_035_B51	a091b103	Y09a-39-01-2.jpg
Y09203324-3	v09#113	飩	173	274	徒昆反。《方言》：餌或為謂之飩也。《廣雅》：餛飩餅也。		3_035_B52	a091b104	Y09a-39-01-3.jpg
Y09203325-1	v09#113	餦	173	275	豬壃反。《方言》：餌或謂之餦餛也。		3_035_B61	a092a012	Y09a-39-02-1.jpg
Y09203325-2	v09#113	餛	173	275	胡昆反。《方言》：餦餛也。		3_035_B62	a091b105	Y09a-39-02-2.jpg
Y09203326-1	v09#113	餭	173	275	胡光反。《楚辞》：粔籹蜜餌有餦餭。王逸曰：餦餭餳也。《方言》：餳謂之餦餭。郭璞曰：即乾飴也。		3_036_A11	a092a011	Y09a-39-03-1.jpg
Y09203326-2	v09#113	䬵	173	275	古来反。《方言》：飴或謂之䬵也。		3_036_A12	a092a013	Y09a-39-03-2.jpg
Y09203327-1	v09#113	𩜌	173	276	於物於月二反。《廣雅》：䭉謂之𩜌。《字書》：亦登字也。登豆飴也。在豆部。		3_036_A21	a092a014	Y09a-39-04-1.jpg
Y09203327-2	v09#113	䭉	173	276	思累翼累二反。《方言》：飴或謂之䭉。郭璞曰：以豆屑糖也。《字書》：䭉登也。		3_036_A22	a092a016	Y09a-39-04-2.jpg
Y09203328-1	v09#113	𩜰	173	276	普力反。《埤倉》：飽也。		3_036_A42	a092a025	Y09a-39-05-1.jpg
Y09203329-1	v09#113	餹	173	276	徒當反。《方言》：餌或謂之餹。郭璞曰：江皆東言餹也。《釋名》：兗豫謂餌曰餹䬾也。		3_036_A31	a092a021	Y09a-39-06-1.jpg
Y09203329-2	v09#113	䭁	173	277	之世反。《廣雅》：䭁臭也。		3_036_A32	a092b016	Y09a-39-06-2.jpg
Y09203330-1	v09#113	𩛍	173	277	丁回反。《埤倉》：𩛍膏也。		3_036_A41	a092a097	Y09a-39-07-1.jpg
Y09203330-2	v09#113	餄	173	277	公洽反。《字書》：餄餅也。		3_036_A51	a092a031	Y09a-39-07-2.jpg
Y09203330-3	v09#113	𩚳	173	278	抹萬反。《周書》：黃帝始炊穀為𩚳。《呂氏春秋》：之𩚳美者，有玄山之禾，不周□□，湯山之穄，南海之秬也。《字書》：飤也。野王案：今並為飯字也。	扶：原作株。	3_036_A52	a091a103	Y09a-39-07-3.jpg
Y09203332-1	v09#113	餼	174	278	虗氣反。《左氏傳》：齊人饋之餼。杜預曰：生曰餼熟曰饔也。《儀礼》：餼之以其礼。鄭玄曰：以牲曰餼，餼猶稟給也。野王案：《礼記》：皆有常餼是也。《埤倉》：餼餽也。《字書》：餉也。或為䊠字。在米部。《說文》：為氣字。今以為雲气之气。在气部。		3_036_A61	a092a032	Y09a-39-09-1.jpg
Y09203334-1	v09#113	䬾	174	279	徒兮反。《埤倉》：餹䬾餌也。		3_036_A62	a092a022	Y09a-39-11-1.jpg
Y09203334-2	v09#113	䬧	174	279	五丸反。《廣雅》：䬧餌也。		3_036_B11	a092a033	Y09a-39-11-2.jpg
Y09203334-3	v09#113	䬫	174	279	達奚反。《字書》：䬫餬也。		3_036_B12	a092a034	Y09a-39-11-3.jpg
Y09203335-1	v09#113	䭘	174	279	乙景反。《方言》：䭘飽也。《字書》：䭘滿也。		3_036_B21	a092a035	Y09a-39-12-1.jpg
Y09203335-2	v09#113	䭊	174	279	《聲類》：亦䭘字也。		3_036_B211	a092a036	Y09a-39-12-2.jpg
Y09203335-3	v09#113	䭢	174	280	奴耕反。《埤蒼》：內充實也。		3_036_B22	a092a024	Y09a-39-12-3.jpg
Y09203336-1	v09#113	𩟊	174	280	女江反。《字書》：䭢𩟊強食也。		3_036_B31	a092a023	Y09a-39-13-1.jpg
Y09203336-2	v09#113	䬷	174	280	尸野反。《埤蒼》：䬷䬼也。	尸：原作刀、誤。	3_036_B32	a092a037	Y09a-39-13-2.jpg
Y09203336-3	v09#113	𩞪	174	280	奴管反。《蒼頡篇》：餽女也。		3_036_B41	a092a042*	Y09a-39-13-3.jpg
Y09203337-1	v09#113	䭈	174	280	記言反。《說文》：亦鬻也。鬻也。在鬻部。		3_036_B42	a092a043	Y09a-39-14-1.jpg
Y09203337-2	v09#113	飦	174	281	《穀梁傳》：惟哭飦粥。《廣雅》：飦饘也。《說文》：亦䭈字也。		3_036_B421	a092a044	Y09a-39-14-2.jpg
Y09203338-1	v09#113	𩜾	174	281	《礼記》：小切狼臅膏，以与稻米為餰。鄭玄曰：此《周礼》：酏食也。□酏當從⿰食斤。《說文》：亦䭈字也。		3_036_B51	a091a083	Y09a-39-15-1.jpg
Y09203338-2	v09#113	𩜐	174	282	呼乞反。《埤蒼》：䬣飽也。		3_036_B52	a092b083	Y09a-39-15-2.jpg
Y09203339-1	v09#113	䬬	174	282	於仰反。《埤蒼》：䬬飽也。《廣雅》：䬬滿也。		3_036_B61	a092a045	Y09a-39-16-1.jpg
Y09203339-2	v09#113	餑	174	282	蒲突反。《廣雅》：餑長也。《埤蒼》：䭒也。《字書》：亦為鬻字也，鬻炊釜溢也。在鬻部。		3_036_B62	a092b102	Y09a-39-16-2.jpg
Y09203340-1	v09#113	䭂	174	282	猗𦟻反。《廣雅》：䭂濕臭也。		3_037_A11	a092a098	Y09a-39-17-1.jpg
Y09203340-2	v09#113	餋	174	283	居媛反。《蒼頡篇》：常山謂祭曰餋也。		3_037_A12	a092a047	Y09a-39-17-2.jpg
Y09203341-1	v09#113	飺	174	283	似離反。《蒼頡篇》：飺嫌也。《聲類》：嬒也。《字書》：或為㖢字，在口部。		3_037_A21	a092a103	Y09a-40-01-1.jpg
Y09203341-2	v09#113	䭞	174	283	餘石反。《公羊傳》：䭞者祭之明日也。何休曰：継昨日事，不催地降神耳。《□(尓)雅》：䭞又祭也。周曰䭞，商曰融也。郭璞曰：春秋壬午猶□是也，祭之明日尋䭞又祭之也。《白虎通》：謂之䭞者何，□(䭞)者君將地出也。或為襗字，在示部。今為繹字，在糸部。		3_037_A22	a092a051	Y09a-40-01-2.jpg
Y09203344-1	v09#113	𩝜	175	284	於元反。《廣雅》：𩛟貪也。		3_037_A31	a092b012	Y09a-40-04-1.jpg
Y09203344-2	v09#113	䭖	175	284	之庶反。《埤倉》：䭖豕食也。		3_037_A32	a092a052	Y09a-40-04-2.jpg
Y09203344-3	v09#113	𩟓	175	284	胡郭反。《呂氏春秋》：伊尹曰甘而不□，肥而不𩟓。《埤蒼》：无味也。《字書》：飷也。		3_037_A41	a092a053	Y09a-40-04-3.jpg
Y09203345-1	v09#113	飷	175	285	子野反。《蒼頡篇》：飷無味也。		3_037_A42	a092a054	Y09a-40-05-1.jpg
Y09203345-2	v09#113	䭕	175	285	子冉反。《埤倉》：䭕薄味也。		3_037_A51	a091b101	Y09a-40-05-2.jpg
Y09203346-1	v09#113	䭤	175	285	去善反。《廣雅》：䭤摶也。《埤倉》：噍也。《聲類》：黏也。或為繾字。在系部。	標字欠損（脱字）	3_037_A52	a092a055	Y09a-40-06-1.jpg
Y09203346-2	v09#113	𩚷	175	285	立拾反。《說文》：古文粒字也，粒糁也，来粒也，在米部。		3_037_A61	a092a061	Y09a-40-06-2.jpg
Y09203347-1	v09#113	𩟋	175	286	視艶反。《聲類》：亦瞻字也。瞻足也，賙也，在貝部。	瞻：當作贍。	3_037_A62	a092a062	Y09a-40-07-1.jpg
Y09203347-2	v09#113	䭙	175	286	子荏反。《聲類》：或䤐字。□(䤐)歃伯也，⿰女發也。在酉部。或爲䐶字，在肉部。		3_037_B11	a092a063	Y09a-40-07-2.jpg
Y09203348-1	v09#113	餂	175	286	達兼反。《字書》：古文甛字也，甛義也，甘也，在甘部。		3_037_B12	a092a064	Y09a-40-08-1.jpg
Y09203348-2	v09#113	𩞀	175	287	[　　]反。《聲類》：亦糁字也，糁以米和羹也，在米部。		3_037_B21	a092a065	Y09a-40-08-2.jpg
Y09203349-1	v09#113	𩝙	175	287	視利反。《字書》：亦嗜字也，嗜[欲也，貪也。]在口部。或為𦞯字，[在肉部。或]為𨢍字，在酉部。	双掲出字。𨢍：原作⿰日耆。	3_037_B22	a092a066	Y09a-40-09-1.jpg
Y09203350-1	v09#113	𩝝	175	287	苦到反。《國語》：以膏沐𩝝師。賈逵曰：𩝝勞也。或為槁字，在木部。		3_037_B31	a092a071	Y09a-40-10-1.jpg
Y09203350-2	v09#113	䬿	175	288	烏鬼反。《埤倉》：陳大夫子䬿也。《字書》：或文尾字也。尾微也，鳥獸尾也。在尾部。		3_037_B32	a092a072	Y09a-40-10-2.jpg
Y09203351-1	v09#113	𩛺	175	288	居陸反。《廣雅》：𩛺饘也。		3_037_B41	a092a073	Y09a-40-11-1.jpg
Y09203351-2	v09#113	䭇	175	288	於結□(反)。《聲類》：或為噎字也，噎食不下也，在口部。		3_037_B42	a092a074	Y09a-40-11-2.jpg
Y09203352-1	v09#113	飲	175	289	於錦反。《字書》：亦㱃字也。㱃歠也，咽水也。在欠部。或為[今/水]字。在水部。		3_037_B51	a092a075	Y09a-40-12-1.jpg
Y09203353-1	v09#113	𩚜	175	289	《說文》：古文飲字也。		3_037_B511	a092a081	Y09a-40-13-1.jpg
Y09203353-2	v09#113	餕	175	290	子侚反。《公羊傳》：餕饔未就，何秀曰，餕熟食也，饔，熟肉也。《礼記》：餕餘不祭。鄭玄曰：食人之餘曰餕也。又曰夫祭有餕之者，祭之末也，古人有言，善終者如始，餕其是也，惠術也，可以觀政。鄭玄曰：為政尚施惠也。		3_037_B52	a092a083	Y09a-40-13-2.jpg
Y09203355-1	v09#113	餩	175	290	於北反。《字書》：噎字。		3_037_B61	a092a082	Y09a-41-01-1.jpg
Y09203356-1	v09#114	甘	176	290	古藍反。《尚書》：稼穡作甘。野王案甘者味之甛者也。《毛詩》：其甘如薺是也。又曰甘酒嗜音。孔安國曰：甘嗜無猒足也。《周易》：甘臨无攸利，王弼曰，甘者佞邪悅媚不正之名也。野王案《左氏傳》：幣重言甘是也。《毛詩》：甘心疾首。《傳》：曰，甘，厭也。《左氏傳》：受而甘心焉。杜預曰：思欲快意也。《楚辞》：此皆甘人。王逸曰：甘，美也，食人以為甘美也。《廣雅》：甘，樂也。野王案莊子甘繩窮到是也。	1	3_038_A21	a093a031	Y09a-41-02-1.jpg
Y09203360-1	v09#114	𤯎	176	291	公含紅談二反。《說文》：暦和也。	古屋1979:136、古屋1984:26㉑に挙例。	3_038_A22	a093a041*	Y09a-41-06-1.jpg
Y09203360-2	v09#114	甛	176		徒兼反。家語剖而食之甛美也。《廣雅》：甛甘也。《字書》：或為餂字也，在食部。	3	3_038_A31	a093a033	Y09a-41-06-2.jpg
Y09203361-1	v09#114	猒	176		於豔反。國語猒邇逐遠。野王案猒猶飽足而不欲復為也。《礼記》：獨樂奇志不猒其道是也。《爾雅》：豫射猒也。《方言》：猒安也。郭璞曰，足則定也。《說文》：飽也。《礼記》：祭有陰猒，有陽猒，宗子為殤而死，庶子弗為後也，其吉祭特牲是謂陰猒，凡殤与無後者祭於宗子之家，是謂陽猒。鄭玄曰：猒飫神也。野王案此字類甚多，音皆相似也，伏合人心之猒音於開反。為厭字。在厂部，鎮笮之猒音於甲於涉二反。為[猒/土]字。在土部，安靜猒猒於監反。為[猒/心]字。在心部，猒著按持之猒為擫字，音於類於[冖/覃]二反。在手部。	4	3_038_A32	a093a042	Y09a-41-07-1.jpg
Y09203366-1	v09#114	𤞣	176		《說文》：亦猒字也。	5	3_038_A321		Y09a-41-12-1.jpg
Y09203366-2	v09#114	⿱甘瓦	176		《字書》：古文猒字也。	6	3_038_A322		Y09a-41-12-2.jpg
Y09203366-3	v09#114	𤮼	176		徒戴反。《廣雅》：甙，甘也。		3_038_A41	a093a044	Y09a-41-12-3.jpg
Y09203366-4	v09#114	甚	176		時稔反。《毛詩》：上帝甚悼。野王案《蒼頡篇》：甚，孔也。《左氏傳》：吾又甚焉是也。《說文》：尤安樂也。《廣雅》：甚劇也。	標字欠損	3_038_A42	a093a045	Y09a-41-12-4.jpg
Y09203367-1	v09#114	𠯕	176		《說文》：古文甚字也。	標字欠損	3_038_A421	a093a051	Y09a-41-13-1.jpg
Y09203368-1	v09#114	甞	176		視楊反。亦嘗字也，嘗試也，秋祭也，口味也，昔蹔為之也，在旨部。		3_038_A61	a093a054	Y09a-42-01-1.jpg
Y09203370-1	v09#115	旨	176		支耳反。《尚書》：旨哉說乃言惟服。孔安國曰：旨美也。《周易》：詞也者各旨其所之也。野王案旨猶意也。《周易》：又曰，其旨遠其詞文是也。《韓詩》：其樂旨且，旨亦樂也，呂氏春秋以此旨國，高誘曰，旨志也。《說文》：以意志之旨為恉字。在心部。		3_038_B21	a093a061	Y09a-42-03-1.jpg
Y09203372-1	v09#115	𤮻	176		《說文》：古文旨字也。	掲出字：原本作⿱子口。	3_038_B212	a093a063	Y09a-42-05-1.jpg
Y09203372-2	v09#115	嘗	177		視楊反。《周礼》：以「嘗秋享」先生。《公羊傳》：秋，曰嘗，何休曰，嘗先辞也，秋穀成黍「先熟可得薦，故曰嘗」《論語》：君賜食必正席先嘗之，「孔安國曰，敬君惠」也。《礼記》：侑之飯徧嘗之是也。《左氏傳》：使「勇而無剛者嘗」寇。杜預曰：嘗試也。《公羊傳》：君嘗訊臣矣，「野王案嘗謂者蹔」為之也。《國語》：有慶未嘗不怡，有憂未嘗不戚，莊子嘗喝而不犯是也。		3_038_B22	a093a064	Y09a-42-05-2.jpg
Y09203377-1	v09#116	㳄	177		囚仙反。《說文》：慕欲也，亦口液也，或為[氵+侃]字。在水部。		3_038_B41	a093a071	Y09a-43-02-1.jpg
