# HDIC Project
# HDIC is an abbreviation of the Integrated Database of Hanzi Dictionaries in Early Japan
#
# KRM: Kanchi’inbon Ruiju Myogisho database
#
# Ruiju myogishō 類聚名義抄, Kanchi’in copy 観智院本, reorganized edition 改編本. 
# anonymous Buddhist monk, the latter half of the 12th century.
#
# Version: 1.1.97
# Date: 2024-06-11
# Last update : 2025-03-17
#
# Copyright (c) 2024-2025 HDIC project, IKEDA Shoju (Chair, Professor Emeritus, Hokkaido University)
# Research group of Linguistics, Hokkaido University Faculty of Humanities and Human Siences
# North 10, West 7, Kita-ku Sapporo, Hokkaido, 060-0810 Japan
# Contact: ikeda.shoju@gmail.com, liyuansapporo@yahoo.co.jp, toyjack@gmail.com, kleinekuma@gmail.com
#
# Data License Information and Access Rights
# License: 
# Creative Commons Attribution-ShareAlike 4.0 International License (CC BY-SA 4.0)
# Access Rights (Availability): 
# Open access
#
# KRM Format information:
# KRID_wakun_no: Serial number assigned to each Japanese reading (wakun) annotation within an item (item serial No. + wakun serial No.). A suffix (b, c, …) is added for branching Japanese reading annotations.
# KR2ID: The ID number assigned based on its location in the Kazama edition
# Entry: Hanzi glyph of the headword
# Def: Definitional annotation through Japanese reading (wakun)
# Word_form: Normalized form of a Japanese reading annotation (wakun)
# Wakun_Hanzi: Wakun in katakana, with its Hanzi form parenthesized
# Wakun_variant: Katakana wakun variation added to the primary form (usually added to the left or right side). If incorrect wakun are corrected, an arrow (←) is precedes the incorrect reading.
# Hanzi_variant: Hanzi variant glyphs
# JK_ID: ID in the Nihon Kokugo Daijiten (2e), The Shogakukan Japanese dictionary, Japanknowledge edition
# Remarks: Editor's notes
#
# Abbreviations:
# 正宗索引: 正宗敦夫編, 類聚名義抄 仮名索引, 日本古典全集刊行会, 1939-1940
# 岡田研究: 岡田希雄, 類聚名義抄の研究, 一条書房, 1944
# 望月和訓集成: 望月郁子編, 類聚名義抄: 四種声点付和訓集成, 笠間書院, 1974
# 中村文選: 中村宗彦, 九条本文選古訓集, 風間書房, 1983
# 草川和訓集成: 草川昇編, 五本対照類聚名義抄和訓集成, 汲古書院, 2000
# 西端誤写考察: 西端幸雄, 類聚名義抄における誤写の考察, 訓点語と訓点資料45, 1971
# 西端誤写諸例: 西端幸雄, 類聚名義抄における誤写の諸例, 訓点語と訓点資料52，1973
# 略注: 佐藤喜代治，色葉字類抄略注，明治書院，1995
# 群書治要: 小林芳規・原卓志・山本秀人・山本真吾・佐々木勇編, 宮内庁書陵部蔵本群書治要経部語彙索引, 汲古書院, 1996
# 毛詩鄭箋: 毛詩鄭箋（一）（二）（三）, 古典研究会叢書漢籍之部１～３, 原本所蔵静嘉堂文庫, 汲古書院, 1992
#
# Acknowledgments:
# We are grateful to Tenri Central Library and Yagi Shoten for permission to publishment of the decipherment text of KRM.
#
# This work was supported by JSPS KAKENHI Grant Number 16H03422, 19H00526, 23K17500.
#
KRID_wakun_no	KR2ID	Entry	Def	Word_form	Wakun_Hanzi	Wakun_variant	Hanzi_variant	JK_ID	Remarks
F06339_04	K0301432	貨	マヒナヒ(L@@@、ヒ-ミ(L))	まひなひ	マヒナヒ（貨）	マミナヒ（貨）		200203e941e9dSUW4hAz	
F06339_04b	K0301432	貨	マヒナヒ(L@@@、ヒ-ミ(L))	まみなひ	マミナヒ（貨）	マヒナヒ（貨）		N/A	
F06339_05	K0301432	貨	ヒサク	ひさぐ	ヒサグ（貨）			20020383ed2c63RMchu0	
F06339_06	K0301432	貨	タクハフ	たくはふ	タクハフ（貨）			2002029abe0983yeDkIc	
F06340_02	K0301434	賄	オクル	おくる	オクル（賄）			20020098c5002qIcF08v	万象名義「贈也」。日国「おく・る 【送・贈】」の表記に未収。
F06340_03	K0301434	賄	タカラ(LL@)	たから	タカラ（賄）			200202987324DwSzKo3G	詩・衛風・氓「以我賄遷」伝「賄、財。遷、徙也」、静嘉堂文庫本毛詩鄭箋巻3・274行「我か賄タカラを以て遷サむ」。中村文選(205頁・魏)「賄タ　ハ〈布帛也〉」。
F06343_03	K0301443	賷	モツ(LH)	もつ	モツ（賷）			200204282cc6XjJrge4X	
F06343_04	K0301443	賷	オフ	おふ	オフ（賷）				同字「齎」は説文「持遺也」。
F06343_05	K0301443	賷	トル	とる	トル（賷）			20020314f51eL9hD7nQz	訓点語彙集成に「トル」の訓あり。
F06343_06	K0301443	賷	タモツ	たもつ	タモツ（賷）			200202a9f7b9KuMI65is	
F06343_07	K0301443	賷	ツヽム	つつむ	ツツム（賷）			200202d57341VV8b9stY	中村文選(625頁・表)「齎[モタシテ]／(寛文)ツツンテ」。字類抄「齎」に「縮ツツム　ツツマル」（ツ・辞字、略注566頁）。日国の表記「齎」で収録。
F06344_03	K0301451	貯	イク-リ	いく	イク（貯）	イリ（貯）		2002003442d6mQu9D06u	広韻「居也」。
F06344_03b	K0301451	貯	イク-リ	いり	イリ（貯）	イク（貯）		2002005354e1nPuQM0I4	
F06344_04	K0301451	貯	タクハフ(HHH@、フ-ヘ)	たくはふ	タクハフ（貯）	タクハヘ（貯）		2002029abe0983yeDkIc	
F06344_04b	K0301451	貯	タクハフ(HHH@、フ-ヘ)	たくはへ	タクハヘ（貯）	タクハフ（貯）		2002029aba7f597KekU9	
F06344_05	K0301451	貯	ヲサム	をさむ	ヲサム（貯）			2002009ad1f6pe92Wobi	
F06344_06	K0301451	貯	イル	ゐる	ヰル（貯）			200200544e62C4m92QQw	広韻「居也」。
F06344_07	K0301451	貯	ツム	つむ	ツム（貯）			200202d8f9b7l1h93TSj	字類抄同訓「積ツム　ツモル」（ツ・辞字、略注563頁）。
F06344_08	K0301451	貯	□ト	□と	□ト（貯）				「□ト」は別筆擦り消し。
F06347_03	K0301461	𧷮／𧶜	アキナフ	あきなふ	アキナフ（𧷮）		アキナフ（𧶜）	2002000b5d1c02Y472yT	名義抄-慈恩伝、引き算の例（近藤泰弘「平安時代の漢文訓読語の分類」『訓点語と訓点資料』127、121頁、2011）。
F06347_04	K0301461	𧷮／𧶜	アキラカナリ	あきらか	アキラカ（𧷮）		アキラカ（𧶜）	2002000bd3ab14YB8jV2	漢書・律歴志「商之爲言、章也、物成就、可章度也」（あきらかの意、大漢和）。日国「あきら‐か 【明─】」の表記に未収。
F06347_05	K0301461	𧷮／𧶜	アキヒト(LLL"H)	あきびと	アキビト（𧷮）		アキビト（𧶜）	2002000b93f7uZmCt74n	
F06349_02	K0301464	貺	タマフ(LL@)	たまふ	タマフ（貺）			200202a7e025rJLM47Za	爾雅・釈詁「貺、賜也」。説文・万象名義・宋本玉篇・広韻「賜也」。
F06349_03	K0301464	貺	アタフ	あたふ	アタフ（貺）			20020016bdc29zMaCjxE	
F06349_04	K0301464	貺	メクム	めぐむ	メグム（貺）			2002041d43464QGw1bAx	中村文選(349頁・景)「貺キヤウ[メクメル]」。
F06349_05	K0301464	貺	タマオ	たまもの	タマモノ（貺）			200202a9195aH2706649	原文「オ」は「牜」（物）の誤写。中村文選(253頁・子)「貺ス／(寛文)タマモノセリ」。
F06349_06	K0301464	貺	オクル	おくる	オクル（貺）			20020098c5002qIcF08v	
F06350_02	K0301472	贈	オクル	おくる	オクル（贈）			20020098c5002qIcF08v	詩・鄭風・溱洧「伊其相謔、贈之以勺藥」箋「伊、因也」、静嘉堂文庫本毛詩鄭箋巻4・427行「伊ヨて其れ相謔タハフレて、贈ヲクルに［之］、勺藥を以す(左)セム」。
F06350_03	K0301472	贈	ムツフ	むつぶ	ムツブ（贈）			20020415c648iBzwiR43	
F06352_04	K0301474	賭	ノリオ	のりもの	ノリモノ（賭）			2002034e9cc7bQYb1WSn	「ノリ牜」の誤写。中村文選(660頁・論)「賭カケモノ[ツクリモノ]」。
F06354_02	K0301482	贍	ニキハフ(HL"L@)	にぎはふ	ニギハフ（贍）			2002032fdfacuw41f41x	中村文選(273頁・上)「贍ニキハヘヨ〈給也足也〉」。字類抄「ニキハシ」（略注135頁）。
F06354_03	K0301482	贍	ヨロコフ	よろこぶ	ヨロコブ（贍）				
F06354_04	K0301482	贍	タスク	たすく	タスク（贍）			2002029da95edAdXmZf1	
F06354_05	K0301482	贍	ムカフ	むかふ	ムカフ（贍）				
F06354_10	K0301482	贍	ユタカナリ(LHL@@)	ゆたかなり	ユタカ（贍）			20020448d117fSkjLf1N	中村文選(325頁・西征)「贍ユタカナル」。字類抄「豊ユタカニ」（略注1406頁）。
F06354_11	K0301482	贍	オホカリ(L@@@)	おほかり	オホカリ（贍）			2002008dd6313b8gIM3e	文選・東方朔畫贊「贍智宏材」劉良注「贍、多」。日国の表記「おお・かり［おほかり］ 【多】」に未収。
F06358_02	K0301514	賻	オクル	おくる	オクル（賻）			20020098c5002qIcF08v	宋本玉篇「以財助喪也」。群書治要・周礼・小行人「若國札喪、則令賻補之」注「喪家に賻オクて其（の）足（たら）不（ざる）を補オキヌフソ（賻喪家補其不足）」。喪家に金品を贈る意。
F06360_03	K0301522	貿	カフ	かふ	カフ（貿）			200200bedf3fi1BD06OT	詩・衛風・氓「抱布貿絲」、静嘉堂文庫本毛詩鄭箋巻3・259行「布タカラを抱イタイて絲を貿カフ」。
F06360_05	K0301522	貿	アキナフ	あきなふ	アキナフ（貿）			2002000b5d1c02Y472yT	
F06360_06	K0301522	貿	ムヤス	むやす	ムヤス（貿）			20020417b5c0kQNBEIam	日国「むや・す」に「あきなう。」とあり。用例は観智院本のみ。
F06360_07	K0301522	貿	スツ	すつ	スツ（貿）			2002024c3ea6kT5Fv8cd	
F06360_08	K0301522	貿	アカフ	あかふ	アカフ（貿）			20020007037czh4W8gy4	
F06360_09	K0301522	貿	アキラカナリ	あきらかなり	アキラカナリ（貿）				
F06360_10	K0301522	貿	ヘツラフ	へつらふ	ヘツラフ（貿）			200203c759c58r73vePi	
F06369_03	K0301543	贅	アサ	あざ	アザ（贅）			2002000f7ceehi3888a2	
F06369_04	K0301543	贅	ウム	うむ	ウム（贅）				日国の表記に未収。
F06369_05	K0301543	贅	アツム(LL@)	あつむ	アツム（贅）			20020019b904Y1J79Z96	字類抄「集アツム アツマル」（ア・辞字、略注1228頁）。
F06369_06	K0301543	贅	ツキヌ(H@@)	つきぬ	ツキヌ（贅）			200202d0ee92ghRyMz4I	
F06369_07	K0301543	贅	サタム(LLH)	さだむ	サダム（贅）			200201beef888o4o6c6h	
F06369_08	K0301543	贅	スヽロ	すずろ	スズロ（贅）			2002024a1ed0I9TT1Bx1	
F06369_11	K0301543	贅	ムサホル(HH@@)	むさぼる	ムサボル（贅）			200204124d63pSM2TjrW	中村文選(633頁・奏弾)「贅／(寛文)ムサホレル」。
F06371_01	K0301552	附／贅	フスへ	ふすべ	フスベ（附贅）			200203acd121G8v9w4vU	道円本和名抄(巻3形体部)「附贅　俗云布須倍」。
F06372_01	K0301553	疣／ー（贅）	同訓	ふすべ	フスベ（疣贅）			200203acd121G8v9w4vU	
F06373_03	K0301554	貲	タカラ(LLL)	たから	タカラ（貲）			200202987324DwSzKo3G	中村文選(280頁・羽)「貲ヲ〈訾五〉／(寛文)訾タカラヲ／(足利)貲タカラヲ」。中村文選(622頁・文)「貲タカラ」。
F06373_04	K0301554	貲	ウタ	うた	ウタ（貲）			200200655005YzX97jE1	
F06373_05	K0301554	貲	ツク	つぐ	ツグ（貲）			200202d2d49aQPvtrrw4	
F06373_06	K0301554	貲	ツキヌ(HL@)	つきぬ	ツキヌ（貲）			200202d0ee92ghRyMz4I	字類抄「盡ツクス　ツク」（ツ・辞字、略注583頁）。
F06373_07	K0301554	貲	カヘス	かへす	カヘス（貲）			200200bf4d8cRR90sR97	
F06373_08	K0301554	貲	ハカリ	はかり	ハカリ（貲）			200203566f4cQa2R1CA6	
F06373_09	K0301554	貲	サイミ〈布〉	さいみ	サイミ（貲）			200201b2e923HPt33Cw1	
F06377_02	K0301571	賕	ウク	うく	ウク（賕）			200200608946k17891u8	
F06377_03	K0301571	賕	マへ	まへ	マヘ（賕）				「まひ（幣）」の変化した語。日国に未収。
F06377_04	K0301571	賕	ツト	つと	ツト（賕）			200202d5b099hW63eWta	
F06381_03	K0301581	購	カフ	かふ	カフ（購）			200200bedf3fi1BD06OT	
F06381_04	K0301581	購	アカフ	あかふ	アカフ（購）			20020007037czh4W8gy4	中村文選(64頁・西京)「購ア　ムト／(上野)アカハムト」。
F06381_05	K0301581	購	ツノル	つのる	ツノル（購）			200202d6a562ki52p8G2	中村文選(644頁・檄)「購ツノリ」。字類抄「募ツノル」、訓「ツノル」脱（ツ・辞字、略注575頁）。
F06383_03	K0301584	䝭	アカフ	あかふ	アカフ（䝭）			20020007037czh4W8gy4	
F06384_02	K0301611	賖	オキノル(HHHL)	おきのる	オキノル（賖）			20020096d32c6b3CO3Xe	新撰字鏡「於支乃利也」。字類抄同訓「貰ヲキノル」（ヲ・辞字、略注253頁）。
F06384_03	K0301611	賖	オソシ(HHH)	おそし	オソシ（賖）			2002009dc752r5kyu7xr	
F06384_04	K0301611	賖	ヒロシ	ひろし	ヒロシ（賖）				
F06384_05	K0301611	賖	タカラ	たから	タカラ（賖）			200202987324DwSzKo3G	
F06384_06	K0301611	賖	クタレリ	くだれり	クダレリ（賖）			2002013e6975UEvGzbW6	
F06384_07	K0301611	賖	ハルカナリ	はるかなり	ハルカ（賖）			200203736181Q6oQCCp1	字類抄「ハルカ」、集韻（平声麻韻）「遠也」、白氏文集（版本）巻22「一歳春又尽。百年期不賖ハルカナラ」（略注105頁）。
F06384_08	K0301611	賖	ツト	つと	ツト（賖）			200202d5b099hW63eWta	
F06384_09	K0301611	賖	トホシ	とほし	トホシ（賖）			200202ff9dfcckwOAJZ0	字類抄同訓「遠トヲシ」、集韻（平声麻韻）「遠也」（略注187頁）。
F06384_10	K0301611	賖	ユタカナリ	ゆたかなり	ユタカ（賖）			20020448d117fSkjLf1N	字類抄「豊ユタカニ」、後漢書・仲長統伝論「楚楚衣服。戒在窮賖」注「賖。奢同」（略注1406頁）。
F06384_11	K0301611	賖	ユルシ〈帶〉	ゆるし	ユルシ（賖）			2002044b300aEu4QuetZ	中村文選(607頁・雑詩)「賖ユルカラ〈緩也〉／(寛文)ユルカラ・ユルハ」。
F06386_01	K0301621	𧵵	タカラ	たから	タカラ（𧵵）				
F06386_02	K0301621	𧵵	ツト	つと	ツト（𧵵）			200202d5b099hW63eWta	日国「つと 【苞・苞苴】」の表記に未収。
F06387_02	K0301622	賝	タカラ(LL@)	たから	タカラ（賝）			200202987324DwSzKo3G	新撰字鏡「太加良」。
F06387_03	K0301622	賝	ヒツ	ひつ	ヒツ（賝）			20020388d45c3hTVYgt6	
F06390_02	K0301631	賂	タカラ	たから	タカラ（賂）			200202987324DwSzKo3G	
F06390_03	K0301631	賂	マミナフ-ヒ(LLHL-@)	まみなふ	マミナフ（賂）	マミナヒ（賂）		N/A	日国未収。「まひなふ（賂）」に同じ。
F06390_03b	K0301631	賂	マミナフ-ヒ(LLHL-@)	まみなひ	マミナヒ（賂）	マミナフ（賂）		N/A	
F06395_02	K0301642	賚	アタフ(HH@)	あたふ	アタフ（賚）			20020016bdc29zMaCjxE	詩・大雅・楚茨「徂賚孝孫」伝「賚、予也」、静嘉堂文庫本毛詩鄭箋巻13・254行「徂ユて孝孫に賚タマモノス(左)*アタフ」」。
F06395_03	K0301642	賚	タマフ(LL@)	たまふ	タマフ（賚）			200202a7e025rJLM47Za	爾雅・釈詁「賚、賜也」、説文・宋本玉篇・広韻「賜也」。
F06395_04	K0301642	賚	タマ物(LL@)	たまもの	タマモノ（賚）			200202a9195aH2706649	詩・大雅・楚茨「徂賚孝孫」伝「賚、予也」、静嘉堂文庫本毛詩鄭箋巻13・254行「徂ユて孝孫に賚タマモノス(左)*アタフ」」。中村文選(95頁・東京)「賚タマモノニ〈賜也〉／(寛文)タマンモノ」。
F06397_01	K0301651	⿱米貝	ヤマヒ	やまひ	ヤマヒ（⿱米貝）				
F06399_02	K0301653	責	ワサハヒ(HH@@)	わざはひ	ワザハヒ（責）				
F06399_03	K0301653	責	セム(LL)	せむ	セム（責）			200202670bb6btL35UfQ	第二類動詞終止形語末の仮名に「東点のつけちがえの点」（望月和訓集成663頁）。
F06399_04	K0301653	責	コフ(LH)	こふ	コフ（責）			2002016c691909338W6L	
F06402_02	K0301662	貴	タフトシ(HHHH、シ-フ(L"))	たふとし	タフトシ（貴）	タフトブ（貴）		200202fbc4f2Do7v3c9m	中村文選(84頁・東京)「貴トンシ／(寛文)タ　乄」。
F06402_02b	K0301662	貴	タフトシ(HHHH、シ-フ(L"))	たふとぶ	タフトブ（貴）	タフトシ（貴）		200202fc194byDQ5oH08	
F06402_03	K0301662	貴	タカシ(LL@)	たかし	タカシ（貴）			200202965cbeqt1ti0Yy	
F06402_04	K0301662	貴	アフ	あふ	アフ（貴）			200200040d893R9K0b58	
F06402_05	K0301662	貴	オソル(LL@)	おそる	オソル（貴）			2002009e3fa68hDqBSrn	
F06402_06	K0301662	貴	アチヤカナリ	あてやかなり	アテヤカ（貴）			2002001a4e3fo5Gfli5g	正宗索引「ア△チ〔テ〕ヤカナリ」に「テの字がチの如くなれり」。和文語の例（築島裕「平安時代の訓点資料に見える「和文特有語」について」著作集6、167頁）。
F06404_02	K0301671	買	カフ	かふ	カフ（買）			200200bedf3fi1BD06OT	
F06404_03	K0301671	買	ウル	うる	ウル（買）			200200731ad3zg7ex53g	
F06405_02	K0301672	賈	アタヒ	あたひ	アタヒ（賈）			20020016a9b4WXg0Y4ao	中村文選(665頁・箴)「賈アタヒヲ」。
F06405_03	K0301672	賈	ウル	うる	ウル（賈）			200200731ad3zg7ex53g	中村文選(394頁・鷦)「賈カハ」。
F06405_05	K0301672	賈	ヤフル	やふる	ヤフル（賈）				
F06406_02	K0301673	賣	ウル	うる	ウル（賣）			200200731ad3zg7ex53g	
F06406_03	K0301673	賣	イソク	いそく	イソク（賣）				未勘。
F06408_02	K0301681	贖	アカフ(LLH)	あかふ	アカフ（贖）			20020007037czh4W8gy4	中村文選(322頁・西征)「贖アカヒモノヲ[ヲクリモノヲ]」。日国「あが・う［あがふ］ 【贖・購】」の語誌に古く清音との考証あり。
F06408_03	K0301681	贖	カフ	かふ	カフ（贖）			200200bedf3fi1BD06OT	
F06408_04	K0301681	贖	タマフ	たまふ	タマフ（贖）			200202a7e025rJLM47Za	
F06408_05	K0301681	贖	アタル	あたる	アタル（贖）				
F06408_06	K0301681	贖	ミタル	みだる	ミダル（贖）			2002040401fft5nhGrWK	
F06408_07	K0301681	贖	アフ	かふ	カフ（贖）	←アフ（贖）		200200bedf3fi1BD06OT	正宗索引「カフか字鏡一本カフとなれり、猶可考」。草川和訓集成「カフ」で立項し、ママを付す。
F06408_08	K0301681	贖	ツク	つく	ツク（贖）				
F06408_09	K0301681	贖	ツクノフ(LLHL)	つくのふ	ツクノフ（贖）			200202d16ccc795HK57L	詩・秦風・黃鳥「如可贖兮」、静嘉堂文庫本毛詩鄭箋巻6・288行「如もし、贖ツクノフ可クは［兮］」。
F06408_10	K0301681	贖	ツノル(@HH)	つのる	ツノル（贖）			200202d6a562ki52p8G2	
F06413_02	K0301713	貶	シリソク(LLH@)	しりぞく	シリゾク（貶）			2002022d8e85v72i23yj	
F06413_03	K0301713	貶	オツ(LH)	おつ	オツ（貶）			2002009fe984c1cU87GB	
F06413_04	K0301713	貶	スコシ(LH@)	すこし	スコシ（貶）			20020247de89FPNggFeg	
F06413_05	K0301713	貶	クタス(HH@)	くたす	クタス（貶）			2002013debd2Y2hh7Y3n	日国「くた・す 【腐】」に「（後世は「くだす」とも）」、古語大鑑の補説に観智院本と源氏清濁（中世以後成立）をあげて古く「た」が清音であったことの傍証とする。
F06413_06	K0301713	貶	ソシル	そしる	ソシル（貶）			20020280d5d5220o4Yta	
F06413_07	K0301713	貶	オトス	おとす	オトス（貶）			200200a30409r4IMf6C5	群書治要・礼記・玉藻「食無樂」注「自ミ（づから）貶ヲトシ損ソントスナリ」。
F06414_01	K0301714	裒／貶	アケクタスニ	あけくたすに	アケクタスニ（裒貶）			N/A	日国未収。
F06415_02	K0301721	貽	ノコス-ル(@@-H)	のこす	ノコス（貽）	ノコル（貽）		200203496a17O3gPRASA	宝菩提院本「ノコス-ル」に作る。書・五子之歌「貽厥子孫」伝「貽、遺也」、内野本「厥の子孫に貽ノコス」。中村文選(323頁・西征)「貽ノコスニ」。中村文選(580頁・贈答)「貽ノコスコト[オクル]／(寛文)ノコスト」。正宗索引「ノコス」に「虫はみ不明なり」。「ノコス-ル(@@-H)」の「ノ」と「ス」は天理版虫損。風間版で判読可。
F06415_02b	K0301721	貽	ノコス-ル(@@-H)	のこる	ノコル（貽）	ノコス（貽）		2002034996eb7U18L0Ac	
F06415_03	K0301721	貽	オクル(HH@)	おくる	オクル（貽）			20020098c5002qIcF08v	詩・邶風・靜女「貽我彤管」、静嘉堂文庫本毛詩鄭箋巻2・358行「貽ヲクレリ」。
F06417_02	K0301723	賑	タマフ	たまふ	タマフ（賑）			200202a7e025rJLM47Za	
F06417_03	K0301723	賑	ニキハフ(LL"@@)	にぎはふ	ニギハフ（賑）			2002032fdfacuw41f41x	
F06417_04	K0301723	賑	トム-ミ	とむ	トム（賑）	トミ（賑）		2002030fa1fdGTT4faNt	中村文選(205頁・魏)「賑トミヲ〈豊也富也〉」。
F06417_04b	K0301723	賑	トム-ミ	とみ	トミ（賑）	トム（賑）		2002030f5a9eiXc4dDdO	
F06417_05	K0301723	賑	ヨロコフ	よろこぶ	ヨロコブ（賑）				
F06417_06	K0301723	賑	カクス	かくす	カクス（賑）				
F06417_07	K0301723	賑	サカリ	さかり	サカリ（賑）			200201b67bfcT81pKcWz	中村文選(64頁・西京)「殷賑(ト)サカナリ〈相連屬㒵富饒也〉／(上野)(ト)サカリナリ」。中村文選(164頁・呉)「隱賑(ト)サカリニ〈言多也〉」。日国「さかり 【盛】」の表記に未収。
F06417_08	K0301723	賑	スクフ(HHL)	すくふ	スクフ（賑）			20020246a133KbAVQ7gy	
F06419_02	K0301732	䝱／⿱刕貝	オヒユ	おびゆ	オビユ（䝱）			200200a6e555q41WhDpX	
F06421_03	K0301734	負	オフ(LH)	おふ	オフ（負）			200200890a23Q426iy0P	中村文選(54頁・西京)「負オフ」。字類抄同訓「負オク」（「負」は「屓」に作る、オ・辞字）。
F06421_04	K0301734	負	ソムク(LL@)	そむく	ソムク（負）			2002028545df87wr7y3n	字類抄同訓「乖ソムク」（原文「屓」に作る、ソ・辞字）、広韻「背恩忘德曰負」（略注507頁）。
F06421_05	K0301734	負	トシ	とし	トシ（負）				
F06421_06	K0301734	負	タノム(LLL)	たのむ	タノム（負）			200202a5c3d9t5874g64	中村文選(88頁・東京)「負タノメシカトモ〈恃也〉」。中村文選(189頁・魏)「負タノム〈恃也〉」。字類抄「屓」に「恃タノム」（タ・辞字、略注471頁）。
F06421_07	K0301734	負	ウレへ(LL@)	うれへ	ウレヘ（負）			20020073a27d279eopvM	
F06421_09	K0301734	負	ハチ-ツ(LL"-@)	はぢ	ハヂ（負）	ハヅ（負）		2002035bdebdg4G53njo	中村文選(672頁・碑)「負ハチ」。字類抄同訓「ハチ」（略注76頁）。
F06421_09b	K0301734	負	ハチ-ツ(LL"-@)	はづ	ハヅ（負）	ハヂ（負）		2002035e06d5C8V6Pocl	
F06421_10	K0301734	負	オホス(LL@)	おほす	オホス（負）			2002008f8f65PZpULeM5	
F06421_11	K0301734	負	マク(HL)	まく	マク（負）			200203edaca4LH701zZ6	字類抄同訓「負マク／勝ー（原文「屓」に作る、マ・辞字）。
F06424_01	K0301744	孤／屓	ソムク	そむく	ソムク（孤屓）			2002028545df87wr7y3n	舩城俊太郎「白氏文集と色葉字類抄」用例⑳。
F06425_03	K0301751	䞋	ホトコス(HH"HL)	ほどこす	ホドコス（䞋）			200203e0e68c7c3gcdHq	
F06426_02	K0301752	𧶕	ミル	みる	ミル（𧶕）				「𧶕」は龍龕手鏡に「俗音我」とあるのみで義不詳。形近字「睋」（広韻「視也」）による訓か。
F06427_02	K0301753	賀	ヨシ	よし	ヨシ（賀）			2002044c35eecK16K1He	字類抄同訓「善ヨシ」（ヨ・辞字、略注403頁）。
